Style Key,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
32,8.0,4.05,50,70,12,48,10,71,44,48,0,55,110,14,75
32,7.0,3.87,50,70,11,32,9,40,25,32,0,44,59,0,30
32,6.2,3.3,50,70,17,20,10,41,32,51,1,54,72,6,34
32,6.2,4.06,50,70,15,41,4,60,26,51,0,62,84,6,27
32,6.5,3.99,50,70,19,39,8,77,48,62,0,80,116,2,74
32,6.7,4.11,50,70,14,30,9,46,38,37,0,61,88,8,32
32,7.0,4.28,50,70,19,26,14,84,76,88,1,138,141,7,49
32,7.0,4.01,50,70,30,29,12,69,48,69,0,75,99,2,61
32,6.5,3.87,50,70,16,33,8,53,33,49,3,56,94,3,41
33,8.3,3.89,50,80,17,40,20,63,39,57,0,70,80,29,40
33,8.8,4.13,50,80,16,33,17,53,41,69,0,62,71,9,26
33,9.0,4.23,50,80,38,51,22,82,79,69,1,93,135,36,46
33,9.2,4.05,50,80,32,33,23,75,65,76,2,83,101,24,50
33,6.2,3.74,50,80,17,36,13,49,29,70,0,88,68,13,46
33,5.5,3.69,50,80,12,27,11,47,21,61,0,75,66,22,22
33,9.0,4.35,50,80,39,36,13,57,56,138,2,133,74,26,23
33,6.0,4.1,50,80,30,33,16,100,30,45,2,42,144,17,36
33,7.0,4.06,50,80,28,28,3,36,28,102,2,59,57,42,11
33,9.5,4.25,50,80,8,25,19,49,26,46,0,56,55,14,31
33,6.8,3.97,50,80,34,29,24,88,53,75,1,85,131,26,53
33,9.5,3.95,50,80,14,39,29,73,64,55,0,71,85,18,34
33,7.5,4.05,50,80,12,32,10,64,50,41,4,42,81,16,43
33,5.5,3.68,50,80,15,20,10,32,13,70,0,72,52,26,21
33,7.4,4.16,50,80,17,32,12,89,54,84,0,107,91,31,33
33,5.7,3.63,50,80,9,29,11,38,44,41,0,52,69,26,29
33,8.0,4.07,50,80,11,34,20,53,50,39,0,57,78,22,25
33,7.0,4.02,50,80,19,35,22,61,55,80,0,85,76,34,32
33,8.0,4.07,50,80,24,47,13,68,45,81,1,82,99,22,38
33,5.5,3.61,50,80,24,34,9,49,36,90,4,102,76,38,68
33,6.0,3.75,50,80,28,38,9,72,21,89,0,86,72,28,44
33,9.0,3.95,50,80,34,49,35,76,86,74,1,85,100,12,58
33,5.7,3.84,50,80,26,43,8,72,38,63,5,56,111,20,39
33,9.37,3.88,50,80,16,52,27,61,103,78,0,109,82,31,45
33,6.5,3.82,50,80,7,11,9,55,24,41,0,41,73,6,17
33,6.5,3.93,50,80,37,38,16,59,50,98,5,126,86,27,23
33,10.5,3.96,50,80,23,43,27,70,97,51,0,57,87,18,53
33,6.2,3.87,50,80,29,58,18,81,33,98,0,111,110,24,33
33,6.2,4.06,50,80,21,32,7,55,51,62,0,83,87,32,17
33,6.3,3.81,50,80,30,32,9,74,21,63,2,70,91,7,51
33,6.0,3.69,50,80,24,32,15,51,22,50,0,64,108,8,33
33,8.3,3.76,50,80,9,22,20,39,38,38,0,39,56,21,39
33,8.0,3.83,50,80,13,29,13,34,79,69,0,151,34,14,16
33,9.5,4.08,50,80,10,37,19,54,74,62,0,78,71,19,31
33,10.6,4.13,50,80,28,56,23,65,74,107,3,130,79,22,31
33,9.0,3.85,50,80,14,64,36,61,82,76,1,111,73,35,44
33,10.2,4.11,50,80,20,32,25,86,63,85,0,130,108,29,40
33,6.0,3.76,50,80,30,46,14,76,30,61,0,77,115,56,36
33,6.4,3.67,50,80,20,39,13,85,28,51,0,44,123,15,35
33,6.3,3.86,50,80,11,31,12,62,44,69,0,79,83,14,26
33,7.0,3.89,50,80,21,33,14,50,65,51,0,64,71,32,26
33,9.0,3.79,50,80,21,35,25,57,34,68,1,73,102,37,37
33,9.4,3.98,50,80,16,73,120,73,99,59,1,68,109,44,157
33,6.25,3.67,50,80,30,43,15,105,56,61,2,69,121,14,58
33,7.0,3.85,50,80,17,46,20,44,75,52,2,72,60,23,52
33,9.3,3.94,50,80,16,53,42,67,66,73,0,86,90,23,29
33,6.5,3.74,50,80,20,29,20,56,12,48,3,48,105,78,24
33,8.0,3.69,50,80,18,40,21,71,66,84,1,95,87,25,44
33,7.7,3.89,50,80,22,44,17,62,66,55,2,70,79,26,60
33,10.25,3.96,50,80,29,76,77,89,145,77,0,111,132,58,100
34,8.2,4.12,50,70,16,75,14,85,45,43,0,46,79,5,87
34,8.9,4.06,50,70,16,61,15,119,47,39,0,45,122,8,90
34,6.8,3.72,50,70,14,50,7,95,23,19,0,20,92,11,91
34,9.3,4.14,50,70,5,61,19,109,58,16,0,21,101,13,114
34,8.7,3.99,50,70,10,54,17,103,52,43,0,61,103,10,85
34,6.2,3.7,50,70,11,51,16,82,48,20,0,19,91,6,78
34,7.0,3.89,50,70,11,45,14,82,33,9,0,9,87,5,70
34,6.9,4.11,50,70,15,82,17,144,58,64,0,86,133,12,115
34,7.5,3.96,50,70,14,63,7,68,44,7,0,13,53,9,101
34,10.8,4.21,50,70,10,69,77,72,112,14,1,17,72,21,149
34,6.5,3.82,50,70,11,45,12,84,29,18,0,15,93,8,73
34,7.25,3.8,50,70,20,94,23,145,71,42,0,70,140,11,121
34,7.7,4.07,50,70,17,61,11,101,59,43,0,68,85,27,159
34,7.3,3.89,50,70,14,70,13,95,42,33,0,35,98,4,80
34,7.6,3.95,50,70,7,45,11,79,29,27,0,25,86,3,61
34,8.1,3.94,50,70,17,86,11,148,65,43,0,54,142,14,134
34,6.5,3.78,50,70,22,75,11,101,44,19,1,23,115,18,126
34,6.0,3.95,50,70,17,64,9,88,27,19,0,22,86,10,90
34,7.0,3.87,50,70,7,55,24,99,35,16,0,20,82,12,96
34,7.0,3.73,50,70,22,64,20,120,59,17,4,22,147,5,109
34,6.0,4.18,50,70,13,72,3,110,37,6,0,7,41,14,135
34,6.8,4.22,50,70,25,72,7,113,51,44,0,57,123,3,90
34,6.8,4.16,50,70,15,57,4,62,46,35,1,51,67,6,68
34,6.5,3.98,50,70,16,63,13,90,65,21,0,35,78,16,84
34,7.2,3.96,50,70,14,52,14,77,51,33,0,39,83,10,78
34,6.2,3.81,50,70,23,76,9,131,43,37,0,44,136,7,113
34,9.5,4.33,50,70,23,100,15,111,60,47,0,53,129,13,107
34,4.8,3.67,50,70,17,59,10,53,47,17,1,16,38,17,112
34,7.5,3.98,50,70,36,78,8,117,62,49,0,69,147,1,119
34,7.1,3.91,50,70,32,80,18,125,70,45,1,56,120,17,120
34,5.2,3.58,50,70,11,59,5,66,59,13,0,9,40,8,111
34,5.2,3.5,50,70,12,42,4,31,24,14,0,2,23,8,64
34,5.5,3.71,50,70,15,69,23,113,63,70,0,77,142,8,104
34,8.5,3.88,50,70,6,57,22,89,49,34,0,40,98,9,90
34,9.5,4.1,50,70,12,50,15,78,36,30,0,37,81,17,80
34,7.7,3.81,50,70,13,60,19,100,59,26,0,37,100,6,96
34,9.0,4.13,50,70,16,64,20,110,30,20,0,18,107,3,94
34,11.2,4.48,50,70,6,98,45,68,45,2,0,5,12,51,115
34,10.3,4.29,50,70,7,54,17,66,39,39,2,53,82,3,59
34,7.5,3.68,50,70,24,97,7,113,68,37,0,39,111,9,111
34,6.0,3.94,50,70,20,68,6,94,49,26,0,37,90,10,107
34,9.5,3.85,50,70,8,87,25,114,70,16,0,18,105,18,111
34,9.5,3.91,50,70,24,76,28,120,47,45,1,49,137,17,103
34,6.2,3.53,50,70,19,49,7,93,26,21,0,24,83,4,73
34,5.0,3.92,50,70,14,71,12,130,27,42,0,49,138,11,76
34,9.99,4.11,50,70,7,83,16,97,52,48,0,48,116,7,82
34,9.5,4.34,50,70,12,71,17,78,76,48,0,78,78,1,66
34,8.8,4.09,50,70,12,93,18,100,51,28,0,43,125,7,108
34,6.0,3.85,50,70,30,72,8,124,46,41,0,53,115,13,111
34,6.5,4.14,50,70,23,70,5,106,34,29,0,31,123,6,112
35,6.2,3.69,20,40,37,15,6,54,13,44,2,43,79,0,26
35,9.4,4.02,20,40,40,43,21,97,73,93,5,147,140,11,60
35,6.5,3.94,20,40,59,33,4,69,29,68,2,78,92,7,33
35,7.0,3.98,20,40,61,40,11,52,102,102,1,181,47,6,19
35,7.0,4.07,20,40,43,25,6,37,54,68,0,107,50,8,9
35,6.0,3.86,20,40,62,27,14,62,44,46,9,64,97,6,38
35,7.0,3.81,20,40,33,14,6,30,45,57,4,93,48,7,24
35,6.8,3.73,20,40,68,30,15,73,72,73,7,118,109,6,56
35,5.75,3.92,20,40,34,31,9,47,47,60,4,112,72,6,31
35,7.0,3.87,20,40,44,23,6,57,64,70,5,121,96,7,41
35,4.2,3.75,20,40,22,16,4,34,41,46,4,100,49,6,22
35,6.1,4.03,20,40,41,19,9,33,29,35,0,55,46,7,5
35,6.5,3.74,20,40,38,23,4,60,50,45,4,84,81,10,52
35,6.8,3.69,20,40,42,16,5,29,41,60,8,76,37,4,25
35,7.5,3.79,20,40,19,10,9,27,44,26,0,47,29,1,7
35,6.2,3.9,20,40,3,0,1,6,10,7,0,7,7,0,1
35,6.8,4.0,20,40,30,13,8,51,23,36,3,57,74,9,19
35,7.0,3.76,20,40,19,8,6,16,12,26,0,40,17,1,7
35,14.2,4.2,20,40,19,22,11,30,44,62,0,109,45,4,24
35,7.2,3.76,20,40,29,19,8,23,27,31,3,58,30,8,15
35,8.0,3.91,20,40,18,17,5,34,32,34,3,66,56,6,27
35,7.0,3.34,20,40,11,13,0,26,11,23,2,27,25,0,23
35,6.4,4.06,20,40,15,10,5,13,17,45,0,53,9,0,6
35,6.0,3.5,20,40,11,3,0,8,5,4,0,7,10,2,4
35,7.0,3.68,20,40,16,9,0,10,8,7,5,13,14,7,9
35,5.4,3.66,20,40,35,6,9,31,28,31,1,52,46,2,8
35,7.1,4.04,20,40,10,10,1,8,9,22,0,27,10,0,2
35,6.8,3.92,20,40,17,3,5,12,24,22,0,39,14,0,5
35,7.2,3.86,20,40,22,8,2,11,29,25,0,56,18,6,11
35,6.5,4.05,20,40,12,6,0,10,12,14,0,23,12,1,5
35,6.8,3.87,20,40,16,3,4,18,7,13,2,18,19,0,6
35,7.0,4.05,20,40,13,17,3,19,22,21,0,52,13,0,8
35,7.0,3.97,20,40,18,11,3,29,39,30,4,82,40,4,31
35,7.0,3.75,20,40,6,6,0,6,2,5,0,4,8,1,7
35,6.6,3.75,20,40,12,7,0,15,9,16,0,21,12,0,12
35,7.3,4.08,20,40,6,1,0,14,3,4,0,5,12,0,0
35,7.8,3.63,20,40,26,9,2,31,65,82,3,110,44,7,21
35,5.4,3.75,20,40,20,16,8,28,46,39,5,101,43,4,26
35,7.0,4.18,20,40,3,3,0,3,2,5,0,7,6,0,0
35,7.5,3.9,20,40,20,13,3,36,23,34,4,67,57,5,28
35,7.1,3.81,20,40,4,0,2,5,6,4,0,10,5,2,0
35,7.0,3.72,20,40,26,12,3,26,43,58,3,94,61,4,24
35,6.5,3.7,20,40,2,3,0,0,0,1,0,1,0,0,0
35,5.8,3.95,20,40,36,19,6,41,45,104,3,95,46,10,25
35,6.5,3.9,20,40,7,1,2,8,5,4,0,9,7,2,1
35,7.0,3.89,20,40,6,7,2,17,6,16,1,24,26,1,10
35,7.9,3.52,20,40,8,2,1,7,9,5,0,13,13,0,4
35,7.5,3.79,20,40,3,5,0,3,4,5,0,7,3,0,5
35,7.1,4.24,20,40,30,18,4,38,30,36,6,75,53,5,38
35,7.5,4.01,20,40,1,1,0,3,8,5,0,6,4,1,1
36,5.9,3.72,35,60,10,20,7,34,19,34,0,34,48,5,20
36,5.9,3.64,35,60,17,31,13,74,35,31,0,39,110,8,61
36,7.7,3.91,35,60,11,29,11,51,47,40,1,45,82,6,42
36,6.9,3.65,35,60,20,33,10,73,28,35,2,36,92,8,53
36,6.2,3.99,35,60,10,21,7,73,39,36,0,46,86,1,55
36,5.0,3.7,35,60,21,30,6,53,42,28,1,33,86,12,53
36,8.5,4.05,35,60,18,50,22,80,42,58,1,57,119,15,77
36,6.2,3.56,35,60,13,41,11,56,47,69,0,72,95,4,71
36,6.0,3.61,35,60,13,24,7,66,27,39,0,41,84,3,32
36,6.9,3.41,35,60,10,18,10,45,28,49,0,58,78,4,33
36,5.8,3.26,35,60,29,51,10,85,53,74,3,73,136,11,69
36,6.2,3.57,35,60,9,30,5,62,48,29,2,44,104,5,79
36,5.8,2.99,35,60,9,43,4,47,20,19,0,19,57,1,32
36,5.8,3.85,35,60,11,32,4,61,52,21,1,25,85,1,51
36,6.0,3.54,35,60,16,48,13,92,45,73,1,90,137,9,90
36,6.4,3.66,35,60,11,33,8,46,43,26,3,32,79,9,67
36,7.5,3.92,35,60,16,42,9,62,70,55,1,73,99,11,84
36,6.2,3.73,35,60,20,35,5,74,15,27,0,30,115,6,50
36,7.0,3.81,35,60,18,48,16,64,70,73,0,105,103,27,77
36,6.8,3.82,35,60,24,60,15,98,90,78,6,98,138,8,98
36,6.0,3.62,35,60,23,31,12,59,38,49,3,58,95,5,50
36,6.0,3.55,35,60,24,34,12,64,43,40,1,46,114,25,70
36,8.0,3.97,35,60,17,40,21,57,54,24,0,33,73,29,102
36,6.5,3.82,35,60,33,51,17,79,67,58,0,63,102,3,83
36,6.8,3.21,35,60,11,36,15,95,47,21,3,27,122,8,70
36,5.2,3.2,35,60,16,44,8,72,71,22,0,25,93,10,89
36,5.5,3.4,35,60,11,38,12,73,42,38,0,32,108,12,69
36,6.2,2.84,35,60,8,23,11,43,34,16,1,16,62,2,36
36,5.6,3.5,35,60,20,28,8,55,31,24,0,38,70,24,36
36,6.5,3.32,35,60,23,56,10,96,50,68,4,91,131,10,60
36,4.9,3.9,35,60,10,31,8,57,28,34,0,33,89,6,53
36,7.5,3.79,35,60,17,23,18,30,29,28,0,31,46,5,24
36,9.0,3.9,35,60,11,28,20,70,37,51,0,72,89,15,53
36,5.6,3.74,35,60,25,44,10,58,48,46,1,46,96,17,82
36,6.2,3.4,35,60,16,39,5,79,56,32,0,36,107,6,69
36,5.2,3.3,35,60,6,27,7,64,30,35,1,37,88,4,51
36,4.4,3.75,35,60,27,53,5,57,20,29,1,31,90,18,59
36,6.5,3.52,35,60,20,33,18,89,77,61,0,67,127,7,100
36,3.6,3.14,35,60,15,52,5,52,20,12,0,11,63,19,37
36,6.6,3.89,35,60,24,43,2,72,57,70,0,85,103,4,76
36,5.9,3.55,35,60,16,44,7,78,37,31,3,35,117,5,80
36,6.5,3.8,35,60,26,44,6,92,61,60,1,73,126,10,80
36,5.7,3.51,35,60,14,28,6,71,38,48,0,59,90,3,53
36,6.2,3.67,35,60,24,37,21,107,51,77,1,85,171,14,92
36,5.5,3.84,35,60,25,40,3,59,27,43,0,53,83,12,33
36,6.5,3.58,35,60,22,34,12,63,62,57,0,75,90,8,63
36,5.7,3.69,35,60,13,57,26,77,44,44,2,50,107,7,86
36,7.0,3.61,35,60,30,42,8,106,42,44,4,51,172,8,82
36,5.7,3.41,35,60,22,43,16,70,29,38,0,36,92,8,56
36,5.5,3.7,35,60,20,34,5,80,48,54,0,58,97,8,61
37,9.0,4.3,65,100,3,15,13,44,40,31,1,36,56,5,42
37,8.0,4.69,65,100,26,29,9,58,51,49,0,80,85,1,32
37,10.0,4.49,65,100,12,31,23,48,76,57,0,75,77,0,45
37,9.4,4.44,65,100,20,41,29,72,48,67,2,94,108,6,34
37,7.85,4.35,65,100,10,34,10,48,53,43,0,56,62,8,39
37,18.0,4.18,65,100,9,43,50,55,89,42,3,58,63,18,60
37,8.1,4.24,65,100,19,31,14,97,44,65,0,76,139,9,45
37,8.0,4.21,65,100,28,30,15,84,42,43,0,56,98,2,36
37,9.5,4.35,65,100,22,38,21,53,76,77,0,118,78,3,61
37,8.7,4.3,65,100,21,40,12,97,45,74,0,87,132,5,26
37,10.0,4.25,65,100,7,49,19,40,55,39,1,54,57,22,53
37,9.4,4.21,65,100,18,55,35,64,42,46,0,55,91,4,46
37,10.6,4.21,65,100,17,45,34,79,54,53,1,73,101,1,59
37,9.5,4.42,65,100,18,40,21,45,51,62,2,93,59,0,46
37,8.0,4.59,65,100,20,27,6,49,52,71,1,109,68,3,16
37,10.2,4.25,65,100,13,25,17,59,49,60,1,56,83,5,57
37,8.2,4.0,65,100,23,36,29,62,82,57,0,99,88,2,47
37,12.0,3.94,65,100,16,37,37,76,68,45,1,74,98,3,78
37,9.1,4.14,65,100,5,28,35,99,42,30,0,44,138,0,29
37,8.2,4.04,65,100,18,31,14,67,42,46,0,45,89,1,35
37,9.2,4.52,65,100,23,34,16,78,73,69,0,111,103,7,47
37,10.0,4.15,65,100,15,43,24,84,61,59,0,91,119,14,93
37,9.5,4.18,65,100,16,38,26,79,52,56,0,73,110,5,48
37,7.5,4.08,65,100,15,24,18,59,26,31,1,32,84,4,22
37,8.0,4.34,65,100,12,31,15,99,41,43,0,59,126,7,39
37,9.0,4.28,65,100,15,31,13,53,57,42,0,73,78,7,38
37,9.0,4.3,65,100,11,32,23,46,54,49,0,64,66,2,46
37,10.25,4.75,65,100,23,46,14,73,29,40,0,49,106,4,19
37,9.5,4.09,65,100,17,46,23,61,64,51,1,74,100,10,50
37,10.5,4.52,65,100,14,39,17,48,43,77,1,101,78,0,35
37,8.7,4.24,65,100,12,39,21,53,48,51,0,67,69,3,40
37,9.3,4.3,65,100,9,50,30,56,37,42,0,71,97,1,25
37,10.0,3.87,65,100,13,33,22,70,52,57,1,81,93,7,53
37,8.5,4.41,65,100,20,34,10,65,48,48,0,81,112,5,31
37,10.0,4.14,65,100,11,34,18,67,57,72,2,92,89,3,47
37,12.0,4.17,65,100,9,42,42,54,58,24,0,33,65,6,74
37,10.0,4.18,65,100,21,51,48,132,59,55,0,88,171,5,60
37,8.0,4.29,65,100,17,40,9,66,57,70,2,109,71,2,22
37,9.5,4.04,65,100,20,38,22,80,61,68,1,77,100,4,60
37,9.0,4.12,65,100,17,43,23,92,60,57,4,70,128,3,61
37,8.2,4.66,65,100,34,39,16,73,52,64,1,124,97,3,26
37,11.1,4.17,65,100,16,52,38,91,67,60,0,93,125,1,48
37,8.3,4.15,65,100,17,49,23,65,54,89,1,117,92,5,42
37,8.0,4.67,65,100,17,32,23,82,54,67,1,109,102,4,30
37,8.5,4.24,65,100,21,37,25,95,50,55,0,83,135,0,26
37,9.0,4.22,65,100,17,50,14,108,66,74,0,121,129,6,30
37,11.7,4.33,65,100,12,33,40,72,86,53,1,69,102,13,55
37,9.0,4.47,65,100,9,13,18,67,25,48,0,66,96,5,13
37,9.2,3.94,65,100,6,19,25,38,45,30,0,46,47,3,36
37,8.5,4.18,65,100,24,48,12,69,66,68,4,107,106,8,50
38,8.0,4.76,50,70,16,42,18,91,40,55,0,76,117,2,30
38,6.8,4.68,50,70,24,43,5,51,60,97,1,171,49,4,19
38,7.0,4.59,50,70,24,38,14,98,62,90,0,131,111,2,28
38,7.6,4.6,50,70,16,50,13,57,53,72,2,126,71,6,20
38,7.8,4.62,50,70,22,20,9,38,44,65,0,105,31,0,8
38,8.2,4.58,50,70,8,53,6,47,75,95,1,178,62,4,15
38,8.2,4.67,50,70,25,30,8,68,50,79,0,139,88,3,24
38,6.8,4.55,50,70,29,44,7,60,68,74,0,143,64,1,18
38,7.2,4.51,50,70,15,41,9,43,43,67,1,120,54,3,27
38,8.0,4.49,50,70,28,41,16,77,60,72,0,122,110,2,18
38,8.0,4.62,50,70,44,51,11,86,63,117,1,169,83,10,19
38,6.2,4.51,50,70,27,33,3,53,53,60,0,120,77,3,14
38,8.2,4.59,50,70,23,43,11,59,65,63,0,117,57,3,14
38,6.6,4.32,50,70,15,42,1,63,55,58,1,121,83,1,27
38,8.0,4.47,50,70,21,54,14,47,59,61,1,128,44,3,20
38,8.0,4.62,50,70,15,41,17,55,55,83,2,140,77,3,26
38,8.0,4.6,50,70,22,40,12,60,54,68,0,140,61,5,14
38,8.1,4.55,50,70,20,41,10,43,57,66,1,111,55,3,13
38,7.2,4.6,50,70,24,67,5,87,83,102,0,185,101,4,35
38,7.0,4.34,50,70,22,47,4,43,55,69,0,124,74,11,13
38,6.7,3.98,50,70,18,26,7,49,47,62,0,92,51,2,24
38,8.1,4.46,50,70,18,44,14,46,76,74,0,126,56,1,24
38,8.6,4.69,50,70,28,84,17,92,115,108,1,209,104,11,30
38,7.8,3.94,50,70,28,40,16,90,42,93,0,112,115,9,36
38,8.0,4.6,50,70,42,54,12,46,89,96,4,200,60,9,21
38,8.5,4.55,50,70,9,40,7,59,120,59,0,119,88,0,45
38,7.2,4.51,50,70,24,46,9,77,90,79,1,170,100,9,42
38,8.3,4.76,50,70,17,58,11,52,93,109,1,217,64,3,15
38,8.0,4.44,50,70,20,48,4,65,77,98,2,176,99,6,37
38,9.3,4.52,50,70,22,52,24,76,96,76,1,142,75,3,14
38,7.2,4.4,50,70,31,41,6,77,63,76,4,148,122,13,33
38,6.8,4.41,50,70,26,55,16,73,109,93,0,170,82,2,31
38,10.5,4.43,50,70,19,37,25,66,88,61,1,125,79,4,27
38,8.5,4.48,50,70,23,51,20,66,69,82,1,142,77,2,13
38,8.2,4.71,50,70,18,71,8,56,108,106,1,211,67,2,23
38,10.0,4.6,50,70,17,31,14,68,32,49,1,58,91,7,29
38,8.2,4.64,50,70,17,62,15,79,90,94,0,201,92,13,28
38,6.2,4.5,50,70,37,54,9,88,78,112,4,195,95,3,49
38,7.2,4.46,50,70,49,45,9,64,78,102,2,172,80,9,27
38,6.7,4.54,50,70,28,44,9,58,62,99,0,155,62,4,22
38,9.8,4.17,50,70,26,44,24,96,48,59,0,92,105,0,29
38,8.6,4.42,50,70,14,44,17,76,83,96,0,183,104,7,35
38,6.2,4.07,50,70,42,45,3,55,51,83,2,130,71,5,30
38,8.6,4.75,50,70,13,70,14,52,100,89,0,182,56,3,23
38,6.0,4.33,50,70,20,39,11,55,36,49,1,80,82,7,16
38,9.0,4.52,50,70,22,55,18,61,77,70,0,165,67,2,34
38,8.1,4.52,50,70,27,44,13,61,83,76,0,146,80,3,16
38,8.0,4.46,50,70,22,55,18,67,68,78,0,150,82,10,30
38,6.8,4.68,50,70,20,60,11,48,93,119,3,207,67,3,16
38,7.0,4.44,50,70,37,35,5,60,44,88,2,135,73,2,24
46,5.0,3.49,18,25,28,33,7,33,38,37,1,45,54,4,57
46,5.2,3.56,18,25,28,29,6,33,31,42,4,38,53,8,62
46,4.8,3.89,18,25,36,34,4,32,22,9,8,7,58,12,87
46,5.0,3.22,18,25,14,19,8,14,17,18,0,15,22,5,33
46,4.8,3.69,18,25,32,25,6,29,19,18,1,16,50,2,45
46,4.9,3.58,18,25,31,20,11,29,30,26,1,17,51,0,27
46,5.3,3.6,18,25,24,26,4,27,45,16,3,29,39,10,68
46,5.01,3.67,18,25,30,39,4,42,38,24,5,32,74,11,74
46,4.8,3.69,18,25,29,26,8,45,48,35,3,31,81,7,55
46,5.0,3.44,18,25,13,21,2,28,31,36,3,38,49,15,44
46,4.9,3.61,18,25,39,44,9,25,41,29,5,29,36,4,53
46,4.7,3.44,18,25,16,41,4,24,26,6,0,5,30,5,68
46,5.0,3.67,18,25,34,40,10,34,29,35,3,36,64,6,61
46,4.8,3.84,18,25,25,34,11,30,47,35,1,38,73,12,83
46,5.0,3.73,18,25,25,36,6,22,93,30,3,31,42,3,98
46,4.8,3.78,18,25,37,32,12,34,33,30,3,39,71,4,69
46,4.8,3.81,18,25,32,34,5,45,37,40,4,41,64,9,54
46,6.5,3.9,18,25,19,24,2,32,54,39,1,97,40,0,38
46,5.0,3.27,18,25,19,27,3,32,33,25,3,33,50,2,72
46,5.0,3.23,18,25,35,42,8,32,52,35,5,41,50,3,71
46,5.0,3.86,18,25,40,33,6,38,29,45,5,51,68,13,58
46,5.0,3.82,18,25,45,21,4,36,37,49,5,44,48,6,70
46,4.8,4.13,18,25,30,39,3,32,46,34,3,41,61,9,91
46,4.8,3.81,18,25,39,38,10,41,26,35,1,42,69,12,69
46,4.9,3.95,18,25,40,27,5,18,35,37,4,33,41,4,56
46,4.9,3.5,18,25,24,20,1,21,26,13,1,15,40,6,37
46,5.2,3.77,18,25,39,24,2,21,25,19,4,19,37,0,56
46,4.9,3.63,18,25,39,20,12,43,19,39,2,37,67,4,42
46,6.0,3.65,18,25,29,55,17,50,47,41,0,30,76,7,88
46,4.8,3.62,18,25,24,28,5,37,25,34,0,40,70,7,50
46,5.9,3.67,18,25,17,19,10,11,16,59,1,60,53,80,26
46,7.5,4.25,18,25,30,42,15,54,73,70,12,104,98,9,67
46,5.1,3.49,18,25,19,34,12,40,59,46,3,47,60,13,85
46,5.0,3.63,18,25,27,25,4,34,20,16,4,23,47,5,39
46,4.9,4.27,18,25,51,35,10,56,63,104,10,148,91,13,59
46,4.6,3.78,18,25,36,18,12,36,27,17,4,21,63,4,58
46,4.0,3.48,18,25,27,55,16,43,45,37,2,43,62,7,93
46,4.9,3.43,18,25,44,39,5,46,58,37,1,39,69,6,64
46,5.3,3.66,18,25,35,31,5,30,30,15,1,22,54,4,47
46,4.7,3.69,18,25,39,44,6,40,29,54,12,62,73,5,90
46,4.8,3.56,18,25,39,16,5,27,28,18,3,21,41,10,52
46,4.8,3.75,18,25,42,39,9,58,38,47,12,41,89,24,97
46,4.2,3.71,18,25,45,36,9,30,34,31,3,32,60,13,58
46,6.5,3.81,18,25,32,47,22,66,51,59,4,78,81,19,100
46,5.2,3.86,18,25,38,22,6,11,47,100,1,89,13,1,20
46,4.83,3.35,18,25,29,31,2,29,16,18,0,18,39,0,45
46,4.5,3.51,18,25,42,44,9,58,36,42,2,43,68,6,56
46,4.8,3.15,18,25,22,40,2,38,30,32,6,37,55,4,79
46,5.2,3.42,18,25,28,31,5,40,29,34,0,28,63,6,60
46,5.2,3.52,18,25,20,29,5,32,44,35,2,31,43,4,80
54,5.0,2.34,8,18,6,17,4,15,16,10,0,6,15,3,50
54,4.74,2.94,8,18,13,19,6,8,16,10,1,9,15,1,23
54,4.6,2.33,8,18,10,15,5,13,10,22,3,19,17,4,22
54,4.6,2.71,8,18,15,16,5,8,12,3,5,3,14,5,30
54,4.7,2.99,8,18,5,25,4,14,15,4,0,4,20,3,34
54,5.0,2.61,8,18,4,13,4,13,14,4,0,7,12,1,18
54,4.4,2.6,8,18,20,35,14,10,10,7,5,2,19,1,37
54,4.2,2.73,8,18,29,20,16,17,40,11,3,11,32,11,67
54,4.4,2.85,8,18,23,19,4,21,19,14,2,10,34,4,43
54,4.66,2.27,8,18,12,20,3,7,23,11,2,8,9,0,35
54,5.0,2.67,8,18,16,22,6,15,36,9,3,23,20,2,32
54,5.0,2.55,8,18,17,30,7,25,24,5,0,4,31,1,38
54,4.5,2.54,8,18,23,14,1,12,27,17,0,20,17,2,24
54,4.5,2.72,8,18,31,20,5,14,30,19,2,20,23,6,31
54,4.6,2.63,8,18,17,26,9,15,31,14,1,18,19,3,43
54,5.0,2.83,8,18,31,36,11,7,27,7,4,9,11,2,65
54,4.3,1.99,8,18,14,29,5,13,19,2,4,3,17,2,46
54,4.5,2.46,8,18,15,29,2,9,20,9,0,7,10,1,27
54,5.9,1.7,8,18,4,19,13,9,17,5,0,5,11,1,18
54,5.0,3.39,8,18,30,17,2,28,20,8,4,10,36,3,37
54,5.5,2.02,8,18,5,24,19,16,22,3,0,2,19,4,26
54,5.5,3.36,8,18,8,16,7,23,20,8,0,2,26,4,43
54,5.5,1.81,8,18,4,18,14,7,9,5,0,0,7,3,26
54,4.6,2.84,8,18,10,19,2,22,32,6,2,13,28,3,32
54,4.65,2.53,8,18,15,20,7,21,22,6,2,3,29,1,46
54,4.6,2.33,8,18,7,18,3,11,10,3,0,4,17,4,29
54,5.0,2.73,8,18,16,27,6,22,21,15,5,12,38,7,47
