한식,용달운송,부동산,옷가게,주점,미용실,슈퍼마켓,분식,세탁소,노래방,편의점,치킨집,카센터,과일채소가게,정육점,중국집,당구장,빵집,pc방,인구,면적,인구밀도,음료점,사업체수,총종사자수,총여성종사자수,운영평균,폐업평균,기간_2015,기간_2016,기간_2017,기간_2018,기간_2019
143,90,56,25,76,56,31,54,29,16,27,20,9,9,7,17,7,14,9,32433,1.04,31186,56,1519,6688,3075,100.75,49.75,1,0,0,0,0
33,75,31,6,22,21,10,6,11,5,12,6,2,4,6,3,1,3,1,22888,0.69,33171,9,702,1986,831,98.5,49.5,1,0,0,0,0
262,191,91,80,80,72,47,36,38,31,38,16,102,9,18,15,15,11,8,38017,1.25,30414,39,4530,21265,9383,97.0,42.5,1,0,0,0,0
226,168,64,155,75,76,44,44,30,30,26,21,22,6,19,12,15,12,6,32289,1.09,29623,38,3146,10951,5565,91.75,43.5,1,0,0,0,0
176,123,55,278,55,68,40,45,20,24,24,17,19,12,16,7,8,17,7,31254,1.21,25830,46,2412,8614,4349,103.0,51.5,1,0,0,0,0
28,77,18,13,16,30,16,24,14,9,15,5,3,3,2,8,4,6,2,21234,0.86,24691,19,916,4819,2301,104.0,46.25,1,0,0,0,0
250,83,63,34,117,41,103,35,20,7,20,12,28,542,69,16,1,8,5,28850,1.18,24449,36,4820,12227,5420,124.0,54.75,1,0,0,0,0
153,91,39,59,56,42,42,26,15,16,10,14,3,24,10,8,7,5,4,24019,1.2,20016,24,1727,8561,3933,128.0,52.5,1,0,0,0,0
116,15,20,41,69,25,14,28,9,21,18,11,1,4,1,13,7,11,5,12524,0.76,16479,61,964,10333,5823,89.75,44.75,1,0,0,0,0
85,44,23,16,33,30,18,25,13,9,18,8,4,5,13,4,1,7,5,15501,0.63,24605,23,1035,4584,2329,96.0,48.0,1,0,0,0,0
37,440,35,6,10,23,18,18,14,4,13,11,4,3,4,3,4,7,2,25519,1.05,24304,18,1156,5308,2739,84.5,47.75,1,0,0,0,0
143,73,68,27,54,49,39,48,22,11,33,21,3,6,9,13,9,15,26,33850,1.58,21424,92,2275,9726,5041,104.25,53.25,1,0,0,0,0
84,34,33,24,45,29,24,23,12,14,15,8,0,6,5,11,4,4,7,15374,0.65,23652,25,1465,7140,3341,110.75,51.5,1,0,0,0,0
80,62,58,28,46,36,30,23,21,9,22,17,15,5,6,9,5,12,5,40321,1.55,26014,28,1628,11904,5106,92.75,46.75,1,0,0,0,0
147,66,75,43,74,43,17,20,20,33,23,14,8,6,8,13,7,15,5,23877,0.79,30224,39,1850,10239,5058,93.0,45.0,1,0,0,0,0
129,58,57,51,87,57,20,30,23,26,19,12,3,18,11,13,7,14,7,30939,2.75,11251,40,1586,5438,2844,94.75,48.25,1,0,0,0,0
48,60,37,13,24,30,14,8,13,5,8,13,10,7,6,2,1,4,0,24835,0.92,26995,14,980,3921,1832,96.5,47.0,1,0,0,0,0
33,48,22,21,11,28,13,13,16,7,7,7,0,13,10,2,2,8,2,15279,0.38,40208,7,671,1844,985,96.5,45.75,1,0,0,0,0
20,49,16,2,3,24,11,4,8,2,3,6,5,3,4,2,1,0,1,13718,0.57,24067,9,490,1548,763,96.0,46.5,1,0,0,0,0
109,80,74,30,64,56,26,33,20,14,32,15,16,11,11,11,10,17,13,48387,1.51,32044,59,1684,8250,3827,88.75,49.25,1,0,0,0,0
83,55,73,46,28,43,16,21,16,14,15,12,7,11,9,4,6,11,5,24880,0.97,25649,16,1265,4607,2468,108.25,53.0,1,0,0,0,0
44,80,38,42,19,40,16,14,16,11,7,11,1,9,9,6,4,5,4,25490,0.6,42483,11,929,2591,1359,96.25,50.5,1,0,0,0,0
49,100,33,21,22,38,20,13,13,9,10,14,2,9,11,4,1,2,3,30151,0.75,40201,18,980,2784,1534,97.5,47.0,1,0,0,0,0
56,42,45,34,26,41,22,17,18,8,11,11,5,8,10,11,2,6,3,28145,0.62,45395,13,1049,4190,2026,99.75,47.75,1,0,0,0,0
108,47,38,14,25,35,15,23,13,12,18,8,7,3,1,9,8,9,5,21587,1.03,20958,39,1229,20312,9383,93.5,48.25,1,0,0,0,0
138,70,70,42,82,54,40,28,24,8,20,14,6,14,8,13,10,14,7,35941,1.68,21393,49,1528,9421,4924,100.25,53.0,1,0,0,0,0
197,104,105,22,66,72,44,29,28,14,19,17,4,16,19,15,8,7,5,39391,1.01,39001,47,2726,19681,8930,104.5,50.25,1,0,0,0,0
123,45,60,11,59,38,25,33,10,10,31,15,9,4,6,10,3,10,8,15405,0.88,17506,48,1635,11034,5741,102.5,47.75,1,0,0,0,0
136,43,63,26,59,36,17,26,20,22,16,14,2,9,8,14,3,6,3,23403,0.62,37747,44,2044,16220,7794,97.0,49.0,1,0,0,0,0
93,103,49,35,33,44,12,21,16,16,17,13,11,16,11,4,7,11,3,22751,1.14,19957,32,1728,4751,1962,89.75,44.5,1,0,0,0,0
81,97,39,36,36,50,12,17,17,14,15,11,5,12,10,8,4,7,3,20809,0.67,31058,22,1368,5079,2036,87.0,43.75,1,0,0,0,0
216,80,70,15,38,30,27,34,17,6,38,22,1,2,5,20,6,18,1,33875,8.4,4033,112,2242,35783,12635,56.0,40.5,1,0,0,0,0
127,52,81,32,57,51,16,22,14,3,29,16,9,3,3,9,1,26,5,26655,1.45,18383,86,1735,11355,5774,73.0,42.75,1,0,0,0,0
661,53,174,402,553,217,49,106,17,78,85,43,10,8,12,50,22,76,16,28125,1.65,17045,491,9736,60674,29805,71.25,44.25,1,0,0,0,0
67,71,39,15,16,24,18,12,14,12,15,9,13,1,3,7,2,5,3,21272,0.8,26590,31,1522,11416,3844,82.5,44.25,1,0,0,0,0
89,131,56,106,23,39,27,28,18,4,19,13,12,28,9,9,6,11,2,40265,2.07,19452,29,1814,11362,5858,88.25,49.5,1,0,0,0,0
66,50,47,7,18,28,16,17,13,3,15,13,10,2,4,6,3,7,1,20230,0.78,25936,17,1171,5355,2411,94.5,49.25,1,0,0,0,0
99,38,90,42,42,38,28,16,15,2,17,11,5,17,11,7,0,14,1,28884,0.76,38005,36,1894,13183,5378,99.75,46.75,1,0,0,0,0
81,47,41,22,76,35,13,16,9,6,17,5,9,0,5,21,1,12,1,19157,0.65,29472,50,1406,5874,2730,65.5,49.0,1,0,0,0,0
37,41,23,13,20,30,19,15,9,6,6,13,4,11,5,4,1,6,0,16005,0.43,37221,14,710,6603,2837,104.0,50.75,1,0,0,0,0
164,30,78,11,62,30,17,25,15,21,21,10,10,1,5,10,6,8,3,22138,0.84,26355,46,2653,19599,7396,91.25,47.5,1,0,0,0,0
123,87,55,39,75,42,13,12,14,12,24,8,13,2,3,11,4,11,4,19986,1.69,11826,75,2120,14565,5450,85.25,44.75,1,0,0,0,0
73,22,27,55,43,9,23,11,1,5,3,3,0,30,15,3,2,2,0,11293,0.51,22143,4,676,1535,917,144.0,55.0,1,0,0,0,0
98,79,64,32,52,61,32,30,17,19,9,17,12,5,16,8,11,8,6,27549,0.77,35778,34,1445,4170,2083,98.0,47.0,1,0,0,0,0
18,91,21,2,5,17,10,11,8,0,11,9,7,1,2,0,2,6,1,19844,0.52,38162,4,631,2911,1126,78.25,42.25,1,0,0,0,0
81,155,67,26,50,70,29,25,28,15,18,20,13,5,11,8,11,10,8,34629,0.84,41225,21,2349,6899,3078,93.0,46.25,1,0,0,0,0
38,67,47,9,13,10,24,4,8,3,4,6,2,3,4,2,2,2,0,11154,0.46,24248,7,750,2023,996,128.0,58.75,1,0,0,0,0
358,15,80,170,258,126,47,85,19,53,64,27,2,5,7,35,18,47,18,22545,2.63,8572,251,3747,37178,21946,95.75,46.75,1,0,0,0,0
119,117,61,51,50,61,33,33,30,9,30,14,27,9,6,23,7,21,4,41860,3.05,13725,74,2299,11422,4935,98.0,51.25,1,0,0,0,0
79,36,32,26,22,25,18,24,10,6,8,7,4,13,11,2,3,4,1,20114,0.97,20736,15,902,2826,1499,109.25,53.25,1,0,0,0,0
177,17,45,14,52,25,26,37,15,9,25,4,4,5,2,9,8,7,3,19376,1.12,17300,60,1822,24280,9647,107.25,52.5,1,0,0,0,0
50,80,26,22,20,34,26,20,14,3,5,12,5,10,9,4,3,6,3,24842,1.58,15723,9,954,2325,1165,115.5,52.0,1,0,0,0,0
74,108,30,12,33,29,29,25,17,4,17,6,17,2,5,5,7,9,7,30401,2.06,14758,31,1132,5819,2633,102.0,49.0,1,0,0,0,0
64,76,31,19,28,40,19,16,15,9,11,11,5,6,7,3,2,8,3,24438,1.23,19868,13,1088,4442,2275,99.75,53.0,1,0,0,0,0
29,25,25,12,18,22,7,8,9,7,4,4,0,1,6,2,3,4,4,15446,1.05,14710,6,568,1712,866,103.0,53.25,1,0,0,0,0
94,79,26,47,37,31,24,22,16,11,12,11,6,65,18,7,7,12,1,19614,0.81,24215,14,1249,4073,2251,112.25,57.0,1,0,0,0,0
33,48,22,4,2,2,11,1,4,1,6,3,0,1,1,1,0,2,0,18742,12.68,1478,7,644,8681,2530,102.5,54.75,1,0,0,0,0
95,10,89,49,37,48,17,27,22,11,22,18,6,3,4,6,3,12,9,30849,1.0,30849,43,1645,9696,4345,88.0,41.25,1,0,0,0,0
7,7,38,14,1,22,7,16,7,0,7,2,0,3,4,1,0,4,0,19881,1.35,14727,8,460,2885,1458,102.5,55.75,1,0,0,0,0
40,4,59,53,8,19,14,12,6,5,2,9,4,0,4,6,1,9,3,20920,1.28,16344,18,958,7474,3761,102.25,52.5,1,0,0,0,0
137,6,35,550,36,32,31,40,13,9,34,3,4,6,7,19,4,35,3,20745,1.43,14507,92,3579,34309,16279,113.0,57.0,1,0,0,0,0
22,1,28,76,15,20,11,14,8,1,2,6,3,9,5,5,0,8,1,13317,1.01,13185,17,655,2668,1443,114.5,54.0,1,0,0,0,0
98,20,69,29,34,37,14,18,17,21,11,10,4,2,10,14,8,8,8,17538,0.7,25054,40,1756,15680,6077,93.25,47.0,1,0,0,0,0
149,54,85,24,47,40,18,14,19,16,18,8,13,1,12,9,9,9,5,28361,1.93,14695,46,1976,19515,6164,90.75,47.75,1,0,0,0,0
36,34,46,12,7,25,19,12,18,0,12,3,5,2,3,4,2,7,0,24400,2.4,10167,20,1184,13939,4593,108.25,46.0,1,0,0,0,0
113,34,98,21,19,57,14,33,21,11,19,8,29,5,6,10,5,11,2,26446,0.98,26986,36,2403,14575,5756,103.5,46.0,1,0,0,0,0
108,19,45,36,34,50,15,20,16,16,14,7,8,3,7,7,3,15,3,22153,0.67,33064,44,1669,11038,5053,97.25,45.5,1,0,0,0,0
164,12,126,28,35,42,21,34,20,14,27,17,22,3,6,16,7,16,6,21385,1.42,15060,89,3655,31743,11948,102.25,47.0,1,0,0,0,0
191,10,172,48,32,50,26,43,16,12,29,22,4,3,2,19,5,17,4,21467,1.24,17312,95,4520,49732,18321,90.0,42.25,1,0,0,0,0
415,30,209,40,110,43,37,51,28,54,58,20,20,3,8,32,22,32,6,30491,2.93,10406,155,7518,75372,29159,99.25,45.5,1,0,0,0,0
170,4,90,59,81,35,22,39,20,15,30,14,1,4,5,14,9,21,3,29056,0.88,33018,81,2954,27279,13139,91.75,44.25,1,0,0,0,0
208,100,86,33,70,46,24,29,27,32,41,24,29,3,9,17,17,24,5,47859,5.76,8309,100,3707,46803,16046,89.75,45.5,1,0,0,0,0
293,68,106,156,56,35,32,39,19,51,36,21,52,1,9,17,20,13,7,23633,7.58,3118,85,5332,50256,15903,98.0,42.5,1,0,0,0,0
180,21,100,18,62,31,21,24,25,27,26,19,6,4,5,11,6,10,2,34015,1.76,19327,46,2446,18318,8004,96.25,45.0,1,0,0,0,0
33,40,21,3,7,22,7,5,11,3,5,2,3,1,2,1,2,1,3,13780,0.46,29957,9,541,1943,1003,101.5,49.0,1,0,0,0,0
88,79,41,39,28,48,18,14,17,5,8,9,1,5,9,6,4,6,1,22962,0.64,35878,15,975,2528,1412,106.75,55.0,1,0,0,0,0
47,30,30,20,26,21,13,7,8,8,6,4,2,4,2,5,2,5,3,14771,0.84,17585,10,618,1887,1027,110.75,51.5,1,0,0,0,0
133,101,34,3,29,28,41,16,16,6,12,9,15,6,47,6,8,4,3,25060,1.06,23642,17,3248,12544,4174,109.5,49.0,1,0,0,0,0
116,37,30,21,60,25,20,37,10,19,28,13,0,3,4,11,16,9,12,12947,1.11,11664,66,1092,11115,5261,84.75,50.0,1,0,0,0,0
65,60,37,12,10,20,18,11,9,10,12,5,8,0,2,4,2,3,0,17557,1.98,8867,11,1486,6747,2423,105.0,47.5,1,0,0,0,0
119,88,47,9,22,22,21,16,10,13,19,11,11,3,9,6,6,9,5,17486,0.89,19647,43,2128,16991,6516,86.0,49.0,1,0,0,0,0
149,108,40,43,44,29,29,31,18,22,12,12,26,9,4,12,5,5,5,20080,1.18,17017,33,2568,18130,6534,97.25,47.0,1,0,0,0,0
206,282,65,20,29,14,39,20,9,25,35,7,41,2,3,14,12,8,2,12251,1.03,11894,55,4918,44795,15593,86.75,49.25,1,0,0,0,0
30,56,14,5,12,18,13,6,8,4,4,4,7,6,4,2,3,3,1,12063,0.68,17740,5,702,2650,1002,103.0,46.0,1,0,0,0,0
44,29,43,13,9,25,11,10,15,3,10,6,3,0,6,3,1,11,1,23281,1.95,11939,16,796,2815,1559,87.0,48.5,1,0,0,0,0
37,70,31,16,13,19,14,7,11,4,5,4,0,5,4,3,2,3,3,16540,0.41,40341,4,760,2371,1323,92.25,51.0,1,0,0,0,0
169,52,70,19,62,37,24,17,9,14,12,12,7,5,3,8,4,6,1,20808,0.72,28900,31,1848,10617,5412,91.75,48.5,1,0,0,0,0
122,58,35,28,42,30,51,17,13,12,14,6,80,10,10,8,6,5,6,17207,2.32,7417,17,2108,15296,5654,113.25,47.0,1,0,0,0,0
7,60,13,7,6,13,11,6,9,1,1,4,3,0,2,1,0,2,1,17019,0.57,29858,7,378,1008,472,107.5,47.75,1,0,0,0,0
103,56,37,101,18,39,20,29,13,10,11,13,3,9,10,8,4,19,3,15129,0.59,25642,41,1399,8665,4238,84.75,48.5,1,0,0,0,0
17,40,25,18,6,20,5,9,10,3,6,5,1,3,5,1,0,5,0,26124,0.42,62200,12,565,1917,1173,77.75,47.75,1,0,0,0,0
47,71,53,43,55,39,21,24,14,5,5,9,0,15,13,5,4,15,4,38048,0.79,48162,20,1098,3790,2374,103.25,50.75,1,0,0,0,0
52,52,37,192,19,27,17,22,12,3,12,3,6,4,6,5,0,15,3,16300,0.58,28103,18,1198,5112,2922,80.25,52.75,1,0,0,0,0
10,50,18,4,4,13,10,4,10,0,2,2,1,0,7,1,0,1,1,17222,0.49,35147,3,387,1764,896,95.0,45.0,1,0,0,0,0
8,34,21,6,2,12,7,9,7,0,1,5,0,1,5,1,0,4,0,23722,0.48,49421,3,369,1917,1286,99.5,44.5,1,0,0,0,0
146,29,66,81,103,74,22,53,15,31,26,21,5,5,6,11,12,23,5,16974,0.73,23252,70,1899,10276,5458,90.75,45.75,1,0,0,0,0
71,56,35,16,28,30,22,12,12,5,9,2,13,8,7,7,2,4,3,15018,0.56,26818,8,1442,5350,2379,106.25,46.0,1,0,0,0,0
160,80,50,41,76,52,34,42,17,15,19,10,6,19,17,12,10,9,2,27936,0.92,30365,46,1889,10767,5285,94.25,50.0,1,0,0,0,0
155,186,71,37,84,69,41,31,25,19,21,15,16,14,15,6,9,5,5,35725,1.73,20650,27,2102,8937,4055,103.5,48.5,1,0,0,0,0
90,29,41,30,19,21,15,7,10,2,13,6,10,3,6,6,1,11,2,18536,2.86,6481,33,1077,5462,2796,104.5,59.75,1,0,0,0,0
132,46,34,18,78,37,29,31,11,16,35,9,6,1,1,17,9,12,13,18022,1.33,13550,83,1454,14300,6735,90.75,49.5,1,0,0,0,0
68,106,34,22,22,39,26,17,18,8,11,11,12,10,10,7,2,8,1,28751,0.81,35495,14,1353,5645,2887,101.75,46.75,1,0,0,0,0
112,99,37,35,37,47,24,28,15,20,14,10,17,7,14,6,7,13,6,21483,1.36,15796,35,1606,8399,4358,89.25,48.75,1,0,0,0,0
64,128,33,19,29,41,31,10,20,9,8,4,8,5,8,4,3,2,4,23502,0.7,33574,10,1054,2734,1480,110.75,47.75,1,0,0,0,0
105,90,36,49,66,43,28,16,12,11,8,9,14,16,21,8,6,4,3,20950,0.67,31269,11,1638,4952,2436,120.0,49.0,1,0,0,0,0
45,75,20,18,21,22,20,10,13,4,4,2,10,5,6,5,6,3,4,14165,0.65,21792,6,902,3880,1642,112.0,51.5,1,0,0,0,0
48,49,23,7,15,25,12,11,11,4,9,8,9,2,4,4,1,6,1,19372,0.44,44027,7,755,2012,994,91.0,48.5,1,0,0,0,0
50,116,32,15,14,26,15,15,15,7,7,12,8,2,5,7,4,5,4,24644,1.17,21063,12,898,2991,1368,102.75,57.0,1,0,0,0,0
70,42,13,8,22,24,23,15,5,4,10,6,6,1,5,6,7,2,3,17801,3.71,4798,14,687,4366,1919,107.0,54.25,1,0,0,0,0
60,83,31,12,25,29,22,11,17,5,12,5,3,5,9,4,7,5,4,27893,3.13,8912,14,876,3996,1592,93.25,51.25,1,0,0,0,0
114,151,58,37,42,60,32,31,29,15,21,18,10,13,13,8,9,8,8,43496,1.46,29792,22,2006,7243,3620,100.25,51.5,1,0,0,0,0
53,8,6,0,0,0,26,4,0,0,2,0,3,4,1,0,0,0,0,968,1.34,722,1,2954,10589,3102,117.0,62.5,1,0,0,0,0
93,86,66,49,37,68,29,23,23,23,12,13,19,7,10,9,6,15,9,35434,0.96,36910,29,1936,10867,4477,96.0,43.75,1,0,0,0,0
247,85,90,50,90,51,18,30,21,98,32,17,19,11,3,8,16,16,7,28918,1.13,25591,63,3647,31676,12291,86.25,41.75,1,0,0,0,0
45,93,19,12,17,31,8,9,13,12,10,4,8,5,6,4,4,3,5,15228,0.51,29859,14,895,2976,1398,85.25,44.5,1,0,0,0,0
61,102,42,12,32,41,14,14,12,15,13,8,8,6,9,1,4,7,4,24101,0.53,45474,16,1082,3987,1817,100.25,45.75,1,0,0,0,0
71,209,34,17,37,34,22,10,15,9,8,5,4,4,5,3,4,3,3,23255,0.58,40095,11,998,2313,1075,96.25,46.75,1,0,0,0,0
101,111,27,57,26,38,24,14,10,11,8,9,13,14,16,10,6,9,3,21683,0.89,24363,13,1343,4657,2110,103.25,48.0,1,0,0,0,0
74,73,60,80,11,43,12,15,15,16,12,11,16,1,7,6,6,8,3,22013,0.56,39309,28,1397,7901,2935,86.0,45.5,1,0,0,0,0
74,14,119,203,13,25,16,23,14,4,14,6,5,2,4,10,1,13,3,18824,2.2,8556,37,2802,17613,5771,59.5,37.5,1,0,0,0,0
101,45,39,20,37,36,7,12,15,18,16,6,14,1,3,7,7,9,2,16617,0.5,33234,34,1359,11044,4015,90.25,42.5,1,0,0,0,0
247,79,101,31,111,39,18,27,24,51,32,20,15,7,11,14,15,10,8,25848,0.8,32310,46,3030,22334,8935,89.25,43.5,1,0,0,0,0
124,104,69,22,46,75,19,33,32,21,22,20,25,5,12,10,9,10,8,34293,0.95,36098,28,1969,12617,4127,88.5,42.5,1,0,0,0,0
198,115,94,49,93,70,26,31,26,54,29,22,18,16,13,11,14,8,5,35478,0.95,37345,40,2722,16586,6798,96.25,43.5,1,0,0,0,0
125,449,71,27,57,59,16,20,23,28,21,8,13,3,9,8,12,11,5,27046,0.79,34235,39,2528,13522,4678,95.25,43.25,1,0,0,0,0
29,39,44,29,11,32,16,29,12,0,9,8,4,3,7,4,0,11,5,22275,0.53,42028,26,938,5517,2298,86.5,43.5,1,0,0,0,0
111,159,58,28,44,51,32,21,28,16,17,15,41,2,16,10,7,8,5,37291,1.65,22601,45,3214,17071,5671,94.0,45.0,1,0,0,0,0
14,2,20,74,1,14,11,9,5,0,8,2,2,4,1,4,0,4,1,19999,3.17,6309,15,533,4491,2087,109.5,57.0,1,0,0,0,0
6,31,21,0,1,3,0,2,0,0,3,1,0,0,1,0,0,1,1,12030,2.55,4718,3,154,666,379,41.5,51.75,1,0,0,0,0
21,17,64,58,1,28,12,17,10,0,11,4,0,8,6,0,0,16,0,37033,2.18,16988,22,782,4040,2223,61.5,35.0,1,0,0,0,0
52,22,86,398,5,27,17,29,17,0,12,2,1,6,4,8,0,32,0,37094,1.49,24895,42,1523,9869,5668,91.5,63.0,1,0,0,0,0
14,21,47,9,5,19,9,11,11,0,5,7,0,3,7,1,1,6,2,30924,1.56,19823,8,479,1863,1133,73.75,40.25,1,0,0,0,0
123,475,52,169,10,33,21,32,9,3,17,11,1,5,3,11,3,22,0,17826,2.79,6389,66,2445,39591,14505,84.0,50.75,1,0,0,0,0
0,3,16,13,0,9,8,5,5,0,3,1,0,3,4,3,0,3,0,10433,0.6,17388,4,196,1100,627,126.5,63.5,1,0,0,0,0
317,61,100,51,148,89,25,45,32,65,44,32,18,18,11,13,17,16,18,30898,0.94,32870,61,3032,19062,7617,92.75,44.75,1,0,0,0,0
75,151,52,4,27,46,21,18,15,15,16,11,13,3,6,6,5,5,3,35930,1.37,26226,27,1444,11991,3829,79.0,41.5,1,0,0,0,0
67,69,24,14,21,33,12,14,12,11,6,11,5,10,9,5,2,4,5,18782,0.77,24392,7,785,2774,1577,105.5,49.75,1,0,0,0,0
54,69,43,22,18,32,15,12,17,12,11,16,8,4,4,4,4,5,3,27259,1.59,17144,21,1188,15800,9539,93.5,47.75,1,0,0,0,0
186,35,67,309,74,48,21,38,13,24,24,12,7,3,5,15,7,28,6,33380,1.41,23674,78,2961,22234,10641,73.0,44.75,1,0,0,0,0
77,98,61,23,30,42,24,15,18,15,14,14,6,5,8,5,7,7,4,31694,1.03,30771,21,1158,4010,1851,91.5,46.25,1,0,0,0,0
68,73,47,52,53,56,19,15,18,19,9,11,4,7,10,6,8,7,7,22050,0.53,41604,16,1213,4791,2187,93.25,46.0,1,0,0,0,0
80,69,44,26,46,65,26,19,20,15,8,15,9,8,20,8,3,13,2,28044,0.57,49200,21,1328,4472,2278,86.5,43.5,1,0,0,0,0
54,24,97,43,16,43,22,22,25,1,18,14,1,5,7,6,3,21,5,44545,1.81,24610,30,1576,10422,6121,82.5,45.0,1,0,0,0,0
105,150,45,51,75,60,32,20,13,18,13,10,23,24,17,7,7,3,13,23851,0.65,36694,8,1747,4893,2194,98.5,43.5,1,0,0,0,0
41,155,38,16,24,25,18,9,16,6,6,7,10,7,11,2,5,4,3,23422,0.61,38397,9,1238,3876,1720,98.5,46.0,1,0,0,0,0
53,132,10,16,23,26,27,12,6,5,9,7,13,8,9,2,3,2,2,18461,0.87,21220,10,974,4147,1653,104.0,43.75,1,0,0,0,0
73,144,25,10,38,44,11,10,10,12,11,13,11,6,9,6,3,4,2,19914,0.52,38296,15,1134,4114,1548,87.0,46.25,1,0,0,0,0
71,93,23,23,27,31,20,8,11,14,12,5,18,5,3,3,5,3,3,16490,0.69,23899,14,998,4251,1860,93.5,46.75,1,0,0,0,0
42,73,23,17,19,20,11,6,5,8,5,3,4,13,12,2,5,3,2,11841,0.41,28880,2,1575,3523,1177,123.0,48.75,1,0,0,0,0
69,194,32,17,28,44,26,16,12,16,8,13,10,5,10,5,9,5,2,23919,1.19,20100,10,1375,5709,1989,90.0,43.0,1,0,0,0,0
91,21,58,27,44,35,7,14,13,18,7,11,16,5,8,5,3,13,1,18979,0.7,27113,23,1116,5010,2763,103.5,46.0,1,0,0,0,0
58,66,41,28,14,47,14,17,13,7,7,12,10,14,12,5,4,8,1,21953,0.52,42217,14,1088,3580,1926,87.0,44.5,1,0,0,0,0
70,239,57,38,42,63,47,26,26,13,10,15,8,11,22,6,4,11,5,55866,2.72,20539,18,2013,9146,3976,87.75,46.25,1,0,0,0,0
169,164,91,91,107,98,39,29,33,45,26,16,23,11,15,10,9,13,9,36196,1.01,35838,49,3081,14591,6827,89.0,42.75,1,0,0,0,0
18,17,46,11,2,15,12,11,13,0,8,5,0,6,5,0,0,8,1,26375,0.96,27474,9,738,6238,2879,72.5,43.0,1,0,0,0,0
44,82,34,15,10,35,15,14,12,5,7,10,7,5,7,5,3,12,8,32030,1.21,26471,11,984,4436,1999,89.0,43.75,1,0,0,0,0
215,75,66,19,157,45,25,22,17,32,26,11,13,3,4,10,11,8,4,21433,0.75,28577,51,3288,18382,7635,95.5,43.5,1,0,0,0,0
147,53,96,33,55,35,19,28,23,12,33,8,3,7,8,14,11,12,3,36016,1.55,23236,52,2426,21386,10246,86.25,46.25,1,0,0,0,0
75,47,36,34,47,46,30,20,9,19,11,11,9,19,10,15,2,7,4,18946,0.49,38665,10,1191,4432,2562,103.25,43.0,1,0,0,0,0
73,51,38,37,69,55,38,9,11,28,10,5,3,17,14,141,8,4,7,24461,0.55,44475,13,1342,4663,2321,87.25,40.5,1,0,0,0,0
119,138,56,18,70,48,38,25,19,51,17,10,24,4,8,55,10,6,7,31178,1.0,31178,21,2850,10764,4469,90.25,42.5,1,0,0,0,0
50,81,34,12,35,37,26,8,20,13,6,7,19,3,3,13,3,3,4,23650,0.89,26573,8,1009,3342,1269,96.25,48.0,1,0,0,0,0
230,69,62,55,48,31,41,37,15,13,27,15,19,12,9,15,13,12,3,32126,1.49,21561,60,5401,38775,14974,87.25,45.75,1,0,0,0,0
88,68,38,37,41,49,38,18,24,24,10,7,5,8,9,12,9,9,9,22246,0.66,33706,11,1181,5312,2277,107.0,48.0,1,0,0,0,0
58,69,28,54,27,39,22,12,15,13,9,7,9,10,9,10,6,3,4,16576,0.48,34533,9,1013,3049,1382,119.25,51.5,1,0,0,0,0
30,45,20,5,23,22,20,6,12,7,6,7,3,2,2,7,1,2,1,13186,0.35,37674,3,549,1889,1099,99.5,46.25,1,0,0,0,0
34,66,13,9,20,19,24,8,9,10,4,4,6,0,1,20,3,1,2,17854,0.47,37987,9,702,2968,1097,96.75,45.75,1,0,0,0,0
92,72,67,16,29,45,29,15,16,18,8,8,19,5,6,11,3,3,4,23903,0.68,35151,27,1321,4681,2457,104.5,44.5,1,0,0,0,0
35,24,15,6,15,13,10,7,5,6,5,6,5,2,2,3,2,5,2,15212,0.64,23769,12,546,2965,1414,105.25,47.25,1,0,0,0,0
123,1067,46,15,32,20,22,17,14,6,16,6,22,6,5,10,4,5,3,17334,0.88,19698,32,3339,20951,7871,103.5,45.5,1,0,0,0,0
126,67,52,10,43,21,31,23,16,12,25,5,23,2,9,10,7,7,3,22227,3.0,7409,40,2195,21050,7594,90.5,46.25,1,0,0,0,0
631,23,144,95,157,48,90,96,17,11,67,29,8,10,7,53,20,36,5,34094,8.41,4054,246,8164,153182,57933,107.0,47.0,1,0,0,0,0
436,50,93,408,129,55,107,62,20,48,51,17,28,44,20,33,21,24,19,20471,1.26,16247,103,6519,39367,18233,108.75,51.0,1,0,0,0,0
81,84,41,208,29,28,36,21,14,20,16,9,4,11,10,20,3,8,4,26898,1.02,26371,26,1476,5366,2659,85.25,48.75,1,0,0,0,0
178,9,28,94,50,16,28,30,6,16,27,7,5,3,4,15,12,18,9,8643,1.19,7263,47,1706,16467,6843,104.5,52.25,1,0,0,0,0
71,59,43,20,26,45,26,13,15,3,10,15,6,3,6,6,3,4,3,17289,0.71,24351,9,803,2068,931,97.0,50.25,1,0,0,0,0
21,30,14,12,1,10,14,9,4,0,7,1,7,2,1,3,0,2,0,14342,2.8,5122,7,413,4337,1552,115.75,55.5,1,0,0,0,0
46,48,21,16,25,23,9,9,8,5,3,8,4,10,13,2,1,5,1,13027,0.28,46525,12,656,1763,858,100.0,49.75,1,0,0,0,0
28,35,23,10,19,23,20,6,12,3,8,5,2,6,6,1,3,5,2,13106,1.96,6687,20,614,3132,1438,88.0,47.5,1,0,0,0,0
134,37,58,14,37,18,13,23,12,13,19,11,9,3,2,10,5,5,3,14330,0.59,24288,27,1917,11433,3954,103.5,47.0,1,0,0,0,0
