기간,자치구행정동명,인구,면적,인구밀도
2019,영등포구 신길3동,18727,0.52,36013
2019,영등포구 신길4동,9985,0.35,28529
2019,영등포구 신길5동,10670,0.47,22702
2019,영등포구 신길6동,19434,0.68,28579
2019,영등포구 신길7동,17075,0.64,26680
2019,영등포구 양평1동,18263,0.88,20753
2019,영등포구 양평2동,22802,3.0,7601
2019,영등포구 여의도동,34598,8.4,4119
2019,영등포구 영등포동,27166,1.26,21560
2019,영등포구 영등포본동,24813,1.02,24326
2019,용산구 남영동,8412,1.19,7069
2019,용산구 보광동,15862,0.71,22341
2019,용산구 서빙고동,14102,2.8,5036
2019,용산구 용문동,12587,0.28,44954
2019,용산구 용산2가동,11836,1.96,6039
2019,용산구 원효로1동,16630,0.59,28186
2019,용산구 원효로2동,14718,0.71,20730
2019,용산구 이촌1동,29255,2.86,10229
2019,용산구 이촌2동,9005,1.22,7381
2019,용산구 이태원1동,9222,0.57,16179
2019,용산구 이태원2동,10811,0.86,12571
2019,용산구 청파동,20661,0.91,22704
2019,용산구 한강로동,19635,2.9,6771
2019,용산구 한남동,23704,3.01,7875
2019,용산구 효창동,10300,0.44,23409
2019,용산구 후암동,18445,0.86,21448
2019,은평구 갈현1동,24536,0.97,25295
2019,은평구 갈현2동,30150,0.96,31406
2019,은평구 구산동,33804,1.38,24496
2019,은평구 녹번동,38411,1.79,21459
2019,은평구 대조동,27910,0.85,32835
2019,은평구 불광1동,40917,3.13,13073
2019,은평구 불광2동,29552,1.38,21414
2019,은평구 수색동,8952,1.29,6940
2019,은평구 신사1동,28570,0.84,34012
2019,은평구 신사2동,21875,1.0,21875
2019,은평구 역촌동,48490,1.16,41802
2019,은평구 응암1동,25654,1.2,21378
2019,은평구 응암2동,25466,0.78,32649
2019,은평구 응암3동,26081,0.63,41398
2019,은평구 증산동,16172,0.81,19965
2019,은평구 진관동,58006,11.53,5031
2019,종로구 가회동,4488,0.54,8311
2019,종로구 교남동,10708,0.35,30594
2019,종로구 무악동,8740,0.36,24278
2019,종로구 부암동,10551,2.27,4648
2019,종로구 사직동,9815,1.23,7980
2019,종로구 삼청동,2997,1.49,2011
2019,종로구 숭인1동,6532,0.23,28400
2019,종로구 숭인2동,9902,0.35,28291
2019,종로구 이화동,8470,0.78,10859
2019,종로구 종로1.2.3.4가동,8446,2.35,3594
2019,종로구 종로5·6가동,5839,0.6,9732
2019,종로구 창신1동,6079,0.31,19610
2019,종로구 창신2동,9799,0.26,37688
2019,종로구 창신3동,7271,0.23,31613
2019,종로구 청운효자동,12981,2.57,5051
2019,종로구 평창동,18816,8.87,2121
2019,종로구 혜화동,20435,1.12,18246
2019,중구 광희동,6284,0.74,8492
2019,중구 다산동,15035,0.51,29480
2019,중구 동화동,10995,0.26,42288
2019,중구 명동,3567,0.99,3603
2019,중구 소공동,3059,0.95,3220
2019,중구 신당5동,10929,0.39,28023
2019,중구 신당동,9234,0.55,16789
2019,중구 약수동,17734,0.48,36946
2019,중구 을지로동,2007,0.6,3345
2019,중구 장충동,5628,1.36,4138
2019,중구 중림동,12942,0.48,26963
2019,중구 청구동,14515,0.34,42691
2019,중구 필동,5020,1.14,4404
2019,중구 황학동,13689,0.33,41482
2019,중구 회현동,5850,0.84,6964
2019,중랑구 망우3동,17941,0.99,18122
2019,중랑구 망우본동,31071,2.88,10789
2019,중랑구 면목2동,25942,0.73,35537
2019,중랑구 면목3.8동,26589,1.67,15922
2019,중랑구 면목4동,20052,1.1,18229
2019,중랑구 면목5동,9825,0.64,15352
2019,중랑구 면목7동,22200,0.87,25517
2019,중랑구 면목본동,36195,1.01,35837
2019,중랑구 묵1동,36016,1.2,30013
2019,중랑구 묵2동,19901,0.7,28430
2019,중랑구 상봉1동,25499,0.85,29999
2019,중랑구 상봉2동,19844,0.68,29182
2019,중랑구 신내1동,40854,2.53,16148
2019,중랑구 신내2동,21905,0.99,22126
2019,중랑구 중화1동,20916,0.68,30759
2019,중랑구 중화2동,27274,0.98,27831
