기간,자치구행정동명,인구,면적,인구밀도
2018,금천구 시흥2동,23253,1.26,18455
2018,금천구 시흥3동,11740,1.07,10972
2018,금천구 시흥4동,22747,0.87,26146
2018,금천구 시흥5동,21337,1.39,15350
2018,노원구 공릉1동,39990,1.41,28362
2018,노원구 공릉2동,41539,6.82,6091
2018,노원구 상계10동,17021,0.8,21276
2018,노원구 상계1동,41010,5.62,7297
2018,노원구 상계2동,21624,0.61,35449
2018,노원구 상계3.4동,26622,5.05,5272
2018,노원구 상계5동,26230,1.01,25970
2018,노원구 상계6.7동,35480,1.11,31964
2018,노원구 상계8동,24427,0.67,36458
2018,노원구 상계9동,22348,0.81,27590
2018,노원구 월계1동,24087,1.16,20765
2018,노원구 월계2동,26692,1.94,13759
2018,노원구 월계3동,32496,1.17,27774
2018,노원구 중계1동,28351,0.63,45002
2018,노원구 중계2.3동,37786,0.9,41984
2018,노원구 중계4동,21841,1.7,12848
2018,노원구 중계본동,26863,1.97,13636
2018,노원구 하계1동,29901,1.55,19291
2018,노원구 하계2동,23852,0.51,46769
2018,도봉구 도봉1동,22839,8.72,2619
2018,도봉구 도봉2동,29028,0.83,34973
2018,도봉구 방학1동,30563,0.69,44294
2018,도봉구 방학2동,21648,0.74,29254
2018,도봉구 방학3동,29336,2.64,11112
2018,도봉구 쌍문1동,22428,1.24,18087
2018,도봉구 쌍문2동,20580,0.54,38111
2018,도봉구 쌍문3동,17406,0.5,34812
2018,도봉구 쌍문4동,20102,0.52,38658
2018,도봉구 창1동,26725,0.88,30369
2018,도봉구 창2동,31351,1.07,29300
2018,도봉구 창3동,15150,0.67,22612
2018,도봉구 창4동,28464,0.96,29650
2018,도봉구 창5동,26029,0.7,37184
2018,동대문구 답십리1동,29492,0.81,36410
2018,동대문구 답십리2동,28970,0.85,34082
2018,동대문구 용신동,31961,1.61,19852
2018,동대문구 이문1동,26940,1.04,25904
2018,동대문구 이문2동,22004,0.69,31890
2018,동대문구 장안1동,39212,1.25,31370
2018,동대문구 장안2동,31649,1.09,29036
2018,동대문구 전농1동,30988,1.19,26040
2018,동대문구 전농2동,20351,0.86,23664
2018,동대문구 제기동,27576,1.18,23369
2018,동대문구 청량리동,22527,1.2,18773
2018,동대문구 회기동,12868,0.76,16932
2018,동대문구 휘경1동,14653,0.63,23259
2018,동대문구 휘경2동,25147,1.05,23950
2018,동작구 노량진1동,32802,1.58,20761
2018,동작구 노량진2동,14307,0.64,22355
2018,동작구 대방동,40360,1.55,26039
2018,동작구 사당1동,24064,0.79,30461
2018,동작구 사당2동,28742,2.75,10452
2018,동작구 사당3동,26762,0.92,29089
2018,동작구 사당4동,15091,0.38,39713
2018,동작구 사당5동,13207,0.57,23170
2018,동작구 상도1동,48317,1.51,31998
2018,동작구 상도2동,27767,0.98,28334
2018,동작구 상도3동,26181,0.6,43635
2018,동작구 상도4동,30264,0.75,40352
2018,동작구 신대방1동,27214,0.62,43894
2018,동작구 신대방2동,21076,1.03,20462
2018,동작구 흑석동,33231,1.68,19780
2018,마포구 공덕동,40506,1.01,40105
2018,마포구 대흥동,13661,0.88,15524
2018,마포구 도화동,22845,0.62,36847
2018,마포구 망원1동,22125,1.13,19580
2018,마포구 망원2동,19641,0.67,29315
2018,마포구 상암동,33550,8.4,3994
2018,마포구 서강동,25622,1.45,17670
2018,마포구 서교동,26264,1.65,15918
2018,마포구 성산1동,20443,0.8,25554
2018,마포구 성산2동,41743,2.07,20166
2018,마포구 신수동,21806,0.78,27956
2018,마포구 아현동,25515,0.76,33572
2018,마포구 연남동,17393,0.64,27177
2018,마포구 염리동,13063,0.43,30379
2018,마포구 용강동,22647,0.84,26961
2018,마포구 합정동,19535,1.72,11358
2018,서대문구 남가좌1동,17199,0.51,33724
2018,서대문구 남가좌2동,24989,0.77,32453
2018,서대문구 북가좌1동,19311,0.52,37137
2018,서대문구 북가좌2동,34237,0.84,40758
2018,서대문구 북아현동,17832,0.46,38765
2018,서대문구 신촌동,23917,2.63,9094
2018,서대문구 연희동,40452,3.05,13263
2018,서대문구 천연동,19044,0.97,19633
2018,서대문구 충현동,18291,1.12,16331
2018,서대문구 홍은1동,24131,1.58,15273
2018,서대문구 홍은2동,29004,2.06,14080
2018,서대문구 홍제1동,23123,1.23,18799
2018,서대문구 홍제2동,14934,1.05,14223
2018,서대문구 홍제3동,16616,0.81,20514
2018,서초구 내곡동,18688,12.68,1474
2018,서초구 반포1동,32109,1.0,32109
2018,서초구 반포2동,16761,1.35,12416
2018,서초구 반포3동,20434,1.28,15964
2018,서초구 반포4동,20600,1.43,14406
2018,서초구 반포본동,12583,1.01,12458
2018,서초구 방배1동,17683,0.7,25261
2018,서초구 방배2동,22491,1.93,11653
2018,서초구 방배3동,22268,2.4,9278
2018,서초구 방배4동,24442,0.98,24941
2018,서초구 방배본동,21746,0.67,32457
2018,서초구 서초1동,21574,1.42,15193
2018,서초구 서초2동,18506,1.24,14924
2018,서초구 서초3동,30754,2.93,10496
2018,서초구 서초4동,31817,0.88,36156
2018,서초구 양재1동,46713,5.76,8110
2018,서초구 양재2동,24032,7.58,3170
2018,서초구 잠원동,34962,1.76,19865
2018,성동구 금호1가동,16191,0.46,35198
2018,성동구 금호2.3가동,24467,0.64,38230
2018,성동구 금호4가동,15488,0.84,18438
2018,성동구 마장동,24157,1.06,22790
2018,성동구 사근동,13408,1.11,12079
2018,성동구 성수1가1동,17570,1.98,8874
2018,성동구 성수1가2동,15786,0.89,17737
2018,성동구 성수2가1동,18317,1.18,15523
2018,성동구 성수2가3동,11915,1.03,11568
2018,성동구 송정동,11778,0.68,17321
2018,성동구 옥수동,27518,1.95,14112
2018,성동구 왕십리2동,18148,0.41,44263
2018,성동구 왕십리도선동,27853,0.72,38685
2018,성동구 용답동,15659,2.32,6750
2018,성동구 응봉동,16405,0.57,28781
2018,성동구 행당1동,16728,0.59,28353
2018,성동구 행당2동,25075,0.42,59702
2018,성북구 길음1동,37829,0.79,47885
2018,성북구 길음2동,11767,0.58,20288
2018,성북구 돈암1동,16404,0.49,33478
2018,성북구 돈암2동,25273,0.48,52652
2018,성북구 동선동,16386,0.73,22447
2018,성북구 보문동,17067,0.56,30477
2018,성북구 삼선동,26971,0.92,29316
2018,성북구 석관동,34046,1.73,19680
2018,성북구 성북동,17902,2.86,6259
2018,성북구 안암동,17260,1.33,12977
2018,성북구 월곡1동,27854,0.81,34388
2018,성북구 월곡2동,20702,1.36,15222
2018,성북구 장위1동,21228,0.7,30326
2018,성북구 장위2동,15069,0.67,22491
2018,성북구 장위3동,11689,0.65,17983
2018,성북구 정릉1동,18642,0.44,42368
2018,성북구 정릉2동,24267,1.17,20741
2018,성북구 정릉3동,17294,3.71,4661
2018,성북구 정릉4동,27161,3.13,8678
2018,성북구 종암동,42876,1.46,29367
2018,송파구 가락1동,1115,1.34,832
2018,송파구 가락2동,34455,0.96,35891
2018,송파구 가락본동,28353,1.13,25091
2018,송파구 거여1동,13339,0.51,26155
2018,송파구 거여2동,17299,0.53,32640
2018,송파구 마천1동,21344,0.58,36800
2018,송파구 마천2동,20684,0.89,23240
2018,송파구 문정1동,21731,0.56,38805
2018,송파구 문정2동,30140,2.2,13700
2018,송파구 방이1동,16631,0.5,33262
2018,송파구 방이2동,25801,0.8,32251
2018,송파구 삼전동,33440,0.95,35200
2018,송파구 석촌동,34760,0.95,36589
2018,송파구 송파1동,26401,0.79,33419
2018,송파구 송파2동,21210,0.53,40019
2018,송파구 오금동,41014,1.65,24857
2018,송파구 오륜동,19244,3.17,6071
2018,송파구 위례동,28835,2.55,11308
2018,송파구 잠실2동,37069,2.18,17004
2018,송파구 잠실3동,36546,1.49,24528
2018,송파구 잠실4동,30089,1.56,19288
2018,송파구 잠실6동,17461,2.79,6258
2018,송파구 잠실7동,10369,0.6,17282
2018,송파구 잠실본동,29756,0.94,31655
2018,송파구 장지동,34892,1.37,25469
2018,송파구 풍납1동,16380,0.77,21273
2018,송파구 풍납2동,25149,1.59,15817
2018,양천구 목1동,32458,1.41,23020
2018,양천구 목2동,31754,1.03,30829
2018,양천구 목3동,23231,0.53,43832
2018,양천구 목4동,27289,0.57,47875
2018,양천구 목5동,43390,1.81,23972
2018,양천구 신월1동,22379,0.65,34429
2018,양천구 신월2동,22853,0.61,37464
2018,양천구 신월3동,17186,0.87,19754
2018,양천구 신월4동,19335,0.52,37183
2018,양천구 신월5동,15759,0.69,22839
2018,양천구 신월6동,6815,0.41,16622
2018,양천구 신월7동,22347,1.19,18779
2018,양천구 신정1동,21677,0.7,30967
2018,양천구 신정2동,20987,0.52,40360
2018,양천구 신정3동,48799,2.72,17941
2018,양천구 신정4동,36193,1.01,35835
2018,양천구 신정6동,25500,0.96,26563
2018,양천구 신정7동,30193,1.21,24953
2018,영등포구 당산1동,21361,0.75,28481
2018,영등포구 당산2동,36191,1.55,23349
2018,영등포구 대림1동,17030,0.49,34755
2018,영등포구 대림2동,22231,0.55,40420
2018,영등포구 대림3동,29519,0.95,31073
2018,영등포구 도림동,22178,0.89,24919
2018,영등포구 문래동,32255,1.49,21648
2018,영등포구 신길1동,19696,0.66,29842
2018,영등포구 신길3동,17563,0.52,33775
2018,영등포구 신길4동,10425,0.35,29786
2018,영등포구 신길5동,11649,0.47,24785
2018,영등포구 신길6동,19801,0.68,29119
2018,영등포구 신길7동,17216,0.64,26900
2018,영등포구 양평1동,17959,0.88,20408
2018,영등포구 양평2동,22962,3.0,7654
2018,영등포구 여의도동,33973,8.4,4044
2018,영등포구 영등포동,26111,1.26,20723
2018,영등포구 영등포본동,25480,1.02,24980
2018,용산구 남영동,8501,1.19,7144
2018,용산구 보광동,16124,0.71,22710
2018,용산구 서빙고동,14257,2.8,5092
2018,용산구 용문동,12757,0.28,45561
2018,용산구 용산2가동,12107,1.96,6177
2018,용산구 원효로1동,16034,0.59,27176
2018,용산구 원효로2동,15064,0.71,21217
2018,용산구 이촌1동,29341,2.86,10259
2018,용산구 이촌2동,9090,1.22,7451
2018,용산구 이태원1동,9315,0.57,16342
2018,용산구 이태원2동,10927,0.86,12706
2018,용산구 청파동,20922,0.91,22991
2018,용산구 한강로동,19209,2.9,6624
2018,용산구 한남동,23685,3.01,7869
2018,용산구 효창동,9054,0.44,20577
2018,용산구 후암동,18703,0.86,21748
2018,은평구 갈현1동,25191,0.97,25970
2018,은평구 갈현2동,30692,0.96,31971
2018,은평구 구산동,34132,1.38,24733
2018,은평구 녹번동,34901,1.79,19498
2018,은평구 대조동,32608,0.85,38362
2018,은평구 불광1동,41585,3.13,13286
2018,은평구 불광2동,29914,1.38,21677
2018,은평구 수색동,11266,1.29,8733
2018,은평구 신사1동,28926,0.84,34436
2018,은평구 신사2동,22247,1.0,22247
2018,은평구 역촌동,49617,1.16,42773
2018,은평구 응암1동,26185,1.2,21821
2018,은평구 응암2동,21086,0.78,27033
2018,은평구 응암3동,26417,0.63,41932
2018,은평구 증산동,16412,0.81,20262
2018,은평구 진관동,56487,11.53,4899
2018,종로구 가회동,4546,0.54,8419
2018,종로구 교남동,10846,0.35,30989
2018,종로구 무악동,8260,0.36,22944
2018,종로구 부암동,10537,2.27,4642
2018,종로구 사직동,9818,1.23,7982
2018,종로구 삼청동,3073,1.49,2062
2018,종로구 숭인1동,6723,0.23,29230
2018,종로구 숭인2동,10088,0.35,28823
2018,종로구 이화동,8621,0.78,11053
2018,종로구 종로1.2.3.4가동,8462,2.35,3601
2018,종로구 종로5·6가동,5597,0.6,9328
2018,종로구 창신1동,6237,0.31,20119
2018,종로구 창신2동,10015,0.26,38519
2018,종로구 창신3동,7439,0.23,32343
2018,종로구 청운효자동,13293,2.57,5172
2018,종로구 평창동,19105,8.87,2154
2018,종로구 혜화동,20366,1.12,18184
2018,중구 광희동,6057,0.74,8185
2018,중구 다산동,15113,0.51,29633
2018,중구 동화동,11219,0.26,43150
2018,중구 명동,3470,0.99,3505
2018,중구 소공동,2936,0.95,3091
2018,중구 신당5동,9691,0.39,24849
2018,중구 신당동,9419,0.55,17125
2018,중구 약수동,17973,0.48,37444
2018,중구 을지로동,1901,0.6,3168
2018,중구 장충동,5653,1.36,4157
2018,중구 중림동,12980,0.48,27042
2018,중구 청구동,14844,0.34,43659
2018,중구 필동,5045,1.14,4425
2018,중구 황학동,13380,0.33,40545
2018,중구 회현동,5952,0.84,7086
2018,중랑구 망우3동,18334,0.99,18519
2018,중랑구 망우본동,31792,2.88,11039
2018,중랑구 면목2동,26482,0.73,36277
2018,중랑구 면목3.8동,27139,1.67,16251
2018,중랑구 면목4동,20730,1.11,18676
2018,중랑구 면목5동,10071,0.64,15736
2018,중랑구 면목7동,22258,0.87,25584
2018,중랑구 면목본동,36558,1.01,36196
2018,중랑구 묵1동,36233,1.2,30194
2018,중랑구 묵2동,20355,0.7,29079
2018,중랑구 상봉1동,25619,0.85,30140
2018,중랑구 상봉2동,19243,0.68,28299
2018,중랑구 신내1동,41264,2.53,16310
2018,중랑구 신내2동,22379,0.99,22605
2018,중랑구 중화1동,21030,0.68,30926
2018,중랑구 중화2동,28660,0.98,29245
2019,강남구 개포1동,6920,1.27,5449
2019,강남구 개포2동,22049,2.51,8784
2019,강남구 개포4동,18405,1.49,12352
2019,강남구 논현1동,23792,1.25,19034
2019,강남구 논현2동,21904,1.47,14901
2019,강남구 대치1동,25302,0.79,32028
2019,강남구 대치2동,38647,2.0,19324
2019,강남구 대치4동,20822,0.73,28523
2019,강남구 도곡1동,22626,1.02,22182
2019,강남구 도곡2동,34437,1.02,33762
2019,강남구 삼성1동,14920,1.94,7691
2019,강남구 삼성2동,30674,1.24,24737
2019,강남구 세곡동,45064,6.36,7086
2019,강남구 수서동,15934,1.43,11143
2019,강남구 신사동,17546,1.89,9284
2019,강남구 압구정동,27712,2.53,10953
2019,강남구 역삼1동,37002,2.35,15746
2019,강남구 역삼2동,37336,1.15,32466
2019,강남구 일원1동,16438,0.92,17867
2019,강남구 일원2동,18160,1.24,14645
2019,강남구 일원본동,24399,2.58,9457
2019,강남구 청담동,30120,2.33,12927
2019,강동구 강일동,32127,2.8,11474
2019,강동구 고덕1동,27079,1.73,15653
2019,강동구 고덕2동,19345,2.01,9624
2019,강동구 길동,46367,2.17,21367
2019,강동구 둔촌2동,27752,0.98,28318
2019,강동구 명일1동,26758,0.61,43866
2019,강동구 명일2동,17778,0.97,18328
2019,강동구 상일동,10773,2.65,4065
2019,강동구 성내1동,20561,0.58,35450
2019,강동구 성내2동,25186,0.67,37591
2019,강동구 성내3동,23921,0.71,33692
2019,강동구 암사1동,36693,1.02,35974
2019,강동구 암사2동,14774,1.18,12520
2019,강동구 암사3동,18693,2.51,7447
2019,강동구 천호1동,28400,0.71,40000
2019,강동구 천호2동,35904,1.57,22869
2019,강동구 천호3동,27996,0.79,35438
2019,강북구 미아동,22814,0.93,24531
2019,강북구 번1동,19614,0.66,29718
2019,강북구 번2동,17102,0.95,18002
2019,강북구 번3동,18251,1.1,16592
2019,강북구 삼각산동,32900,0.62,53065
2019,강북구 삼양동,25537,0.91,28063
2019,강북구 송중동,31153,1.01,30845
2019,강북구 송천동,28628,0.9,31809
2019,강북구 수유1동,21841,1.67,13078
2019,강북구 수유2동,21939,0.57,38489
2019,강북구 수유3동,24064,0.72,33422
2019,강북구 우이동,21391,10.28,2081
2019,강북구 인수동,32461,3.28,9897
2019,강서구 가양1동,34154,4.7,7267
2019,강서구 가양2동,15140,1.0,15140
2019,강서구 가양3동,16199,0.99,16363
2019,강서구 공항동,28261,10.87,2600
2019,강서구 등촌1동,23717,0.59,40198
2019,강서구 등촌2동,21868,0.92,23770
2019,강서구 등촌3동,32506,0.79,41147
2019,강서구 발산1동,38507,2.96,13009
2019,강서구 방화1동,45668,1.04,43912
2019,강서구 방화2동,24051,6.41,3752
2019,강서구 방화3동,24467,2.38,10280
2019,강서구 염창동,42579,1.74,24471
2019,강서구 우장산동,44808,1.36,32947
2019,강서구 화곡1동,54562,1.12,48716
2019,강서구 화곡2동,19487,0.47,41462
2019,강서구 화곡3동,22710,0.51,44529
2019,강서구 화곡4동,22044,0.82,26883
2019,강서구 화곡6동,25118,1.12,22427
2019,강서구 화곡8동,26509,0.53,50017
2019,강서구 화곡본동,35918,1.11,32359
2019,관악구 낙성대동,17623,2.27,7763
2019,관악구 난곡동,28912,0.96,30117
2019,관악구 난향동,16394,0.8,20493
2019,관악구 남현동,18980,3.27,5804
2019,관악구 대학동,24457,8.3,2947
2019,관악구 미성동,32751,1.38,23733
2019,관악구 보라매동,26496,0.76,34863
2019,관악구 삼성동,25226,2.66,9483
2019,관악구 서림동,24339,0.99,24585
2019,관악구 서원동,24068,0.65,37028
2019,관악구 성현동,31175,0.68,45846
2019,관악구 신림동,22525,0.54,41713
2019,관악구 신사동,25960,0.64,40563
2019,관악구 신원동,19742,0.55,35895
2019,관악구 은천동,35337,0.78,45304
2019,관악구 인헌동,27088,1.08,25081
2019,관악구 조원동,19579,0.67,29222
2019,관악구 중앙동,15895,0.39,40756
2019,관악구 청룡동,34440,1.18,29186
2019,관악구 청림동,16286,0.3,54287
2019,관악구 행운동,30061,0.72,41751
2019,광진구 광장동,36083,2.39,15097
2019,광진구 구의1동,23063,0.56,41184
2019,광진구 구의2동,27902,1.39,20073
2019,광진구 구의3동,30094,1.02,29504
2019,광진구 군자동,22109,0.74,29877
2019,광진구 능동,11978,1.1,10889
2019,광진구 자양1동,24156,0.57,42379
2019,광진구 자양2동,26893,1.68,16008
2019,광진구 자양3동,29475,1.2,24563
2019,광진구 자양4동,23000,1.16,19828
2019,광진구 중곡1동,16287,0.62,26269
2019,광진구 중곡2동,22564,0.55,41025
2019,광진구 중곡3동,17315,0.6,28858
2019,광진구 중곡4동,30516,2.32,13153
2019,광진구 화양동,25537,1.16,22015
2019,구로구 가리봉동,15250,0.4,38125
2019,구로구 개봉1동,33835,1.31,25828
2019,구로구 개봉2동,33036,0.8,41295
2019,구로구 개봉3동,22005,0.81,27167
2019,구로구 고척1동,24182,1.16,20847
2019,구로구 고척2동,28950,1.02,28382
2019,구로구 구로1동,22097,1.02,21664
2019,구로구 구로2동,35208,1.76,20005
2019,구로구 구로3동,26290,1.02,25775
2019,구로구 구로4동,26219,0.46,56998
2019,구로구 구로5동,33426,1.03,32452
2019,구로구 수궁동,24890,2.67,9322
2019,구로구 신도림동,37188,1.47,25298
2019,구로구 오류1동,23295,0.59,39483
2019,구로구 오류2동,53500,4.6,11630
2019,금천구 가산동,24455,2.52,9704
2019,금천구 독산1동,43840,2.09,20976
2019,금천구 독산2동,21405,0.6,35675
2019,금천구 독산3동,29916,0.92,32517
2019,금천구 독산4동,18227,0.59,30893
2019,금천구 시흥1동,36706,1.71,21465
2019,금천구 시흥2동,22659,1.26,17983
2019,금천구 시흥3동,11524,1.07,10770
2019,금천구 시흥4동,22216,0.87,25536
2019,금천구 시흥5동,20872,1.39,15016
2019,노원구 공릉1동,39040,1.41,27688
2019,노원구 공릉2동,41071,6.82,6022
2019,노원구 상계10동,16619,0.8,20774
2019,노원구 상계1동,40121,5.62,7139
2019,노원구 상계2동,21220,0.61,34787
2019,노원구 상계3.4동,25818,5.62,4594
2019,노원구 상계5동,25483,0.44,57916
2019,노원구 상계6.7동,34648,1.11,31214
2019,노원구 상계8동,23953,0.67,35751
2019,노원구 상계9동,21919,0.81,27060
2019,노원구 월계1동,23883,1.16,20589
2019,노원구 월계2동,27289,1.94,14066
2019,노원구 월계3동,31593,1.17,27003
2019,노원구 중계1동,28061,0.63,44541
2019,노원구 중계2.3동,36763,0.9,40848
2019,노원구 중계4동,21324,1.7,12544
2019,노원구 중계본동,25875,1.97,13135
2019,노원구 하계1동,29305,1.55,18906
2019,노원구 하계2동,23318,0.51,45722
2019,도봉구 도봉1동,22293,8.72,2557
2019,도봉구 도봉2동,28677,0.83,34551
2019,도봉구 방학1동,30056,0.69,43559
2019,도봉구 방학2동,21140,0.74,28568
2019,도봉구 방학3동,28782,2.64,10902
2019,도봉구 쌍문1동,22364,1.24,18035
2019,도봉구 쌍문2동,20025,0.54,37083
2019,도봉구 쌍문3동,17262,0.5,34524
2019,도봉구 쌍문4동,19811,0.52,38098
2019,도봉구 창1동,26271,0.88,29853
2019,도봉구 창2동,30498,1.07,28503
2019,도봉구 창3동,14777,0.67,22055
2019,도봉구 창4동,27873,0.96,29034
2019,도봉구 창5동,25802,0.7,36860
2019,동대문구 답십리1동,29783,0.81,36769
2019,동대문구 답십리2동,30486,0.85,35866
2019,동대문구 용신동,32144,1.61,19965
2019,동대문구 이문1동,22311,1.04,21453
2019,동대문구 이문2동,21174,0.69,30687
2019,동대문구 장안1동,39153,1.25,31322
2019,동대문구 장안2동,33045,1.09,30317
2019,동대문구 전농1동,31075,1.19,26113
2019,동대문구 전농2동,19990,0.86,23244
2019,동대문구 제기동,27364,1.18,23190
2019,동대문구 청량리동,21808,1.2,18173
2019,동대문구 회기동,13114,0.76,17255
2019,동대문구 휘경1동,16508,0.63,26203
2019,동대문구 휘경2동,25068,1.05,23874
2019,동작구 노량진1동,32563,1.58,20609
2019,동작구 노량진2동,13789,0.64,21545
2019,동작구 대방동,40177,1.55,25921
2019,동작구 사당1동,24026,0.79,30413
2019,동작구 사당2동,28290,2.75,10287
2019,동작구 사당3동,26034,0.92,28298
2019,동작구 사당4동,14921,0.38,39266
2019,동작구 사당5동,12886,0.57,22607
2019,동작구 상도1동,48153,1.51,31889
2019,동작구 상도2동,29270,0.98,29867
2019,동작구 상도3동,26041,0.6,43402
2019,동작구 상도4동,29893,0.75,39857
2019,동작구 신대방1동,26599,0.62,42902
2019,동작구 신대방2동,20719,1.03,20116
2019,동작구 흑석동,35551,1.68,21161
2019,마포구 공덕동,40509,1.01,40108
2019,마포구 대흥동,13575,0.88,15426
2019,마포구 도화동,22594,0.62,36442
2019,마포구 망원1동,21856,1.13,19342
2019,마포구 망원2동,19386,0.67,28934
2019,마포구 상암동,32882,8.4,3915
2019,마포구 서강동,26163,1.45,18043
2019,마포구 서교동,25997,1.65,15756
2019,마포구 성산1동,20164,0.8,25205
2019,마포구 성산2동,41531,2.07,20063
2019,마포구 신수동,23877,0.78,30612
2019,마포구 아현동,25358,0.76,33366
2019,마포구 연남동,16953,0.64,26489
2019,마포구 염리동,13486,0.43,31363
2019,마포구 용강동,22441,0.84,26715
2019,마포구 합정동,19153,1.72,11135
2019,서대문구 남가좌1동,16918,0.51,33173
2019,서대문구 남가좌2동,25947,0.77,33697
2019,서대문구 북가좌1동,19160,0.55,34836
2019,서대문구 북가좌2동,33810,0.84,40250
2019,서대문구 북아현동,17525,0.46,38098
2019,서대문구 신촌동,24372,2.63,9267
2019,서대문구 연희동,41339,3.05,13554
2019,서대문구 천연동,18704,0.97,19282
2019,서대문구 충현동,18113,1.12,16172
2019,서대문구 홍은1동,22902,1.58,14495
2019,서대문구 홍은2동,28394,2.06,13783
2019,서대문구 홍제1동,24997,1.23,20323
2019,서대문구 홍제2동,14570,1.05,13876
2019,서대문구 홍제3동,16420,0.81,20272
2019,서초구 내곡동,18481,12.68,1457
2019,서초구 반포1동,33237,1.0,33237
2019,서초구 반포2동,16385,1.35,12137
2019,서초구 반포3동,20390,1.28,15930
2019,서초구 반포4동,20232,1.43,14148
2019,서초구 반포본동,12190,1.01,12069
2019,서초구 방배1동,17524,0.7,25034
2019,서초구 방배2동,20958,1.93,10859
2019,서초구 방배3동,22455,2.4,9356
2019,서초구 방배4동,24083,0.98,24574
2019,서초구 방배본동,21585,0.67,32216
2019,서초구 서초1동,21579,1.42,15196
2019,서초구 서초2동,18837,1.24,15191
2019,서초구 서초3동,30951,2.93,10563
2019,서초구 서초4동,31988,0.88,36350
2019,서초구 양재1동,45940,5.76,7976
2019,서초구 양재2동,23161,7.58,3056
2019,서초구 잠원동,35131,1.76,19961
2019,성동구 금호1가동,15954,0.46,34683
2019,성동구 금호2.3가동,24171,0.64,37767
2019,성동구 금호4가동,15227,0.84,18127
2019,성동구 마장동,24035,1.05,22890
2019,성동구 사근동,13543,1.1,12312
2019,성동구 성수1가1동,17168,1.98,8671
2019,성동구 성수1가2동,14735,0.89,16556
2019,성동구 성수2가1동,17722,1.18,15019
2019,성동구 성수2가3동,11682,1.03,11342
2019,성동구 송정동,11428,0.75,15237
2019,성동구 옥수동,27222,1.95,13960
2019,성동구 왕십리2동,17744,0.41,43278
2019,성동구 왕십리도선동,27767,0.72,38565
2019,성동구 용답동,13290,2.32,5728
2019,성동구 응봉동,16188,0.57,28400
2019,성동구 행당1동,16463,0.59,27903
2019,성동구 행당2동,24640,0.42,58667
2019,성북구 길음1동,37082,0.79,46939
2019,성북구 길음2동,16620,0.58,28655
2019,성북구 돈암1동,15921,0.49,32492
2019,성북구 돈암2동,25028,0.48,52142
2019,성북구 동선동,16276,0.73,22296
2019,성북구 보문동,16653,0.56,29738
2019,성북구 삼선동,26013,0.92,28275
2019,성북구 석관동,36507,1.73,21102
2019,성북구 성북동,17584,2.86,6148
2019,성북구 안암동,17502,1.33,13159
2019,성북구 월곡1동,27523,0.81,33979
2019,성북구 월곡2동,20509,1.36,15080
2019,성북구 장위1동,20592,0.7,29417
2019,성북구 장위2동,13972,0.67,20854
2019,성북구 장위3동,17580,0.65,27046
2019,성북구 정릉1동,19455,0.44,44216
2019,성북구 정릉2동,23834,1.17,20371
2019,성북구 정릉3동,17233,3.71,4645
2019,성북구 정릉4동,26792,3.13,8560
2019,성북구 종암동,42068,1.46,28814
2019,송파구 가락1동,27716,1.34,20684
2019,송파구 가락2동,33920,0.96,35333
2019,송파구 가락본동,27876,1.13,24669
2019,송파구 거여1동,13221,0.51,25924
2019,송파구 거여2동,16921,0.53,31926
2019,송파구 마천1동,20764,0.58,35800
2019,송파구 마천2동,20242,0.89,22744
2019,송파구 문정1동,21301,0.56,38038
2019,송파구 문정2동,29967,2.2,13621
2019,송파구 방이1동,16524,0.5,33048
2019,송파구 방이2동,26044,0.8,32555
2019,송파구 삼전동,32613,0.95,34329
2019,송파구 석촌동,34309,0.95,36115
2019,송파구 송파1동,26026,0.79,32944
2019,송파구 송파2동,20862,0.53,39362
2019,송파구 오금동,41067,1.65,24889
2019,송파구 오륜동,18864,3.17,5951
2019,송파구 위례동,28296,2.55,11096
2019,송파구 잠실2동,36809,2.18,16885
2019,송파구 잠실3동,36038,1.49,24187
2019,송파구 잠실4동,22240,1.56,14256
2019,송파구 잠실6동,17441,2.79,6251
2019,송파구 잠실7동,10191,0.6,16985
2019,송파구 잠실본동,29628,0.94,31519
2019,송파구 장지동,33055,1.37,24128
2019,송파구 풍납1동,15518,0.77,20153
2019,송파구 풍납2동,25288,1.59,15904
2019,양천구 목1동,32173,1.41,22818
2019,양천구 목2동,31477,1.03,30560
2019,양천구 목3동,23095,0.53,43575
2019,양천구 목4동,26909,0.57,47209
2019,양천구 목5동,42948,1.81,23728
2019,양천구 신월1동,21773,0.65,33497
2019,양천구 신월2동,22126,0.61,36272
2019,양천구 신월3동,16719,0.87,19217
2019,양천구 신월4동,19026,0.52,36588
2019,양천구 신월5동,15570,0.69,22565
2019,양천구 신월6동,6615,0.41,16134
2019,양천구 신월7동,21602,1.19,18153
2019,양천구 신정1동,21627,0.7,30896
2019,양천구 신정2동,20685,0.52,39779
2019,양천구 신정3동,48151,2.72,17703
2019,양천구 신정4동,35581,1.01,35229
2019,양천구 신정6동,25304,0.96,26358
2019,양천구 신정7동,30904,1.21,25540
2019,영등포구 당산1동,21524,0.75,28699
2019,영등포구 당산2동,36324,1.55,23435
2019,영등포구 대림1동,16332,0.49,33331
2019,영등포구 대림2동,21370,0.55,38855
2019,영등포구 대림3동,28638,0.95,30145
2019,영등포구 도림동,21552,0.89,24216
2019,영등포구 문래동,31963,1.49,21452
2019,영등포구 신길1동,19750,0.66,29924
