,기간,자치구행정동명,음료점,사업체수,총종사자수,총여성종사자수,운영평균,폐업평균,서울운영평균,서울시폐업평균
335,2015,영등포구 신길5동,9,702,2968,1097,96.75,45.75,94.75,47.0
336,2015,영등포구 신길6동,27,1321,4681,2457,104.5,44.5,94.75,47.0
337,2015,영등포구 신길7동,12,546,2965,1414,105.25,47.25,94.75,47.0
338,2015,영등포구 양평1동,32,3339,20951,7871,103.5,45.5,94.75,47.0
339,2015,영등포구 양평2동,40,2195,21050,7594,90.5,46.25,94.75,47.0
340,2015,영등포구 여의동,246,8164,153182,57933,107.0,47.0,94.75,47.0
341,2015,영등포구 영등포동,103,6519,39367,18233,108.75,51.0,94.75,47.0
342,2015,영등포구 영등포본동,26,1476,5366,2659,85.25,48.75,94.75,47.0
343,2015,용산구 남영동,47,1706,16467,6843,104.5,52.25,94.75,47.0
344,2015,용산구 보광동,9,803,2068,931,97.0,50.25,94.75,47.0
345,2015,용산구 서빙고동,7,413,4337,1552,115.75,55.5,94.75,47.0
346,2015,용산구 용문동,12,656,1763,858,100.0,49.75,94.75,47.0
347,2015,용산구 용산2가동,20,614,3132,1438,88.0,47.5,94.75,47.0
348,2015,용산구 원효로1동,27,1917,11433,3954,103.5,47.0,94.75,47.0
349,2015,용산구 원효로2동,10,1127,8176,2740,104.0,45.25,94.75,47.0
350,2015,용산구 이촌1동,24,836,4069,2231,123.25,58.75,94.75,47.0
351,2015,용산구 이촌2동,4,350,823,257,117.25,64.5,94.75,47.0
352,2015,용산구 이태원1동,50,1716,8014,3745,111.5,57.25,94.75,47.0
353,2015,용산구 이태원2동,46,788,3340,1343,74.5,51.75,94.75,47.0
354,2015,용산구 청파동,63,1890,9173,4718,98.0,48.25,94.75,47.0
355,2015,용산구 한강로동,88,4943,36080,14809,111.25,48.25,94.75,47.0
356,2015,용산구 한남동,69,2082,16855,7879,94.0,48.25,94.75,47.0
357,2015,용산구 효창동,14,479,2582,1067,93.75,53.5,94.75,47.0
358,2015,용산구 후암동,20,858,5134,2794,99.25,57.5,94.75,47.0
359,2015,은평구 갈현1동,25,1402,5011,2715,92.0,45.75,94.75,47.0
360,2015,은평구 갈현2동,36,1541,5733,3336,83.5,46.0,94.75,47.0
361,2015,은평구 구산동,17,1205,5220,2823,88.75,47.5,94.75,47.0
362,2015,은평구 녹번동,25,1850,9221,4388,94.25,49.75,94.75,47.0
363,2015,은평구 대조동,55,2522,8130,4546,88.5,47.5,94.75,47.0
364,2015,은평구 불광1동,28,1684,6968,4319,95.75,49.25,94.75,47.0
365,2015,은평구 불광2동,15,1322,4235,2385,98.0,49.25,94.75,47.0
366,2015,은평구 수색동,7,735,2770,989,133.0,53.5,94.75,47.0
367,2015,은평구 신사1동,21,1249,3870,1861,88.75,44.5,94.75,47.0
368,2015,은평구 신사2동,7,1599,3330,1111,93.25,47.5,94.75,47.0
369,2015,은평구 역촌동,35,2521,8037,3955,83.75,45.0,94.75,47.0
370,2015,은평구 응암1동,26,1692,7550,3759,96.25,47.75,94.75,47.0
371,2015,은평구 응암2동,5,684,2065,1095,92.75,50.25,94.75,47.0
372,2015,은평구 응암3동,19,1771,4834,2598,102.5,49.5,94.75,47.0
373,2015,은평구 증산동,11,1146,4256,1722,98.0,47.5,94.75,47.0
374,2015,은평구 진관동,38,1256,6463,3212,61.5,43.75,94.75,47.0
375,2015,종로구 가회동,52,755,12215,3411,97.25,53.25,94.75,47.0
376,2015,종로구 교남동,6,320,3158,1816,155.25,58.0,94.75,47.0
377,2015,종로구 무악동,5,581,1510,706,103.25,59.0,94.75,47.0
378,2015,종로구 부암동,33,540,3635,1921,90.5,51.75,94.75,47.0
379,2015,종로구 사직동,141,3551,51425,21644,108.0,52.0,94.75,47.0
380,2015,종로구 삼청동,76,738,4736,2362,76.25,51.0,94.75,47.0
381,2015,종로구 숭인1동,2,522,1595,839,98.25,47.75,94.75,47.0
382,2015,종로구 숭인2동,22,1873,7424,3821,109.75,40.25,94.75,47.0
383,2015,종로구 이화동,81,1338,18241,10552,94.25,50.0,94.75,47.0
384,2015,종로구 종로1.2.3.4가동,368,16072,110407,45435,126.75,57.25,94.75,47.0
385,2015,종로구 종로5·6가동,71,7726,25723,9520,126.75,55.5,94.75,47.0
386,2015,종로구 창신1동,15,2288,7073,3642,107.0,49.0,94.75,47.0
387,2015,종로구 창신2동,6,844,2155,1166,124.75,58.75,94.75,47.0
388,2015,종로구 창신3동,4,261,808,366,92.75,51.0,94.75,47.0
389,2015,종로구 청운효자동,56,1007,6275,2712,88.5,54.5,94.75,47.0
390,2015,종로구 평창동,17,665,3059,1621,99.5,52.25,94.75,47.0
391,2015,종로구 혜화동,111,1790,9667,4806,95.0,49.25,94.75,47.0
392,2015,중구 광희동,86,9459,39381,17781,114.75,47.75,94.75,47.0
393,2015,중구 다산동,18,1430,9640,5002,98.0,50.25,94.75,47.0
394,2015,중구 동화동,8,932,3822,1853,93.75,47.25,94.75,47.0
395,2015,중구 명동,256,6881,122217,54380,126.5,51.75,94.75,47.0
396,2015,중구 소공동,141,4208,72671,30735,116.75,60.5,94.75,47.0
397,2015,중구 신당5동,8,1346,3957,2018,96.5,49.5,94.75,47.0
398,2015,중구 신당동,39,12641,29091,16695,115.0,49.0,94.75,47.0
399,2015,중구 약수동,14,906,3524,1796,98.25,49.25,94.75,47.0
400,2015,중구 을지로동,77,10028,30478,10726,148.0,59.25,94.75,47.0
401,2015,중구 장충동,15,908,9553,3859,109.75,53.75,94.75,47.0
402,2015,중구 중림동,26,1058,7419,3369,105.0,54.5,94.75,47.0
403,2015,중구 청구동,11,813,4296,1679,93.25,45.0,94.75,47.0
404,2015,중구 필동,73,3326,26810,11824,116.25,50.75,94.75,47.0
405,2015,중구 황학동,21,2038,7077,3152,116.5,58.25,94.75,47.0
406,2015,중구 회현동,107,10216,53872,24602,131.25,56.25,94.75,47.0
407,2015,중랑구 망우3동,5,1089,3471,1708,93.5,43.0,94.75,47.0
408,2015,중랑구 망우본동,31,2890,10699,5265,99.25,43.5,94.75,47.0
409,2015,중랑구 면목2동,19,1991,5844,2620,98.5,43.5,94.75,47.0
410,2015,중랑구 면목3.8동,23,2828,8069,3552,90.5,45.0,94.75,47.0
411,2015,중랑구 면목4동,8,1089,3530,1579,91.0,45.0,94.75,47.0
412,2015,중랑구 면목5동,4,932,3204,1304,98.5,44.0,94.75,47.0
413,2015,중랑구 면목7동,12,1473,4048,2025,101.0,46.0,94.75,47.0
414,2015,중랑구 면목본동,19,2405,6965,3731,93.0,44.5,94.75,47.0
415,2015,중랑구 묵1동,25,1515,5495,2814,87.25,46.75,94.75,47.0
416,2015,중랑구 묵2동,14,1775,4548,2156,91.75,46.75,94.75,47.0
417,2015,중랑구 상봉1동,24,1116,6990,3189,76.75,46.75,94.75,47.0
418,2015,중랑구 상봉2동,28,2081,10834,5292,96.0,44.0,94.75,47.0
419,2015,중랑구 신내1동,20,1777,9197,4035,86.25,44.75,94.75,47.0
420,2015,중랑구 신내2동,13,1143,6095,3156,84.0,43.5,94.75,47.0
421,2015,중랑구 중화1동,13,1047,3483,1919,97.25,46.0,94.75,47.0
422,2015,중랑구 중화2동,18,2136,6769,2928,99.75,44.75,94.75,47.0
423,2016,강남구 개포1동,5,503,1616,576,105.0,52.5,95.75,48.5
424,2016,강남구 개포2동,13,846,3381,2026,102.5,50.75,95.75,48.5
425,2016,강남구 개포4동,31,2221,12024,4066,102.0,45.75,95.75,48.5
426,2016,강남구 논현1동,111,5788,44157,20793,86.0,44.75,95.75,48.5
427,2016,강남구 논현2동,130,5656,60642,25142,87.25,45.0,95.75,48.5
428,2016,강남구 대치1동,27,1066,7154,3816,90.75,49.5,95.75,48.5
429,2016,강남구 대치2동,90,3468,57241,21415,97.5,47.5,95.75,48.5
430,2016,강남구 대치4동,109,3716,27829,12229,75.25,43.75,95.75,48.5
431,2016,강남구 도곡1동,46,1614,17135,6857,94.75,46.5,95.75,48.5
432,2016,강남구 도곡2동,44,1926,22629,9337,91.25,47.0,95.75,48.5
433,2016,강남구 삼성1동,119,4330,66958,27094,87.5,53.0,95.75,48.5
434,2016,강남구 삼성2동,86,3734,38887,15257,82.0,45.25,95.75,48.5
435,2016,강남구 세곡동,20,950,5285,2269,51.0,50.0,95.75,48.5
436,2016,강남구 수서동,24,1584,15857,6051,98.0,51.25,95.75,48.5
437,2016,강남구 신사동_강남,142,4503,27741,14505,84.0,46.5,95.75,48.5
438,2016,강남구 압구정동,98,4314,29474,16463,94.0,45.25,95.75,48.5
439,2016,강남구 역삼1동,412,15079,147157,61519,77.75,42.75,95.75,48.5
440,2016,강남구 역삼2동,86,3416,38937,17135,80.75,43.75,95.75,48.5
441,2016,강남구 일원1동,18,1870,7340,2951,97.75,49.0,95.75,48.5
442,2016,강남구 일원2동,11,636,10125,2763,98.5,52.25,95.75,48.5
443,2016,강남구 일원본동,11,564,8402,5863,93.75,46.75,95.75,48.5
444,2016,강남구 청담동,96,4497,39652,19511,86.25,45.75,95.75,48.5
445,2016,강동구 강일동,19,946,15030,3611,54.0,37.5,95.75,48.5
446,2016,강동구 고덕1동,6,610,1993,1012,91.5,49.25,95.75,48.5
447,2016,강동구 고덕2동,4,1786,3245,978,114.25,54.5,95.75,48.5
448,2016,강동구 길동,63,3988,18681,9247,89.75,43.75,95.75,48.5
449,2016,강동구 둔촌2동,31,1637,9468,4636,92.5,45.0,95.75,48.5
450,2016,강동구 명일1동,47,1681,6083,3631,95.75,46.0,95.75,48.5
451,2016,강동구 명일2동,27,1151,4698,2650,98.0,47.75,95.75,48.5
452,2016,강동구 상일동,16,1018,5201,2818,99.0,53.75,95.75,48.5
453,2016,강동구 성내1동,48,2105,18175,7292,93.75,45.75,95.75,48.5
454,2016,강동구 성내2동,36,1978,7625,4091,88.5,45.0,95.75,48.5
455,2016,강동구 성내3동,57,2461,9455,4531,96.25,43.0,95.75,48.5
456,2016,강동구 암사1동,22,1927,5510,2651,88.75,45.25,95.75,48.5
457,2016,강동구 암사2동,17,864,5139,2598,93.25,45.5,95.75,48.5
458,2016,강동구 암사3동,6,609,2009,1091,84.0,49.75,95.75,48.5
459,2016,강동구 천호1동,21,1529,5643,2953,86.75,47.5,95.75,48.5
460,2016,강동구 천호2동,61,3707,14190,7451,88.5,47.0,95.75,48.5
461,2016,강동구 천호3동,33,1863,7584,3488,95.0,45.25,95.75,48.5
462,2016,강북구 미아동,30,1639,6194,3460,92.5,45.25,95.75,48.5
463,2016,강북구 번1동,31,1793,8987,5064,91.75,43.25,95.75,48.5
464,2016,강북구 번2동,5,656,3314,1252,96.25,48.75,95.75,48.5
465,2016,강북구 번3동,11,860,2922,1310,92.25,46.75,95.75,48.5
466,2016,강북구 삼각산동,19,781,2354,1395,77.0,47.25,95.75,48.5
467,2016,강북구 삼양동,10,1176,3641,2080,99.5,48.0,95.75,48.5
468,2016,강북구 송중동,37,1955,7783,4303,89.0,48.5,95.75,48.5
469,2016,강북구 송천동,30,2128,7241,3823,101.0,51.25,95.75,48.5
470,2016,강북구 수유1동,18,1449,4878,2575,104.25,50.0,95.75,48.5
471,2016,강북구 수유2동,11,1363,4339,2301,91.5,47.25,95.75,48.5
472,2016,강북구 수유3동,36,2399,8658,4793,91.25,45.0,95.75,48.5
473,2016,강북구 우이동,34,993,3970,1479,98.5,47.75,95.75,48.5
474,2016,강북구 인수동,29,1550,5487,2627,89.25,47.25,95.75,48.5
475,2016,강서구 가양1동,43,1809,14040,5036,68.0,49.0,95.75,48.5
476,2016,강서구 가양2동,5,640,3495,1799,88.0,45.75,95.75,48.5
477,2016,강서구 가양3동,6,933,7631,3062,84.5,48.5,95.75,48.5
478,2016,강서구 공항동,29,1973,35503,16085,91.25,46.25,95.75,48.5
479,2016,강서구 등촌1동,41,1939,15729,6558,79.75,47.75,95.75,48.5
480,2016,강서구 등촌2동,17,735,3454,1638,95.5,45.0,95.75,48.5
481,2016,강서구 등촌3동,59,2627,22329,11293,75.25,44.25,95.75,48.5
482,2016,강서구 발산1동,29,2322,11966,5386,82.5,47.5,95.75,48.5
483,2016,강서구 방화1동,42,2879,10377,5049,85.0,47.25,95.75,48.5
484,2016,강서구 방화2동,35,2932,13631,5034,83.0,48.75,95.75,48.5
485,2016,강서구 방화3동,16,932,4739,2015,94.75,48.75,95.75,48.5
486,2016,강서구 염창동,40,2149,15633,6041,91.75,48.75,95.75,48.5
487,2016,강서구 우장산동,28,1708,7430,3927,83.0,45.25,95.75,48.5
488,2016,강서구 화곡1동,45,3126,10841,5151,94.25,45.0,95.75,48.5
489,2016,강서구 화곡2동,7,852,2790,1464,94.5,44.25,95.75,48.5
490,2016,강서구 화곡3동,29,1227,5360,2854,84.0,46.25,95.75,48.5
491,2016,강서구 화곡4동,20,1444,3860,1994,92.75,45.25,95.75,48.5
492,2016,강서구 화곡6동,29,1850,11322,5326,79.5,43.0,95.75,48.5
493,2016,강서구 화곡8동,19,1230,3229,1665,83.75,47.0,95.75,48.5
494,2016,강서구 화곡본동,15,1355,4047,2274,100.75,47.75,95.75,48.5
495,2016,관악구 낙성대동,44,1265,7741,3562,81.5,48.5,95.75,48.5
496,2016,관악구 난곡동,10,959,2411,1230,100.75,56.0,95.75,48.5
497,2016,관악구 난향동,5,420,1926,1008,81.25,49.0,95.75,48.5
498,2016,관악구 남현동,18,874,5163,2276,94.5,50.0,95.75,48.5
499,2016,관악구 대학동,68,1701,12609,5611,85.0,48.25,95.75,48.5
500,2016,관악구 미성동,16,1625,6027,2937,102.5,50.5,95.75,48.5
501,2016,관악구 보라매동,21,1397,6434,3199,87.25,49.5,95.75,48.5
502,2016,관악구 삼성동,3,1062,2372,1211,116.25,55.75,95.75,48.5
503,2016,관악구 서림동,20,1316,3296,1261,93.5,51.0,95.75,48.5
504,2016,관악구 서원동,41,1296,7974,4014,94.25,51.5,95.75,48.5
505,2016,관악구 성현동,11,880,2964,1523,90.0,44.75,95.75,48.5
506,2016,관악구 신림동,39,1623,5671,2842,93.0,46.0,95.75,48.5
507,2016,관악구 신사동_관악,13,1422,4712,2184,91.25,47.0,95.75,48.5
508,2016,관악구 신원동,9,851,2453,1383,93.25,50.75,95.75,48.5
509,2016,관악구 은천동,20,1596,7330,3479,96.25,46.75,95.75,48.5
510,2016,관악구 인헌동,24,1047,4006,2142,93.75,49.0,95.75,48.5
511,2016,관악구 조원동,23,2184,7073,2980,102.75,45.0,95.75,48.5
512,2016,관악구 중앙동,27,1086,5076,2575,100.0,47.75,95.75,48.5
513,2016,관악구 청룡동,46,1866,11207,4636,95.5,47.0,95.75,48.5
514,2016,관악구 청림동,7,443,1185,671,96.25,52.5,95.75,48.5
515,2016,관악구 행운동,30,1464,6151,3271,101.75,49.25,95.75,48.5
516,2016,광진구 광장동,34,1402,12078,5580,82.25,51.25,95.75,48.5
517,2016,광진구 구의1동,38,1900,6556,2888,96.75,47.0,95.75,48.5
518,2016,광진구 구의2동,23,1251,5199,2345,98.0,52.75,95.75,48.5
519,2016,광진구 구의3동,43,2636,19517,6124,99.5,50.75,95.75,48.5
520,2016,광진구 군자동,49,1609,10040,4666,95.25,48.75,95.75,48.5
521,2016,광진구 능동,21,758,5945,2879,90.0,50.25,95.75,48.5
522,2016,광진구 자양1동,29,1736,8527,3604,97.5,47.25,95.75,48.5
523,2016,광진구 자양2동,24,1524,7659,3283,97.25,46.5,95.75,48.5
524,2016,광진구 자양3동,44,1356,6395,3484,83.75,47.5,95.75,48.5
525,2016,광진구 자양4동,45,2058,6388,2968,92.0,48.0,95.75,48.5
526,2016,광진구 중곡1동,21,1639,6476,2549,99.25,47.5,95.75,48.5
527,2016,광진구 중곡2동,19,1660,6711,3308,91.75,46.0,95.75,48.5
528,2016,광진구 중곡3동,25,1347,5601,2483,94.5,45.75,95.75,48.5
529,2016,광진구 중곡4동,26,1545,4810,2149,97.0,48.25,95.75,48.5
530,2016,광진구 화양동,105,2474,15035,7227,82.75,46.75,95.75,48.5
531,2016,구로구 가리봉동,7,976,2820,1573,109.75,48.5,95.75,48.5
532,2016,구로구 개봉1동,28,1756,5596,2875,93.25,49.5,95.75,48.5
533,2016,구로구 개봉2동,20,1133,2989,1693,99.5,50.25,95.75,48.5
534,2016,구로구 개봉3동,17,1012,5099,2391,109.5,47.0,95.75,48.5
535,2016,구로구 고척1동,34,2629,9475,4067,91.5,49.75,95.75,48.5
536,2016,구로구 고척2동,19,1427,3976,2055,100.75,49.0,95.75,48.5
537,2016,구로구 구로1동,8,626,3021,1098,107.5,48.5,95.75,48.5
538,2016,구로구 구로2동,51,7912,30343,12792,103.0,47.75,95.75,48.5
539,2016,구로구 구로3동,112,6881,82785,29914,71.75,45.75,95.75,48.5
540,2016,구로구 구로4동,19,2023,5011,2775,96.25,46.25,95.75,48.5
541,2016,구로구 구로5동,48,4857,26516,11598,80.0,45.5,95.75,48.5
542,2016,구로구 수궁동,19,1272,5881,2111,95.25,50.25,95.75,48.5
543,2016,구로구 신도림동,51,2835,14839,7155,70.75,45.75,95.75,48.5
544,2016,구로구 오류1동,17,1121,5158,2697,103.0,52.25,95.75,48.5
545,2016,구로구 오류2동,23,1573,7882,3290,80.0,49.0,95.75,48.5
546,2016,금천구 가산동,173,13752,153745,53813,68.0,44.0,95.75,48.5
547,2016,금천구 독산1동,42,3922,24440,9052,88.75,50.25,95.75,48.5
548,2016,금천구 독산2동,7,1178,3542,1630,94.5,48.75,95.75,48.5
549,2016,금천구 독산3동,16,2190,8267,3618,99.5,44.75,95.75,48.5
550,2016,금천구 독산4동,14,1011,3674,1735,99.5,47.5,95.75,48.5
551,2016,금천구 시흥1동,42,2986,13912,6883,101.0,50.0,95.75,48.5
552,2016,금천구 시흥2동,7,576,2005,1233,84.75,49.0,95.75,48.5
553,2016,금천구 시흥3동,10,3340,10610,3041,119.5,51.5,95.75,48.5
554,2016,금천구 시흥4동,12,859,1938,1112,97.0,45.25,95.75,48.5
555,2016,금천구 시흥5동,15,1173,3445,1822,103.0,47.75,95.75,48.5
556,2016,노원구 공릉1동,50,2776,11472,5526,96.5,49.25,95.75,48.5
557,2016,노원구 공릉2동,67,1944,11763,5795,84.25,47.0,95.75,48.5
558,2016,노원구 상계10동,7,469,2191,910,87.5,48.25,95.75,48.5
559,2016,노원구 상계1동,42,3133,10559,4367,80.0,45.0,95.75,48.5
560,2016,노원구 상계2동,63,2459,9991,5932,80.0,43.5,95.75,48.5
561,2016,노원구 상계3.4동,15,1434,4495,2013,105.25,49.25,95.75,48.5
562,2016,노원구 상계5동,23,1568,4708,2636,97.25,45.5,95.75,48.5
563,2016,노원구 상계6.7동,32,1910,14943,9344,92.25,45.25,95.75,48.5
564,2016,노원구 상계8동,6,577,1935,1190,96.75,57.0,95.75,48.5
565,2016,노원구 상계9동,5,721,2519,1437,98.0,49.5,95.75,48.5
566,2016,노원구 월계1동,36,1444,6011,2438,92.75,50.75,95.75,48.5
567,2016,노원구 월계2동,13,922,3313,1460,88.5,50.25,95.75,48.5
568,2016,노원구 월계3동,13,965,3371,1568,87.25,46.5,95.75,48.5
569,2016,노원구 중계1동,19,951,4219,2299,84.25,47.75,95.75,48.5
570,2016,노원구 중계2.3동,24,1360,5472,3300,85.0,48.75,95.75,48.5
571,2016,노원구 중계4동,20,1044,3766,2108,83.75,45.0,95.75,48.5
572,2016,노원구 중계본동,31,1184,5296,2671,81.5,45.25,95.75,48.5
573,2016,노원구 하계1동,21,1023,7727,3984,89.75,50.25,95.75,48.5
574,2016,노원구 하계2동,2,387,1248,695,104.5,56.25,95.75,48.5
575,2016,도봉구 도봉1동,23,1701,6063,2598,100.0,49.25,95.75,48.5
576,2016,도봉구 도봉2동,20,1439,6722,2839,92.75,47.25,95.75,48.5
577,2016,도봉구 방학1동,28,2330,10831,5033,86.25,43.75,95.75,48.5
578,2016,도봉구 방학2동,10,1244,3029,1579,90.0,46.0,95.75,48.5
579,2016,도봉구 방학3동,12,871,3127,1526,90.0,52.5,95.75,48.5
580,2016,도봉구 쌍문1동,25,928,3908,2100,90.75,45.25,95.75,48.5
581,2016,도봉구 쌍문2동,16,1308,5503,2660,85.5,47.0,95.75,48.5
582,2016,도봉구 쌍문3동,10,975,4078,1970,91.0,48.25,95.75,48.5
583,2016,도봉구 쌍문4동,10,616,1922,1027,88.25,46.5,95.75,48.5
584,2016,도봉구 창1동,16,1404,3739,1958,88.25,45.25,95.75,48.5
585,2016,도봉구 창2동,10,1398,4457,2163,89.75,48.75,95.75,48.5
586,2016,도봉구 창3동,11,969,2242,1201,93.5,48.0,95.75,48.5
587,2016,도봉구 창4동,15,1284,7286,3503,96.75,45.75,95.75,48.5
588,2016,도봉구 창5동,33,2219,7259,3424,86.5,44.5,95.75,48.5
589,2016,동대문구 답십리1동,26,2242,10402,4713,94.5,51.0,95.75,48.5
590,2016,동대문구 답십리2동,10,2055,6059,2391,104.5,52.25,95.75,48.5
591,2016,동대문구 용신동,80,5820,32819,14630,104.25,46.0,95.75,48.5
592,2016,동대문구 이문1동,59,1486,6849,3147,103.5,51.25,95.75,48.5
593,2016,동대문구 이문2동,11,729,2257,922,102.0,50.75,95.75,48.5
594,2016,동대문구 장안1동,44,4539,21790,9612,98.5,44.5,95.75,48.5
595,2016,동대문구 장안2동,40,3204,11468,5971,94.0,44.25,95.75,48.5
596,2016,동대문구 전농1동,46,2178,8303,4033,103.75,53.5,95.75,48.5
597,2016,동대문구 전농2동,19,875,4824,2393,107.5,48.25,95.75,48.5
598,2016,동대문구 제기동,37,4739,11977,5391,127.0,57.0,95.75,48.5
599,2016,동대문구 청량리동,27,1683,8132,3524,133.0,54.0,95.75,48.5
600,2016,동대문구 회기동,67,988,9709,5197,89.25,46.0,95.75,48.5
601,2016,동대문구 휘경1동,26,1027,4606,2333,98.75,49.5,95.75,48.5
602,2016,동대문구 휘경2동,17,1197,4977,2462,86.0,48.75,95.75,48.5
603,2016,동작구 노량진1동,101,2148,9310,4608,105.25,56.25,95.75,48.5
604,2016,동작구 노량진2동,33,1554,6340,2852,107.75,53.25,95.75,48.5
605,2016,동작구 대방동,27,1660,12152,5329,95.5,48.25,95.75,48.5
606,2016,동작구 사당1동,41,1845,9566,4890,92.75,47.0,95.75,48.5
607,2016,동작구 사당2동,45,1651,5818,3061,95.5,49.75,95.75,48.5
608,2016,동작구 사당3동,16,1005,4316,2123,99.5,49.0,95.75,48.5
609,2016,동작구 사당4동,6,684,1738,954,96.75,48.0,95.75,48.5
610,2016,동작구 사당5동,8,506,1709,815,97.5,49.0,95.75,48.5
611,2016,동작구 상도1동,64,1704,8381,3934,90.25,51.0,95.75,48.5
612,2016,동작구 상도2동,23,1287,4543,2408,108.5,54.0,95.75,48.5
613,2016,동작구 상도3동,13,946,2683,1434,96.25,51.75,95.75,48.5
614,2016,동작구 상도4동,21,983,2910,1614,99.25,48.75,95.75,48.5
615,2016,동작구 신대방1동,17,1060,4364,2262,99.25,48.75,95.75,48.5
616,2016,동작구 신대방2동,41,1219,24086,12789,96.25,49.25,95.75,48.5
617,2016,동작구 흑석동,45,1495,10142,5433,102.5,55.25,95.75,48.5
618,2016,마포구 공덕동,55,2764,18875,8757,104.0,51.5,95.75,48.5
619,2016,마포구 대흥동,52,1583,9646,5130,103.25,50.5,95.75,48.5
620,2016,마포구 도화동,49,2012,15583,7880,97.5,50.5,95.75,48.5
621,2016,마포구 망원1동,49,1771,4705,1844,88.0,46.25,95.75,48.5
622,2016,마포구 망원2동,39,1362,5226,2166,87.5,44.5,95.75,48.5
623,2016,마포구 상암동,122,2341,38152,14657,55.5,41.0,95.75,48.5
624,2016,마포구 서강동,96,1699,11958,6098,72.5,44.25,95.75,48.5
625,2016,마포구 서교동,514,9536,62203,31051,71.0,45.25,95.75,48.5
626,2016,마포구 성산1동,35,1539,11078,3629,85.0,45.25,95.75,48.5
627,2016,마포구 성산2동,33,1782,11771,5716,89.5,52.0,95.75,48.5
628,2016,마포구 신수동,23,1174,5334,2426,93.75,51.25,95.75,48.5
629,2016,마포구 아현동,25,1745,12598,5201,98.5,48.75,95.75,48.5
630,2016,마포구 연남동,87,1506,5926,2744,61.5,49.5,95.75,48.5
631,2016,마포구 염리동,27,720,3618,1763,104.0,53.0,95.75,48.5
632,2016,마포구 용강동,47,2608,19216,7889,90.75,48.75,95.75,48.5
633,2016,마포구 합정동,81,2049,14716,5964,83.25,46.75,95.75,48.5
634,2016,서대문구 남가좌1동,6,733,2047,1288,127.75,56.0,95.75,48.5
635,2016,서대문구 남가좌2동,32,1308,4207,2012,98.25,49.25,95.75,48.5
636,2016,서대문구 북가좌1동,9,642,3126,1218,75.5,44.0,95.75,48.5
637,2016,서대문구 북가좌2동,24,2330,7183,3334,95.75,48.25,95.75,48.5
638,2016,서대문구 북아현동,8,790,2099,1065,123.0,61.0,95.75,48.5
639,2016,서대문구 신촌동,254,3642,37929,22571,98.5,47.75,95.75,48.5
640,2016,서대문구 연희동,79,2248,11127,5010,99.25,52.5,95.75,48.5
641,2016,서대문구 천연동,17,922,2835,1485,111.75,54.25,95.75,48.5
642,2016,서대문구 충현동,76,1812,25628,10109,108.5,54.0,95.75,48.5
643,2016,서대문구 홍은1동,11,981,2470,1272,114.25,54.0,95.75,48.5
644,2016,서대문구 홍은2동,31,1168,5372,2438,104.5,51.0,95.75,48.5
645,2016,서대문구 홍제1동,17,1119,4489,2319,101.0,55.0,95.75,48.5
646,2016,서대문구 홍제2동,6,590,1677,895,107.5,54.0,95.75,48.5
647,2016,서대문구 홍제3동,21,1255,3790,2006,114.5,57.5,95.75,48.5
648,2016,서초구 내곡동,11,667,9411,2687,95.75,56.5,95.75,48.5
649,2016,서초구 반포1동,34,1517,8836,4156,89.75,42.5,95.75,48.5
650,2016,서초구 반포2동,11,452,2841,1481,103.0,58.0,95.75,48.5
651,2016,서초구 반포3동,18,922,7073,3705,104.75,54.75,95.75,48.5
652,2016,서초구 반포4동,101,3594,32423,15991,114.75,59.25,95.75,48.5
653,2016,서초구 반포본동,21,677,2727,1498,113.75,55.75,95.75,48.5
654,2016,서초구 방배1동,49,1767,14930,6352,94.75,48.25,95.75,48.5
655,2016,서초구 방배2동,49,1957,17422,7749,92.5,49.25,95.75,48.5
656,2016,서초구 방배3동,21,1222,13934,4542,111.5,47.75,95.75,48.5
657,2016,서초구 방배4동,45,2384,14073,6199,104.5,48.0,95.75,48.5
658,2016,서초구 방배본동,46,1670,10580,4697,99.5,46.75,95.75,48.5
659,2016,서초구 서초1동,97,3626,29810,11754,103.5,48.5,95.75,48.5
660,2016,서초구 서초2동,93,4406,48060,18861,90.75,44.25,95.75,48.5
661,2016,서초구 서초3동,158,7466,74335,28598,100.25,47.25,95.75,48.5
662,2016,서초구 서초4동,77,2916,27163,13618,94.0,45.75,95.75,48.5
663,2016,서초구 양재1동,112,3631,46647,15690,90.25,47.25,95.75,48.5
664,2016,서초구 양재2동,88,5257,50006,15658,100.0,44.75,95.75,48.5
665,2016,서초구 잠원동,45,2273,16956,6749,97.25,46.5,95.75,48.5
666,2016,성동구 금호1가동,9,535,1685,919,102.0,51.75,95.75,48.5
667,2016,성동구 금호2.3가동,22,1008,2758,1535,107.25,56.75,95.75,48.5
668,2016,성동구 금호4가동,9,617,1786,956,113.75,53.25,95.75,48.5
669,2016,성동구 마장동,18,3238,11683,4006,114.0,50.75,95.75,48.5
670,2016,성동구 사근동,68,1088,11474,5792,84.0,51.0,95.75,48.5
671,2016,성동구 성수1가1동,15,1546,7815,3101,106.5,49.25,95.75,48.5
672,2016,성동구 성수1가2동,57,2198,17103,6376,86.0,50.0,95.75,48.5
673,2016,성동구 성수2가1동,36,2626,18337,6722,96.75,48.5,95.75,48.5
674,2016,성동구 성수2가3동,63,5056,45871,16505,85.5,50.75,95.75,48.5
