,기간,자치구행정동명,음료점,사업체수,총종사자수,총여성종사자수,운영평균,폐업평균,서울운영평균,서울시폐업평균
675,2016,성동구 송정동,6,695,2453,1065,105.25,47.0,95.75,48.5
676,2016,성동구 옥수동,18,825,3046,1690,87.75,50.0,95.75,48.5
677,2016,성동구 왕십리2동,5,780,2440,1386,91.0,52.5,95.75,48.5
678,2016,성동구 왕십리도선동,36,1906,11693,6295,89.0,50.25,95.75,48.5
679,2016,성동구 용답동,22,2055,15156,5695,115.25,49.75,95.75,48.5
680,2016,성동구 응봉동,8,375,1037,537,111.25,50.5,95.75,48.5
681,2016,성동구 행당1동,40,1451,8783,4403,85.25,50.5,95.75,48.5
682,2016,성동구 행당2동,13,582,1927,1140,80.0,49.75,95.75,48.5
683,2016,성북구 길음1동,23,968,3525,2273,107.25,52.25,95.75,48.5
684,2016,성북구 길음2동,21,1296,4987,2879,79.75,54.25,95.75,48.5
685,2016,성북구 돈암1동,8,394,1788,932,98.75,47.75,95.75,48.5
686,2016,성북구 돈암2동,7,398,2168,1371,99.0,46.5,95.75,48.5
687,2016,성북구 동선동,90,1936,10556,5446,90.5,47.25,95.75,48.5
688,2016,성북구 보문동,10,1303,5195,2513,103.75,48.0,95.75,48.5
689,2016,성북구 삼선동,52,1849,10526,5320,93.5,51.75,95.75,48.5
690,2016,성북구 석관동,29,2163,9539,4313,105.75,50.5,95.75,48.5
691,2016,성북구 성북동,39,1107,5286,2759,103.0,63.5,95.75,48.5
692,2016,성북구 안암동,81,1462,12928,6014,91.0,51.0,95.75,48.5
693,2016,성북구 월곡1동,12,1376,5062,2557,105.25,47.75,95.75,48.5
694,2016,성북구 월곡2동,44,1594,7909,4096,90.75,50.75,95.75,48.5
695,2016,성북구 장위1동,10,1028,2643,1436,112.25,50.0,95.75,48.5
696,2016,성북구 장위2동,12,1606,5015,2455,123.0,50.5,95.75,48.5
697,2016,성북구 장위3동,5,804,3480,1417,113.25,57.25,95.75,48.5
698,2016,성북구 정릉1동,7,732,2053,1032,95.25,49.25,95.75,48.5
699,2016,성북구 정릉2동,17,900,2871,1360,104.0,58.5,95.75,48.5
700,2016,성북구 정릉3동,13,667,4319,1893,108.75,55.5,95.75,48.5
701,2016,성북구 정릉4동,15,929,4283,1649,94.5,53.5,95.75,48.5
702,2016,성북구 종암동,30,2048,7309,3640,101.0,53.0,95.75,48.5
703,2016,송파구 가락1동,2,2865,10639,3125,111.0,64.75,95.75,48.5
704,2016,송파구 가락2동,37,1909,10539,4602,97.25,45.75,95.75,48.5
705,2016,송파구 가락본동,61,3598,28777,11826,86.75,43.25,95.75,48.5
706,2016,송파구 거여1동,17,881,3041,1444,83.5,46.25,95.75,48.5
707,2016,송파구 거여2동,13,951,4152,1883,101.5,50.5,95.75,48.5
708,2016,송파구 마천1동,11,948,2165,999,97.5,48.25,95.75,48.5
709,2016,송파구 마천2동,15,1373,4414,2028,103.75,50.0,95.75,48.5
710,2016,송파구 문정1동,35,1381,8917,3535,88.0,47.0,95.75,48.5
711,2016,송파구 문정2동,66,3823,24211,7759,60.25,38.75,95.75,48.5
712,2016,송파구 방이1동,42,1326,12889,4110,91.5,44.25,95.75,48.5
713,2016,송파구 방이2동,57,2969,22135,9423,90.75,45.5,95.75,48.5
714,2016,송파구 삼전동,36,2050,14868,4510,89.0,44.0,95.75,48.5
715,2016,송파구 석촌동,56,2663,13767,5682,99.5,44.75,95.75,48.5
716,2016,송파구 송파1동,46,2487,13710,5174,97.5,44.75,95.75,48.5
717,2016,송파구 송파2동,26,936,6088,2368,89.75,44.75,95.75,48.5
718,2016,송파구 오금동,56,2427,16661,6518,96.75,47.0,95.75,48.5
719,2016,송파구 오륜동,12,516,4514,2107,114.75,58.5,95.75,48.5
720,2016,송파구 위례동,11,329,2815,890,25.5,45.5,95.75,48.5
721,2016,송파구 잠실2동,22,821,4616,2461,63.25,37.0,95.75,48.5
722,2016,송파구 잠실3동,44,1580,10198,5971,93.75,63.0,95.75,48.5
723,2016,송파구 잠실4동,9,503,2071,1290,75.5,40.75,95.75,48.5
724,2016,송파구 잠실6동,67,2493,39676,15099,84.25,52.25,95.75,48.5
725,2016,송파구 잠실7동,5,199,1194,656,124.75,66.75,95.75,48.5
726,2016,송파구 잠실본동,67,3149,22442,9463,92.5,46.5,95.75,48.5
727,2016,송파구 장지동,29,1426,10324,3724,80.75,43.5,95.75,48.5
728,2016,송파구 풍납1동,8,770,2443,1335,109.0,50.75,95.75,48.5
729,2016,송파구 풍납2동,17,1182,15395,9100,99.25,49.5,95.75,48.5
730,2016,양천구 목1동,88,2943,20725,10149,75.0,46.0,95.75,48.5
731,2016,양천구 목2동,23,1139,4094,1928,93.0,48.5,95.75,48.5
732,2016,양천구 목3동,20,1242,4644,1967,94.25,47.5,95.75,48.5
733,2016,양천구 목4동,28,1326,3853,2127,88.0,45.25,95.75,48.5
734,2016,양천구 목5동,30,1525,10258,5818,86.0,46.5,95.75,48.5
735,2016,양천구 신월1동,10,1775,5063,2255,99.0,44.75,95.75,48.5
736,2016,양천구 신월2동,10,1239,3984,1673,100.75,47.75,95.75,48.5
737,2016,양천구 신월3동,10,958,4277,1715,106.75,45.25,95.75,48.5
738,2016,양천구 신월4동,14,1164,3745,1369,88.0,47.75,95.75,48.5
739,2016,양천구 신월5동,17,1010,4422,1791,93.75,48.0,95.75,48.5
740,2016,양천구 신월6동,2,1460,3231,1025,123.25,53.75,95.75,48.5
741,2016,양천구 신월7동,10,1391,5695,1954,89.75,45.0,95.75,48.5
742,2016,양천구 신정1동,27,1099,4929,2618,101.5,48.0,95.75,48.5
743,2016,양천구 신정2동,19,1104,3612,1966,89.25,46.0,95.75,48.5
744,2016,양천구 신정3동,18,1882,9536,3837,91.0,47.75,95.75,48.5
745,2016,양천구 신정4동,52,3122,14941,7061,88.75,44.25,95.75,48.5
746,2016,양천구 신정6동,10,738,5769,2935,73.5,45.0,95.75,48.5
747,2016,양천구 신정7동,16,991,4481,1998,90.0,46.0,95.75,48.5
748,2016,영등포구 당산1동,70,3183,18621,7997,96.5,45.5,95.75,48.5
749,2016,영등포구 당산2동,65,2306,21446,9552,86.0,48.0,95.75,48.5
750,2016,영등포구 대림1동,9,1128,4251,2459,106.75,45.0,95.75,48.5
751,2016,영등포구 대림2동,12,1390,4513,2348,86.75,42.25,95.75,48.5
752,2016,영등포구 대림3동,22,2807,11203,4555,90.5,43.75,95.75,48.5
753,2016,영등포구 도림동,11,984,3334,1305,98.25,49.25,95.75,48.5
754,2016,영등포구 문래동,69,5403,40679,15712,86.0,47.75,95.75,48.5
755,2016,영등포구 신길1동,17,1176,6721,2949,109.5,49.75,95.75,48.5
756,2016,영등포구 신길3동,10,985,2745,1394,120.75,53.5,95.75,48.5
757,2016,영등포구 신길4동,5,491,1691,951,98.0,49.0,95.75,48.5
758,2016,영등포구 신길5동,7,655,3031,1171,99.0,47.75,95.75,48.5
759,2016,영등포구 신길6동,24,1277,4697,2514,106.5,47.25,95.75,48.5
760,2016,영등포구 신길7동,15,533,2676,1343,105.0,49.75,95.75,48.5
761,2016,영등포구 양평1동,34,3246,23475,9752,104.0,47.25,95.75,48.5
762,2016,영등포구 양평2동,49,2154,19830,7540,91.5,47.75,95.75,48.5
763,2016,영등포구 여의동,279,7966,152605,57575,108.5,48.75,95.75,48.5
764,2016,영등포구 영등포동,107,6524,39392,18595,111.0,52.5,95.75,48.5
765,2016,영등포구 영등포본동,29,1470,5715,2995,85.75,51.25,95.75,48.5
766,2016,용산구 남영동,51,1673,18172,8600,106.75,53.25,95.75,48.5
767,2016,용산구 보광동,13,836,2786,988,94.5,52.75,95.75,48.5
768,2016,용산구 서빙고동,7,415,5077,1782,116.25,58.25,95.75,48.5
769,2016,용산구 용문동,13,682,1568,741,100.25,51.0,95.75,48.5
770,2016,용산구 용산2가동,31,574,2075,1034,86.5,48.25,95.75,48.5
771,2016,용산구 원효로1동,40,1843,10407,4126,105.5,48.75,95.75,48.5
772,2016,용산구 원효로2동,13,1190,7045,2527,107.0,46.75,95.75,48.5
773,2016,용산구 이촌1동,24,823,3825,2184,126.0,60.0,95.75,48.5
774,2016,용산구 이촌2동,6,340,821,276,120.75,66.75,95.75,48.5
775,2016,용산구 이태원1동,45,1714,8286,3882,111.5,58.5,95.75,48.5
776,2016,용산구 이태원2동,54,733,3216,1341,72.5,51.75,95.75,48.5
777,2016,용산구 청파동,72,1915,9433,5094,101.25,49.75,95.75,48.5
778,2016,용산구 한강로동,106,4892,31880,12864,115.5,50.0,95.75,48.5
779,2016,용산구 한남동,75,2055,16649,7122,93.25,49.75,95.75,48.5
780,2016,용산구 효창동,16,469,2300,988,95.75,57.0,95.75,48.5
781,2016,용산구 후암동,22,840,5493,3225,99.0,59.0,95.75,48.5
782,2016,은평구 갈현1동,30,1419,4944,2796,92.5,47.0,95.75,48.5
783,2016,은평구 갈현2동,42,1594,6148,3553,84.25,47.0,95.75,48.5
784,2016,은평구 구산동,18,1209,5252,2888,88.75,49.5,95.75,48.5
785,2016,은평구 녹번동,26,1900,9821,5017,95.0,51.75,95.75,48.5
786,2016,은평구 대조동,57,2553,8019,4527,89.5,48.5,95.75,48.5
787,2016,은평구 불광1동,30,1640,6326,3812,97.0,50.5,95.75,48.5
788,2016,은평구 불광2동,19,1347,4290,2433,98.75,51.0,95.75,48.5
789,2016,은평구 수색동,6,727,2695,934,138.75,56.75,95.75,48.5
790,2016,은평구 신사1동,23,1290,3909,1904,91.75,46.5,95.75,48.5
791,2016,은평구 신사2동,9,1639,3686,1347,94.5,49.0,95.75,48.5
792,2016,은평구 역촌동,43,2523,7933,3915,84.25,47.0,95.75,48.5
793,2016,은평구 응암1동,29,1680,7696,4062,98.0,49.5,95.75,48.5
794,2016,은평구 응암2동,9,610,1823,1065,88.25,55.5,95.75,48.5
795,2016,은평구 응암3동,24,1815,4965,2780,104.75,51.0,95.75,48.5
796,2016,은평구 증산동,14,1130,4192,1796,100.75,49.25,95.75,48.5
797,2016,은평구 진관동,50,1539,8504,4442,60.0,44.5,95.75,48.5
798,2016,종로구 가회동,51,770,14215,3421,97.5,55.75,95.75,48.5
799,2016,종로구 교남동,8,302,3612,2108,157.75,60.75,95.75,48.5
800,2016,종로구 무악동,5,573,1472,716,103.5,63.0,95.75,48.5
801,2016,종로구 부암동,33,575,3690,1794,90.25,54.25,95.75,48.5
802,2016,종로구 사직동,136,3489,53850,22208,109.75,53.75,95.75,48.5
803,2016,종로구 삼청동,77,751,4823,2475,78.0,52.5,95.75,48.5
804,2016,종로구 숭인1동,2,533,1587,871,100.25,51.25,95.75,48.5
805,2016,종로구 숭인2동,26,1881,6819,3623,110.5,42.0,95.75,48.5
806,2016,종로구 이화동,84,1248,16032,9349,94.25,52.25,95.75,48.5
807,2016,종로구 종로1.2.3.4가동,378,15970,110743,44602,127.75,58.75,95.75,48.5
808,2016,종로구 종로5·6가동,80,7691,23392,8933,129.5,57.5,95.75,48.5
809,2016,종로구 창신1동,14,2273,6340,3225,110.0,50.5,95.75,48.5
810,2016,종로구 창신2동,7,872,2429,1358,125.75,60.0,95.75,48.5
811,2016,종로구 창신3동,4,283,874,414,94.5,53.25,95.75,48.5
812,2016,종로구 청운효자동,62,1009,6415,2892,90.0,56.0,95.75,48.5
813,2016,종로구 평창동,20,708,2990,1585,99.0,55.0,95.75,48.5
814,2016,종로구 혜화동,111,1736,9026,4401,95.5,51.0,95.75,48.5
815,2016,중구 광희동,104,9380,38813,17610,118.0,49.75,95.75,48.5
816,2016,중구 다산동,19,1387,9577,5077,100.5,52.0,95.75,48.5
817,2016,중구 동화동,15,970,4035,2024,95.75,48.25,95.75,48.5
818,2016,중구 명동,252,6778,115866,51709,129.5,53.25,95.75,48.5
819,2016,중구 소공동,137,3929,65041,27289,119.0,62.0,95.75,48.5
820,2016,중구 신당5동,10,1283,3942,2075,99.5,51.5,95.75,48.5
821,2016,중구 신당동,35,12117,27836,16073,116.75,51.0,95.75,48.5
822,2016,중구 약수동,14,854,3563,1943,100.0,52.5,95.75,48.5
823,2016,중구 을지로동,81,9442,29762,10833,152.5,61.0,95.75,48.5
824,2016,중구 장충동,18,911,9874,4006,112.5,54.75,95.75,48.5
825,2016,중구 중림동,26,1005,7677,3576,106.0,56.25,95.75,48.5
826,2016,중구 청구동,16,765,3856,1491,95.75,46.25,95.75,48.5
827,2016,중구 필동,78,3159,24075,10185,119.5,52.5,95.75,48.5
828,2016,중구 황학동,17,1963,6435,2844,118.0,60.25,95.75,48.5
829,2016,중구 회현동,110,9697,52540,24400,135.0,58.0,95.75,48.5
830,2016,중랑구 망우3동,10,1107,3728,1897,94.5,44.25,95.75,48.5
831,2016,중랑구 망우본동,38,3871,12246,5638,101.0,46.0,95.75,48.5
832,2016,중랑구 면목2동,16,2053,6620,3058,98.75,45.5,95.75,48.5
833,2016,중랑구 면목3.8동,29,2090,7040,3532,93.25,46.0,95.75,48.5
834,2016,중랑구 면목4동,9,1102,3702,1730,92.5,46.75,95.75,48.5
835,2016,중랑구 면목5동,3,873,2976,1217,98.25,47.0,95.75,48.5
836,2016,중랑구 면목7동,19,1512,4175,2200,103.0,47.5,95.75,48.5
837,2016,중랑구 면목본동,20,2498,7459,4052,94.0,46.0,95.75,48.5
838,2016,중랑구 묵1동,28,1471,5369,2794,87.5,48.0,95.75,48.5
839,2016,중랑구 묵2동,16,1815,4712,2188,94.0,47.5,95.75,48.5
840,2016,중랑구 상봉1동,28,1124,6360,2830,77.5,48.25,95.75,48.5
841,2016,중랑구 상봉2동,34,2131,9451,4431,96.5,45.5,95.75,48.5
842,2016,중랑구 신내1동,25,1945,9956,4367,85.75,46.5,95.75,48.5
843,2016,중랑구 신내2동,14,1136,6165,3002,84.0,46.0,95.75,48.5
844,2016,중랑구 중화1동,12,1061,3715,2129,96.75,48.5,95.75,48.5
845,2016,중랑구 중화2동,21,2126,7516,3363,101.25,46.5,95.75,48.5
846,2017,강남구 개포1동,4,467,1460,499,105.75,56.25,97.25,49.75
847,2017,강남구 개포2동,16,684,3142,1808,104.75,52.75,97.25,49.75
848,2017,강남구 개포4동,34,2182,11888,4213,106.0,47.25,97.25,49.75
849,2017,강남구 논현1동,108,5578,40669,19045,86.75,45.75,97.25,49.75
850,2017,강남구 논현2동,141,5542,59822,25307,89.25,46.0,97.25,49.75
851,2017,강남구 대치1동,25,1133,7278,4075,92.25,50.75,97.25,49.75
852,2017,강남구 대치2동,95,3965,54807,23122,96.5,49.25,97.25,49.75
853,2017,강남구 대치4동,114,3699,29228,12174,76.5,45.0,97.25,49.75
854,2017,강남구 도곡1동,47,1688,15994,6689,96.25,47.75,97.25,49.75
855,2017,강남구 도곡2동,38,1858,22508,9003,94.0,48.25,97.25,49.75
856,2017,강남구 삼성1동,121,4169,62947,26257,88.0,54.0,97.25,49.75
857,2017,강남구 삼성2동,73,3740,42389,17999,82.5,46.0,97.25,49.75
858,2017,강남구 세곡동,23,1025,5389,2413,51.75,46.25,97.25,49.75
859,2017,강남구 수서동,27,1527,17219,6759,98.25,52.25,97.25,49.75
860,2017,강남구 신사동_강남,138,4365,26783,14346,87.0,47.5,97.25,49.75
861,2017,강남구 압구정동,104,4131,28141,16047,96.5,46.25,97.25,49.75
862,2017,강남구 역삼1동,382,15590,146000,60833,78.75,43.5,97.25,49.75
863,2017,강남구 역삼2동,102,3480,40049,17860,82.75,45.0,97.25,49.75
864,2017,강남구 일원1동,21,2162,7064,2676,101.25,50.75,97.25,49.75
865,2017,강남구 일원2동,10,646,8831,2452,101.5,53.5,97.25,49.75
866,2017,강남구 일원본동,13,448,8210,5919,95.0,48.0,97.25,49.75
867,2017,강남구 청담동,96,4432,39229,20543,87.25,46.75,97.25,49.75
868,2017,강동구 강일동,12,955,14962,3683,57.25,38.75,97.25,49.75
869,2017,강동구 고덕1동,10,714,2390,1257,84.25,49.25,97.25,49.75
870,2017,강동구 고덕2동,6,1666,3034,930,116.75,56.75,97.25,49.75
871,2017,강동구 길동,64,4054,18512,9247,91.5,44.75,97.25,49.75
872,2017,강동구 둔촌2동,34,1627,9182,4516,95.5,46.5,97.25,49.75
873,2017,강동구 명일1동,50,1665,6341,3659,98.5,47.5,97.25,49.75
874,2017,강동구 명일2동,20,1134,4752,2712,99.25,51.75,97.25,49.75
875,2017,강동구 상일동,19,976,5538,2656,103.75,55.25,97.25,49.75
876,2017,강동구 성내1동,55,2102,22241,10098,93.5,47.25,97.25,49.75
877,2017,강동구 성내2동,39,1952,7860,4341,90.5,46.0,97.25,49.75
878,2017,강동구 성내3동,53,2427,9289,4543,98.5,44.25,97.25,49.75
879,2017,강동구 암사1동,24,1936,5684,2621,90.75,46.25,97.25,49.75
880,2017,강동구 암사2동,17,864,5290,2838,94.5,47.0,97.25,49.75
881,2017,강동구 암사3동,7,614,2121,1061,86.75,50.75,97.25,49.75
882,2017,강동구 천호1동,24,1575,6253,3063,89.0,48.0,97.25,49.75
883,2017,강동구 천호2동,57,3730,14996,7861,91.25,48.25,97.25,49.75
884,2017,강동구 천호3동,29,1859,7527,3645,95.0,46.25,97.25,49.75
885,2017,강북구 미아동,33,1670,6501,3679,93.5,46.25,97.25,49.75
886,2017,강북구 번1동,34,1836,9166,5290,93.0,44.25,97.25,49.75
887,2017,강북구 번2동,8,678,3442,1288,93.75,51.0,97.25,49.75
888,2017,강북구 번3동,12,912,2959,1284,94.5,48.25,97.25,49.75
889,2017,강북구 삼각산동,18,775,2337,1407,80.25,48.0,97.25,49.75
890,2017,강북구 삼양동,9,1186,3743,2187,101.25,49.0,97.25,49.75
891,2017,강북구 송중동,38,1962,8026,4608,91.0,49.0,97.25,49.75
892,2017,강북구 송천동,25,2106,7440,3973,102.25,52.25,97.25,49.75
893,2017,강북구 수유1동,20,1432,5090,2710,105.0,51.25,97.25,49.75
894,2017,강북구 수유2동,10,1339,4179,2326,92.0,48.5,97.25,49.75
895,2017,강북구 수유3동,45,2446,9009,5094,93.25,45.75,97.25,49.75
896,2017,강북구 우이동,38,1029,4271,1656,100.5,49.0,97.25,49.75
897,2017,강북구 인수동,30,1557,5589,2828,90.75,48.5,97.25,49.75
898,2017,강서구 가양1동,114,3512,35037,11708,50.0,48.75,97.25,49.75
899,2017,강서구 가양2동,6,595,3590,1791,90.25,47.75,97.25,49.75
900,2017,강서구 가양3동,6,907,7967,3152,90.0,49.25,97.25,49.75
901,2017,강서구 공항동,37,2096,37599,17176,90.5,47.25,97.25,49.75
902,2017,강서구 등촌1동,43,1892,15709,6584,81.25,49.25,97.25,49.75
903,2017,강서구 등촌2동,20,737,3766,1987,98.0,45.75,97.25,49.75
904,2017,강서구 등촌3동,52,2657,23388,12190,76.0,45.5,97.25,49.75
905,2017,강서구 발산1동,34,2340,12646,5676,83.5,49.25,97.25,49.75
906,2017,강서구 방화1동,53,2677,10176,5388,87.0,48.0,97.25,49.75
907,2017,강서구 방화2동,39,3318,15126,5745,85.5,50.0,97.25,49.75
908,2017,강서구 방화3동,14,908,4516,1991,98.5,50.0,97.25,49.75
909,2017,강서구 염창동,40,2126,16513,6594,94.0,50.75,97.25,49.75
910,2017,강서구 우장산동,29,1684,7114,3980,83.75,46.75,97.25,49.75
911,2017,강서구 화곡1동,46,3104,11276,5114,96.0,46.25,97.25,49.75
912,2017,강서구 화곡2동,7,848,2465,1234,97.5,45.25,97.25,49.75
913,2017,강서구 화곡3동,27,1212,4827,2620,85.5,47.25,97.25,49.75
914,2017,강서구 화곡4동,22,1482,3728,1909,95.5,46.25,97.25,49.75
915,2017,강서구 화곡6동,33,1846,10871,4949,84.5,43.0,97.25,49.75
916,2017,강서구 화곡8동,18,1259,4007,2264,86.5,47.25,97.25,49.75
917,2017,강서구 화곡본동,16,1356,4073,2337,102.25,49.0,97.25,49.75
918,2017,관악구 낙성대동,53,1323,7768,3376,81.75,49.75,97.25,49.75
919,2017,관악구 난곡동,9,973,2426,1264,103.75,56.75,97.25,49.75
920,2017,관악구 난향동,5,426,2144,1138,85.0,49.0,97.25,49.75
921,2017,관악구 남현동,16,846,4905,2295,96.5,51.0,97.25,49.75
922,2017,관악구 대학동,72,1669,12981,5868,86.25,49.25,97.25,49.75
923,2017,관악구 미성동,20,1598,6194,2799,104.0,52.0,97.25,49.75
924,2017,관악구 보라매동,21,1407,7026,3473,88.5,51.0,97.25,49.75
925,2017,관악구 삼성동,4,1052,2338,1129,117.5,57.0,97.25,49.75
926,2017,관악구 서림동,21,1311,3331,1257,95.25,51.5,97.25,49.75
927,2017,관악구 서원동,39,1312,7024,3817,95.75,52.0,97.25,49.75
928,2017,관악구 성현동,13,877,2928,1575,91.75,46.25,97.25,49.75
929,2017,관악구 신림동,39,1659,5964,2913,95.0,47.25,97.25,49.75
930,2017,관악구 신사동_관악,16,1384,4721,2223,93.25,47.25,97.25,49.75
931,2017,관악구 신원동,12,847,2355,1372,94.0,51.25,97.25,49.75
932,2017,관악구 은천동,22,1640,7316,3329,97.5,47.75,97.25,49.75
933,2017,관악구 인헌동,27,1025,4017,2150,95.75,50.75,97.25,49.75
934,2017,관악구 조원동,31,2215,7919,3386,104.25,46.0,97.25,49.75
935,2017,관악구 중앙동,27,1028,4941,2651,98.75,49.5,97.25,49.75
936,2017,관악구 청룡동,44,1856,11363,4721,97.75,48.0,97.25,49.75
937,2017,관악구 청림동,9,446,1262,730,98.75,54.0,97.25,49.75
938,2017,관악구 행운동,29,1480,6467,3526,102.75,50.25,97.25,49.75
939,2017,광진구 광장동,36,1419,16535,5814,82.75,52.25,97.25,49.75
940,2017,광진구 구의1동,32,1846,7159,3146,99.25,48.0,97.25,49.75
941,2017,광진구 구의2동,23,1297,5167,2347,98.25,54.25,97.25,49.75
942,2017,광진구 구의3동,45,2652,14918,6176,102.0,52.25,97.25,49.75
943,2017,광진구 군자동,45,1580,9700,4556,97.0,49.75,97.25,49.75
944,2017,광진구 능동,20,783,5705,3151,86.25,51.5,97.25,49.75
945,2017,광진구 자양1동,28,1711,8543,3741,100.0,48.25,97.25,49.75
946,2017,광진구 자양2동,20,1487,6271,2741,100.5,48.25,97.25,49.75
947,2017,광진구 자양3동,38,1353,6183,3362,86.5,49.0,97.25,49.75
948,2017,광진구 자양4동,43,1996,6328,2892,95.25,49.0,97.25,49.75
949,2017,광진구 중곡1동,20,1612,6629,2852,100.75,48.75,97.25,49.75
950,2017,광진구 중곡2동,19,1622,6496,3207,91.5,47.5,97.25,49.75
951,2017,광진구 중곡3동,25,1330,5380,2419,96.25,47.5,97.25,49.75
952,2017,광진구 중곡4동,26,1563,4891,2302,97.25,50.25,97.25,49.75
953,2017,광진구 화양동,109,2437,15265,7427,86.0,47.5,97.25,49.75
954,2017,구로구 가리봉동,5,986,2783,1573,110.0,50.0,97.25,49.75
955,2017,구로구 개봉1동,25,1704,5464,2971,96.5,50.5,97.25,49.75
956,2017,구로구 개봉2동,20,1170,3247,1790,103.75,52.25,97.25,49.75
957,2017,구로구 개봉3동,16,990,5743,2967,113.0,48.25,97.25,49.75
958,2017,구로구 고척1동,32,2590,9541,3964,94.0,51.0,97.25,49.75
959,2017,구로구 고척2동,19,1407,3918,1980,101.75,50.5,97.25,49.75
960,2017,구로구 구로1동,11,736,3105,1602,110.5,50.25,97.25,49.75
961,2017,구로구 구로2동,47,7816,29888,12317,107.5,49.0,97.25,49.75
962,2017,구로구 구로3동,114,7227,83892,31220,72.25,46.0,97.25,49.75
963,2017,구로구 구로4동,23,2042,5162,2906,99.25,47.0,97.25,49.75
964,2017,구로구 구로5동,51,4907,27070,12194,82.25,47.0,97.25,49.75
965,2017,구로구 수궁동,20,1266,5886,2121,100.0,51.25,97.25,49.75
966,2017,구로구 신도림동,51,2864,15345,7890,74.25,46.0,97.25,49.75
967,2017,구로구 오류1동,16,1125,4610,2228,103.75,54.0,97.25,49.75
968,2017,구로구 오류2동,18,1575,7814,3299,82.75,49.75,97.25,49.75
969,2017,금천구 가산동,174,14339,157491,55279,69.75,45.0,97.25,49.75
970,2017,금천구 독산1동,41,4085,24308,9331,91.0,51.25,97.25,49.75
971,2017,금천구 독산2동,9,1194,3584,1795,97.75,49.75,97.25,49.75
972,2017,금천구 독산3동,18,2174,8040,3561,103.0,46.0,97.25,49.75
973,2017,금천구 독산4동,16,1018,3286,1713,101.5,48.25,97.25,49.75
974,2017,금천구 시흥1동,41,3023,13776,7137,102.75,51.0,97.25,49.75
975,2017,금천구 시흥2동,10,577,2005,1231,87.75,49.25,97.25,49.75
976,2017,금천구 시흥3동,9,3325,10223,2896,125.25,52.75,97.25,49.75
977,2017,금천구 시흥4동,6,855,1975,1119,101.0,46.0,97.25,49.75
978,2017,금천구 시흥5동,14,1160,3312,1770,106.0,49.5,97.25,49.75
979,2017,노원구 공릉1동,51,2849,11739,5887,96.25,50.5,97.25,49.75
980,2017,노원구 공릉2동,61,1834,11823,5779,86.75,48.25,97.25,49.75
981,2017,노원구 상계10동,7,455,2203,993,90.0,50.0,97.25,49.75
982,2017,노원구 상계1동,44,3114,10558,4617,82.75,46.5,97.25,49.75
983,2017,노원구 상계2동,71,2614,10662,6514,81.5,44.75,97.25,49.75
984,2017,노원구 상계3.4동,16,1278,4354,2001,106.5,52.25,97.25,49.75
985,2017,노원구 상계5동,24,1605,4600,2352,98.5,47.25,97.25,49.75
986,2017,노원구 상계6.7동,32,1958,15618,9799,93.75,46.75,97.25,49.75
987,2017,노원구 상계8동,6,595,2017,1267,99.25,58.75,97.25,49.75
988,2017,노원구 상계9동,6,713,2488,1418,102.25,51.0,97.25,49.75
989,2017,노원구 월계1동,37,1488,6121,2581,94.0,52.0,97.25,49.75
990,2017,노원구 월계2동,14,944,3464,1507,91.75,52.25,97.25,49.75
991,2017,노원구 월계3동,13,963,3943,1968,89.25,48.5,97.25,49.75
992,2017,노원구 중계1동,21,1000,4392,2504,86.75,49.0,97.25,49.75
993,2017,노원구 중계2.3동,19,1361,5555,3307,88.75,49.25,97.25,49.75
994,2017,노원구 중계4동,20,1049,3975,2317,86.75,46.0,97.25,49.75
995,2017,노원구 중계본동,36,1198,5494,2701,84.25,46.75,97.25,49.75
996,2017,노원구 하계1동,26,1103,7546,3826,91.75,51.75,97.25,49.75
997,2017,노원구 하계2동,2,395,1307,759,108.75,58.25,97.25,49.75
998,2017,도봉구 도봉1동,22,1714,6135,2592,102.25,50.25,97.25,49.75
999,2017,도봉구 도봉2동,22,1465,6866,3119,93.5,48.75,97.25,49.75
1000,2017,도봉구 방학1동,33,2266,10787,5095,88.5,45.5,97.25,49.75
1001,2017,도봉구 방학2동,10,1207,3264,1832,91.75,46.75,97.25,49.75
1002,2017,도봉구 방학3동,13,872,3242,1607,92.5,53.25,97.25,49.75
1003,2017,도봉구 쌍문1동,26,890,3852,2142,92.5,46.25,97.25,49.75
1004,2017,도봉구 쌍문2동,16,1242,5053,2611,88.5,47.75,97.25,49.75
1005,2017,도봉구 쌍문3동,12,971,4015,2019,92.25,49.0,97.25,49.75
1006,2017,도봉구 쌍문4동,9,616,2003,1083,87.75,48.5,97.25,49.75
1007,2017,도봉구 창1동,16,1413,4207,2092,89.5,47.5,97.25,49.75
1008,2017,도봉구 창2동,12,1356,4348,2043,91.75,49.75,97.25,49.75
1009,2017,도봉구 창3동,11,929,2199,1204,98.5,49.0,97.25,49.75
1010,2017,도봉구 창4동,16,1277,7384,3584,98.25,47.5,97.25,49.75
1011,2017,도봉구 창5동,35,2133,7148,3395,89.25,46.0,97.25,49.75
1012,2017,동대문구 답십리1동,23,1961,7131,3304,98.0,52.0,97.25,49.75
1013,2017,동대문구 답십리2동,11,2186,7251,2864,110.5,53.0,97.25,49.75
1014,2017,동대문구 용신동,80,5640,33713,15511,106.25,47.5,97.25,49.75
1015,2017,동대문구 이문1동,63,1477,6698,3182,106.5,52.5,97.25,49.75
