,기간,자치구행정동명,한식,용달운송,부동산,옷가게,주점,미용실,슈퍼마켓,분식,세탁소,노래방,편의점,치킨집,카센터,과일채소가게,정육점,중국집,당구장,빵집,pc방
599,2016,동대문구 청량리동,148,84,40,35,53,42,45,27,14,15,11,11,5,22,10,8,9,5,5
600,2016,동대문구 회기동,120,22,20,37,69,27,14,38,8,21,17,14,1,1,1,16,6,14,5
601,2016,동대문구 휘경1동,79,43,30,13,28,31,19,22,13,12,17,8,4,5,11,5,2,6,5
602,2016,동대문구 휘경2동,38,470,36,6,11,22,17,14,15,4,14,11,4,3,4,1,4,7,3
603,2016,동작구 노량진1동,146,72,76,21,53,51,36,48,23,15,33,19,3,7,10,16,8,14,21
604,2016,동작구 노량진2동,91,37,37,18,44,27,26,23,11,17,16,9,0,6,6,10,3,6,7
605,2016,동작구 대방동,84,69,62,24,41,38,27,23,23,11,26,16,14,5,5,12,6,14,4
606,2016,동작구 사당1동,158,69,77,38,75,43,17,20,19,33,22,15,7,7,11,12,8,13,6
607,2016,동작구 사당2동,132,63,59,58,83,60,18,26,24,27,19,16,3,21,12,15,6,14,7
608,2016,동작구 사당3동,52,60,41,9,20,32,13,9,13,5,8,11,9,7,9,1,2,6,0
609,2016,동작구 사당4동,31,55,24,19,11,31,12,12,16,9,7,8,0,13,10,2,2,9,3
610,2016,동작구 사당5동,22,44,16,4,4,25,11,6,7,2,3,7,4,3,4,2,1,1,1
611,2016,동작구 상도1동,112,85,80,28,60,63,24,35,19,15,34,18,15,11,13,13,11,20,15
612,2016,동작구 상도2동,87,62,77,41,24,46,17,20,16,16,16,13,7,12,8,4,6,15,5
613,2016,동작구 상도3동,49,83,45,38,21,40,16,11,15,13,8,8,1,9,8,8,4,8,5
614,2016,동작구 상도4동,54,113,33,22,22,40,19,13,11,11,9,10,2,8,10,3,2,2,2
615,2016,동작구 신대방1동,58,47,45,36,22,46,22,14,17,11,9,10,5,7,9,15,2,7,4
616,2016,동작구 신대방2동,107,49,43,10,22,36,16,21,13,12,20,8,7,3,3,9,9,7,6
617,2016,동작구 흑석동,134,75,76,40,67,52,37,28,23,10,19,14,4,11,9,15,9,18,9
618,2016,마포구 공덕동,205,98,108,22,59,73,39,28,29,14,21,19,4,14,17,15,12,9,7
619,2016,마포구 대흥동,115,31,60,12,48,33,18,35,8,10,30,18,7,3,6,13,4,9,9
620,2016,마포구 도화동,135,41,64,22,63,37,16,24,18,22,13,16,2,10,9,17,4,6,3
621,2016,마포구 망원1동,99,109,48,36,43,46,12,22,17,17,17,11,8,16,13,8,7,12,4
622,2016,마포구 망원2동,83,98,39,32,34,54,15,17,17,12,14,14,6,10,11,10,4,10,4
623,2016,마포구 상암동,238,84,65,19,48,32,27,41,18,6,40,27,1,3,6,23,5,23,1
624,2016,마포구 서강동,125,48,73,34,60,56,12,21,14,3,33,14,6,2,4,10,2,26,7
625,2016,마포구 서교동,626,50,165,377,531,233,44,97,18,87,90,56,9,4,8,60,26,92,18
626,2016,마포구 성산1동,65,66,45,6,14,22,17,12,14,11,18,7,13,0,4,8,3,7,5
627,2016,마포구 성산2동,92,137,53,99,23,39,21,24,19,2,20,16,12,26,10,8,6,15,1
628,2016,마포구 신수동,61,54,48,6,17,29,18,17,13,3,14,12,7,3,7,9,3,7,0
629,2016,마포구 아현동,91,30,87,35,27,36,23,18,13,1,16,9,4,17,15,5,0,14,2
630,2016,마포구 연남동,81,46,42,27,80,38,13,17,9,6,19,5,8,0,3,25,1,16,1
631,2016,마포구 염리동,38,35,27,21,16,28,11,15,9,6,8,14,4,7,4,5,1,8,0
632,2016,마포구 용강동,152,30,74,13,59,29,17,27,15,24,22,8,10,2,6,12,7,11,2
633,2016,마포구 합정동,128,73,62,31,74,45,10,10,14,10,23,6,12,1,3,13,4,13,4
634,2016,서대문구 남가좌1동,66,28,26,50,42,10,22,15,5,6,4,7,0,30,15,2,2,5,0
635,2016,서대문구 남가좌2동,89,71,52,26,45,55,23,27,13,18,10,15,11,4,14,8,10,9,5
636,2016,서대문구 북가좌1동,20,80,22,2,2,20,10,8,7,0,11,8,6,1,3,0,2,6,1
637,2016,서대문구 북가좌2동,82,151,68,23,45,70,24,23,28,14,23,21,13,4,13,10,10,9,8
638,2016,서대문구 북아현동,34,69,67,10,12,13,24,4,10,3,5,6,2,3,3,2,2,3,1
639,2016,서대문구 신촌동,358,14,87,144,233,129,47,83,18,53,67,27,1,5,7,42,18,43,14
640,2016,서대문구 연희동,118,110,66,50,50,63,31,32,27,9,32,16,24,8,6,25,5,20,3
641,2016,서대문구 천연동,76,38,33,28,22,24,18,25,11,5,9,10,3,12,13,2,3,7,1
642,2016,서대문구 충현동,176,15,46,11,45,27,24,33,16,10,26,4,4,3,2,9,7,7,3
643,2016,서대문구 홍은1동,49,80,27,21,20,35,23,18,14,3,5,12,6,7,10,3,3,6,3
644,2016,서대문구 홍은2동,78,112,30,14,32,29,26,24,14,4,17,6,13,0,4,5,7,10,7
645,2016,서대문구 홍제1동,69,72,35,17,27,42,18,15,15,11,11,11,5,5,7,3,2,6,3
646,2016,서대문구 홍제2동,34,28,29,13,19,22,6,9,7,7,4,7,0,1,5,4,3,5,3
647,2016,서대문구 홍제3동,93,75,27,46,41,31,24,25,15,11,11,10,7,62,19,7,7,13,1
648,2016,서초구 내곡동,32,49,26,2,3,3,9,3,4,2,7,3,0,1,1,2,0,3,0
649,2016,서초구 반포1동,91,11,96,36,32,45,14,21,21,12,27,12,7,4,5,6,4,12,7
650,2016,서초구 반포2동,7,6,43,12,1,23,5,15,8,0,7,1,0,5,4,1,0,4,0
651,2016,서초구 반포3동,44,0,68,50,6,19,13,14,8,5,3,10,3,1,1,5,1,9,3
652,2016,서초구 반포4동,144,11,36,567,36,37,30,41,11,9,29,3,4,4,6,19,4,39,3
653,2016,서초구 반포본동,24,2,29,77,15,23,13,17,7,2,5,6,4,8,6,4,1,6,1
654,2016,서초구 방배1동,110,22,68,26,25,41,14,20,15,24,13,11,3,0,11,13,8,9,9
655,2016,서초구 방배2동,155,53,85,22,49,40,18,16,19,17,19,9,12,2,13,13,10,11,5
656,2016,서초구 방배3동,41,33,50,13,7,26,18,10,19,0,14,4,8,0,4,3,2,7,0
657,2016,서초구 방배4동,102,39,107,21,23,59,12,33,22,10,21,10,28,7,6,8,6,18,2
658,2016,서초구 방배본동,100,22,51,31,33,49,13,19,16,18,16,8,8,2,7,6,2,14,3
659,2016,서초구 서초1동,160,15,119,25,27,44,20,34,19,13,29,13,22,2,5,15,10,16,7
660,2016,서초구 서초2동,191,12,171,39,33,49,20,39,17,13,34,19,5,1,3,17,11,19,4
661,2016,서초구 서초3동,408,32,214,32,105,47,31,48,30,55,63,19,17,2,9,34,23,33,7
662,2016,서초구 서초4동,165,4,100,53,71,39,17,37,18,16,32,15,1,3,5,21,10,24,2
663,2016,서초구 양재1동,217,103,88,30,65,49,24,31,26,28,41,25,28,3,9,19,17,22,5
664,2016,서초구 양재2동,292,66,110,131,50,41,32,35,18,48,38,17,52,1,11,14,21,17,8
665,2016,서초구 잠원동,175,23,95,12,56,30,23,27,25,28,27,15,6,4,7,10,7,8,3
666,2016,성동구 금호1가동,30,42,22,4,6,21,7,5,11,3,6,3,2,1,2,3,2,1,2
667,2016,성동구 금호2.3가동,83,83,50,35,30,56,16,17,15,7,10,15,0,5,12,6,4,5,2
668,2016,성동구 금호4가동,46,26,32,16,20,21,9,8,8,8,7,6,2,2,4,4,2,3,3
669,2016,성동구 마장동,128,99,30,3,29,28,36,17,16,6,11,9,15,6,42,6,9,4,2
670,2016,성동구 사근동,128,38,32,13,58,22,18,37,10,22,28,14,0,1,4,15,14,9,12
671,2016,성동구 성수1가1동,62,72,47,9,12,21,15,10,8,11,13,6,9,0,1,4,3,3,1
672,2016,성동구 성수1가2동,132,97,46,11,22,26,14,16,9,14,19,9,12,3,7,7,8,8,3
673,2016,성동구 성수2가1동,155,105,44,43,49,29,28,31,18,22,16,12,25,8,6,14,7,7,5
674,2016,성동구 성수2가3동,218,296,70,18,30,15,36,20,9,26,38,9,39,2,2,14,15,7,3
675,2016,성동구 송정동,32,56,14,8,10,18,13,7,8,3,4,3,7,6,4,2,3,3,1
676,2016,성동구 옥수동,42,36,55,10,9,27,10,9,19,3,10,6,4,1,7,4,1,9,1
677,2016,성동구 왕십리2동,39,66,33,15,14,27,14,5,10,2,7,4,0,4,4,2,2,4,3
678,2016,성동구 왕십리도선동,156,61,109,18,62,41,23,21,11,16,18,10,7,6,6,7,6,9,1
679,2016,성동구 용답동,116,57,38,27,39,30,43,19,13,13,15,8,82,10,8,6,6,5,7
680,2016,성동구 응봉동,7,59,14,5,6,14,11,5,9,1,1,4,3,0,1,1,0,2,1
681,2016,성동구 행당1동,106,56,40,101,16,37,23,28,13,9,16,14,2,7,12,11,4,18,3
682,2016,성동구 행당2동,15,52,29,17,4,21,5,7,11,2,6,4,1,3,7,1,0,7,0
683,2016,성북구 길음1동,48,0,53,43,57,42,17,24,14,5,6,8,0,16,12,4,3,17,4
684,2016,성북구 길음2동,56,111,34,197,14,25,12,20,9,2,8,3,5,2,4,5,0,18,2
685,2016,성북구 돈암1동,9,53,18,4,3,11,7,4,9,1,3,2,2,0,6,1,0,1,1
686,2016,성북구 돈암2동,8,36,23,5,1,13,7,9,8,0,2,5,0,2,4,1,0,5,0
687,2016,성북구 동선동,145,34,68,79,105,84,19,52,17,29,31,18,5,3,6,15,10,21,6
688,2016,성북구 보문동,75,51,38,15,33,34,19,12,13,5,11,5,13,6,8,7,1,5,3
689,2016,성북구 삼선동,163,75,50,38,72,53,29,42,17,17,22,14,5,15,18,12,10,6,2
690,2016,성북구 석관동,169,185,76,38,74,68,34,26,23,19,21,15,15,13,17,7,10,5,6
691,2016,성북구 성북동,84,31,36,34,17,23,14,9,9,2,17,7,10,3,6,5,1,12,2
692,2016,성북구 안암동,132,47,34,18,78,38,21,33,11,18,37,10,6,1,1,18,12,12,15
693,2016,성북구 월곡1동,72,134,33,20,19,39,26,17,20,11,11,13,15,9,10,5,2,7,1
694,2016,성북구 월곡2동,109,79,34,34,35,49,21,27,15,19,18,12,16,9,13,6,7,12,6
695,2016,성북구 장위1동,62,130,36,15,27,41,27,10,21,8,8,4,7,5,7,4,4,2,4
696,2016,성북구 장위2동,107,83,37,44,70,42,29,17,11,11,9,9,14,15,19,6,6,5,3
697,2016,성북구 장위3동,35,70,18,12,20,17,13,9,13,1,3,2,10,1,4,4,2,2,2
698,2016,성북구 정릉1동,50,45,27,6,15,27,10,12,12,4,11,8,8,1,4,3,2,5,1
699,2016,성북구 정릉2동,54,105,36,14,12,28,13,14,13,9,11,12,8,2,6,6,4,5,4
700,2016,성북구 정릉3동,68,47,14,7,22,21,18,15,5,4,10,8,5,1,6,6,7,2,3
701,2016,성북구 정릉4동,64,85,34,10,21,29,23,10,16,4,12,8,3,4,9,3,7,4,5
702,2016,성북구 종암동,121,155,65,37,42,61,31,32,27,16,22,16,10,13,15,8,9,7,9
703,2016,송파구 가락1동,51,4,0,0,2,0,21,1,0,0,2,0,3,1,2,0,0,0,0
704,2016,송파구 가락2동,90,83,71,45,35,70,26,19,26,28,12,14,19,6,10,8,6,14,9
705,2016,송파구 가락본동,246,81,97,48,79,52,19,34,18,128,33,17,18,9,2,9,17,15,5
706,2016,송파구 거여1동,48,92,22,10,17,30,7,9,12,11,12,4,8,6,7,5,5,4,4
707,2016,송파구 거여2동,52,88,40,11,22,28,10,13,13,13,10,9,8,5,7,1,5,7,4
708,2016,송파구 마천1동,71,162,39,18,34,34,18,9,15,9,10,6,5,3,6,2,5,3,3
709,2016,송파구 마천2동,93,156,36,52,29,45,19,11,9,11,7,9,10,10,16,9,5,9,3
710,2016,송파구 문정1동,79,65,67,78,9,48,10,16,17,20,14,8,16,0,7,7,6,7,2
711,2016,송파구 문정2동,106,15,139,199,11,25,13,37,14,4,25,10,6,2,4,7,1,12,2
712,2016,송파구 방이1동,107,36,36,19,32,39,7,11,13,16,17,7,12,1,2,7,8,8,2
713,2016,송파구 방이2동,246,72,95,31,114,43,20,28,22,55,32,20,15,7,7,16,20,13,7
714,2016,송파구 삼전동,126,102,76,26,54,77,15,30,30,21,27,18,25,3,13,12,10,11,8
715,2016,송파구 석촌동,199,111,103,49,82,74,24,27,29,58,33,18,16,12,14,11,15,10,6
716,2016,송파구 송파1동,117,434,70,23,51,62,15,20,25,33,22,7,13,3,11,9,12,11,4
717,2016,송파구 송파2동,27,36,49,29,8,32,17,31,13,0,11,8,4,5,6,3,0,12,3
718,2016,송파구 오금동,112,159,62,31,42,52,29,17,30,16,17,17,40,1,14,9,7,6,5
719,2016,송파구 오륜동,12,3,22,70,1,12,9,8,5,0,6,2,2,4,2,3,0,3,1
720,2016,송파구 위례동,18,32,46,6,7,14,2,14,2,0,7,2,0,1,4,3,0,8,1
721,2016,송파구 잠실2동,22,17,64,66,2,31,12,19,9,0,11,5,0,7,7,0,0,16,0
722,2016,송파구 잠실3동,56,22,90,424,5,30,17,28,17,0,11,2,1,4,4,9,0,23,0
723,2016,송파구 잠실4동,14,21,53,10,4,21,11,9,11,0,5,7,0,3,9,1,1,6,2
724,2016,송파구 잠실6동,127,520,46,186,9,33,17,32,10,3,17,10,1,4,3,13,3,26,0
725,2016,송파구 잠실7동,2,2,16,11,0,9,9,6,5,0,3,1,0,2,4,2,0,3,0
726,2016,송파구 잠실본동,328,54,105,51,161,92,21,46,31,74,47,35,19,21,12,15,18,16,19
727,2016,송파구 장지동,73,144,59,3,30,44,17,19,19,16,18,13,12,1,6,7,6,5,5
728,2016,송파구 풍납1동,65,69,24,15,19,32,14,14,13,11,6,7,5,9,8,4,2,4,5
729,2016,송파구 풍납2동,54,70,44,23,15,32,12,11,18,11,13,15,7,4,6,3,3,5,3
730,2016,양천구 목1동,192,34,64,314,65,54,14,37,12,26,28,11,7,5,5,12,8,25,6
731,2016,양천구 목2동,73,90,58,21,29,44,19,14,17,13,16,12,6,5,7,5,6,7,4
732,2016,양천구 목3동,71,80,49,48,54,57,19,14,15,19,9,12,6,6,12,6,9,8,7
733,2016,양천구 목4동,87,69,48,26,39,68,20,21,20,16,12,16,10,7,19,9,4,11,3
734,2016,양천구 목5동,55,22,95,42,16,44,20,22,26,2,16,14,0,4,8,6,3,21,4
735,2016,양천구 신월1동,120,153,47,46,69,65,29,15,13,22,12,11,23,28,19,9,8,4,18
736,2016,양천구 신월2동,41,157,39,19,17,25,21,8,14,6,6,5,8,8,10,2,6,6,2
737,2016,양천구 신월3동,46,135,11,16,18,28,28,12,8,5,8,5,12,6,11,2,4,2,1
738,2016,양천구 신월4동,75,150,26,10,37,47,10,11,9,14,12,13,11,7,9,6,4,4,1
739,2016,양천구 신월5동,66,99,28,20,24,32,16,11,11,14,13,6,21,3,4,3,4,2,6
740,2016,양천구 신월6동,36,64,16,7,12,12,7,4,4,7,4,2,2,7,9,2,4,2,2
741,2016,양천구 신월7동,73,192,31,21,28,44,25,14,12,19,8,13,11,4,10,6,7,6,3
742,2016,양천구 신정1동,77,26,59,22,43,36,7,12,11,18,9,11,17,6,11,4,3,11,2
743,2016,양천구 신정2동,58,60,42,28,12,47,10,17,12,13,9,13,10,12,13,5,4,9,1
744,2016,양천구 신정3동,57,237,54,29,33,49,37,20,22,12,13,11,10,8,12,4,5,8,4
745,2016,양천구 신정4동,175,161,90,80,99,103,39,32,33,52,32,17,24,9,15,14,9,13,11
746,2016,양천구 신정6동,18,16,49,11,2,17,8,10,13,0,8,5,0,4,6,0,0,7,1
747,2016,양천구 신정7동,45,85,34,13,10,39,12,16,12,7,10,10,7,5,6,6,3,13,8
748,2016,영등포구 당산1동,218,70,68,18,137,46,20,26,16,38,28,10,13,2,6,11,10,6,4
749,2016,영등포구 당산2동,148,50,90,17,57,40,19,29,24,13,36,9,3,4,6,12,10,18,4
750,2016,영등포구 대림1동,79,51,38,29,43,42,24,19,9,16,13,12,9,18,9,20,2,6,6
751,2016,영등포구 대림2동,70,47,40,36,83,58,35,9,11,32,11,6,3,14,15,172,7,3,11
752,2016,영등포구 대림3동,117,137,61,16,74,50,34,23,16,56,21,12,23,4,9,65,10,4,11
753,2016,영등포구 도림동,49,72,33,12,28,37,27,8,17,13,11,7,19,3,3,12,3,3,4
754,2016,영등포구 문래동,234,62,65,58,45,33,37,26,15,12,35,13,20,11,10,14,11,14,4
755,2016,영등포구 신길1동,84,62,37,33,42,47,40,14,24,24,14,9,5,9,7,14,9,9,8
756,2016,영등포구 신길3동,61,66,29,48,22,38,21,12,17,13,9,9,7,10,9,8,4,3,3
757,2016,영등포구 신길4동,24,45,23,4,14,22,15,6,9,4,7,7,3,1,2,6,2,0,0
758,2016,영등포구 신길5동,33,62,16,8,16,16,19,8,8,11,2,4,6,1,1,22,3,1,2
759,2016,영등포구 신길6동,89,68,73,14,26,43,25,13,15,21,10,8,20,4,5,8,1,5,3
760,2016,영등포구 신길7동,33,23,16,7,17,13,8,8,5,7,8,5,4,2,3,3,2,5,2
761,2016,영등포구 양평1동,130,1047,44,15,33,20,21,17,14,6,15,7,21,3,4,10,4,5,3
762,2016,영등포구 양평2동,133,73,48,8,43,22,28,19,14,12,22,5,23,2,9,12,8,7,2
763,2016,영등포구 여의동,638,24,143,85,126,50,84,88,17,10,68,30,8,9,7,56,17,40,5
764,2016,영등포구 영등포동,435,44,102,438,135,57,98,60,20,46,51,19,25,43,23,34,28,24,16
765,2016,영등포구 영등포본동,84,76,43,230,25,31,36,17,12,19,21,8,3,10,11,26,3,8,5
766,2016,용산구 남영동,179,14,25,90,53,16,28,28,5,17,28,9,6,2,3,18,12,18,8
767,2016,용산구 보광동,70,63,47,21,28,43,26,17,14,4,8,17,6,3,4,4,5,4,2
768,2016,용산구 서빙고동,20,33,15,18,1,9,12,7,4,0,7,1,6,2,1,3,0,2,0
769,2016,용산구 용문동,47,45,23,17,19,23,10,7,8,5,4,10,4,10,12,2,1,4,1
770,2016,용산구 용산2가동,27,37,23,7,20,21,17,8,9,2,8,7,2,5,6,2,2,7,2
771,2016,용산구 원효로1동,136,37,65,11,35,21,14,21,11,13,18,11,8,3,2,13,4,6,3
772,2016,용산구 원효로2동,44,60,28,13,13,19,18,10,8,5,12,5,12,2,6,9,4,4,1
773,2016,용산구 이촌1동,54,10,53,63,22,30,21,12,9,2,9,5,3,12,11,7,1,20,2
774,2016,용산구 이촌2동,12,58,21,1,1,8,5,4,6,0,4,4,6,4,1,1,0,1,1
775,2016,용산구 이태원1동,93,10,20,248,129,18,16,8,8,4,17,10,8,2,1,15,1,19,1
776,2016,용산구 이태원2동,42,20,38,21,53,15,9,6,10,2,12,3,0,4,2,4,0,23,1
777,2016,용산구 청파동,119,73,61,24,47,44,38,49,18,11,18,9,11,12,10,8,3,11,5
778,2016,용산구 한강로동,261,24,137,96,55,28,58,36,18,19,32,5,15,2,4,19,8,19,1
779,2016,용산구 한남동,140,47,101,57,61,30,42,14,14,10,17,10,8,3,7,16,3,24,6
780,2016,용산구 효창동,22,43,15,4,2,6,13,6,5,0,6,1,3,0,0,1,1,3,0
781,2016,용산구 후암동,54,52,40,14,14,26,23,18,13,2,15,8,5,6,9,4,2,5,2
782,2016,은평구 갈현1동,145,85,48,29,93,56,26,18,17,42,16,16,4,7,11,11,12,13,7
783,2016,은평구 갈현2동,119,90,50,63,59,67,30,35,13,25,21,16,6,8,16,6,9,14,8
784,2016,은평구 구산동,33,170,44,21,15,52,21,25,16,3,16,9,10,3,8,5,1,9,0
785,2016,은평구 녹번동,120,295,71,15,38,54,31,19,18,16,18,12,19,3,8,8,8,8,7
786,2016,은평구 대조동,188,98,119,262,75,86,40,47,20,26,29,18,7,58,20,14,10,17,6
787,2016,은평구 불광1동,120,106,92,40,42,66,28,27,23,23,19,20,2,12,11,6,7,12,4
788,2016,은평구 불광2동,106,98,49,40,34,64,25,22,16,6,14,13,8,36,17,3,3,6,5
789,2016,은평구 수색동,48,71,28,16,33,23,23,11,8,5,1,6,3,9,8,4,2,5,2
790,2016,은평구 신사1동,58,127,60,26,27,61,19,18,18,16,14,11,9,6,9,7,5,6,6
791,2016,은평구 신사2동,28,112,32,10,10,35,16,9,16,1,9,12,7,3,9,2,0,4,0
792,2016,은평구 역촌동,140,233,118,45,87,108,40,31,25,25,34,22,28,10,15,10,12,14,7
793,2016,은평구 응암1동,99,93,79,52,39,58,24,30,14,15,20,13,3,5,13,8,7,8,6
794,2016,은평구 응암2동,33,63,34,12,13,31,11,14,9,9,4,6,3,2,8,3,3,1,2
795,2016,은평구 응암3동,160,115,56,83,98,66,27,29,20,39,18,23,15,18,18,8,13,10,9
796,2016,은평구 증산동,72,99,44,19,35,41,19,18,15,10,18,9,6,6,9,6,9,6,5
797,2016,은평구 진관동,99,101,72,90,12,47,34,23,25,2,24,20,2,6,16,8,2,29,2
798,2016,종로구 가회동,77,8,17,22,11,8,11,19,3,4,7,4,2,2,3,5,2,9,0
799,2016,종로구 교남동,21,12,18,6,1,4,5,2,3,1,8,5,1,0,0,2,0,2,1
800,2016,종로구 무악동,9,350,10,0,1,11,5,4,7,1,3,4,2,2,1,1,0,2,2
801,2016,종로구 부암동,29,15,15,14,13,9,10,11,9,1,10,2,8,0,0,5,1,3,0
802,2016,종로구 사직동,342,15,64,44,101,26,32,43,11,12,29,13,4,4,2,25,9,20,1
803,2016,종로구 삼청동,59,8,4,67,7,1,13,15,1,0,6,0,0,0,0,4,0,10,0
804,2016,종로구 숭인1동,21,19,15,6,7,14,12,4,4,0,8,4,1,1,0,1,1,3,1
805,2016,종로구 숭인2동,95,29,31,28,33,16,30,17,9,15,19,8,0,4,4,6,7,6,4
806,2016,종로구 이화동,100,15,17,16,31,9,16,19,4,4,18,7,4,0,2,11,3,14,2
807,2016,종로구 종로1.2.3.4가동,915,12,133,261,313,36,151,106,21,48,78,29,9,21,7,61,35,39,8
808,2016,종로구 종로5·6가동,287,18,78,89,42,19,54,52,6,10,23,12,3,5,8,10,11,6,1
809,2016,종로구 창신1동,107,9,33,66,20,14,30,21,4,10,6,9,0,3,6,13,7,5,7
810,2016,종로구 창신2동,64,27,15,12,13,22,20,10,7,5,2,3,0,6,5,5,3,4,2
811,2016,종로구 창신3동,12,25,15,1,0,11,5,3,5,0,2,4,1,3,3,1,0,1,0
812,2016,종로구 청운효자동,72,16,29,27,14,15,19,22,10,1,8,3,1,9,8,5,1,17,1
813,2016,종로구 평창동,52,17,32,15,27,18,11,9,10,3,6,3,4,2,5,7,3,6,2
814,2016,종로구 혜화동,179,34,41,31,104,35,23,45,15,15,24,17,2,1,6,17,11,12,10
815,2016,중구 광희동,304,27,60,1244,66,17,80,43,7,15,32,5,6,19,5,14,13,14,2
816,2016,중구 다산동,77,50,29,17,27,22,25,13,11,16,10,5,7,3,4,4,4,4,1
817,2016,중구 동화동,47,39,28,15,9,22,10,8,6,3,6,6,1,2,7,3,6,4,3
818,2016,중구 명동,433,1,100,265,67,61,70,92,5,9,67,16,0,3,1,44,16,30,3
819,2016,중구 소공동,277,3,21,412,28,17,39,35,2,6,37,6,0,2,1,26,7,26,1
820,2016,중구 신당5동,100,37,34,33,42,19,14,12,9,13,5,8,4,5,5,6,3,3,4
821,2016,중구 신당동,114,22,96,148,44,23,82,32,10,22,23,12,5,5,3,17,8,11,1
822,2016,중구 약수동,56,43,38,28,17,32,13,11,12,7,10,7,3,3,7,1,2,8,3
823,2016,중구 을지로동,247,4,48,77,55,8,68,36,5,13,24,8,1,2,1,16,19,5,0
824,2016,중구 장충동,68,6,14,16,19,7,9,8,4,2,14,5,0,1,1,5,3,8,2
825,2016,중구 중림동,92,25,21,2,24,16,13,10,6,6,8,2,4,7,4,5,4,6,2
826,2016,중구 청구동,29,46,24,12,12,17,11,6,8,2,7,3,1,4,3,2,2,1,2
827,2016,중구 필동,162,17,31,6,60,12,19,26,5,14,26,4,2,1,1,13,8,9,7
828,2016,중구 황학동,145,34,31,35,19,21,35,27,7,8,11,5,3,26,23,4,4,5,0
829,2016,중구 회현동,243,5,25,880,33,20,101,59,9,7,29,7,1,9,4,25,8,21,2
830,2016,중랑구 망우3동,59,107,26,14,28,38,22,11,12,6,6,3,12,3,6,5,1,3,1
831,2016,중랑구 망우본동,210,227,65,74,77,70,49,35,25,40,21,12,24,22,31,14,13,18,7
832,2016,중랑구 면목2동,127,179,48,31,43,59,35,19,22,19,12,6,12,9,14,6,9,6,4
833,2016,중랑구 면목3.8동,162,139,52,53,85,61,33,47,16,49,17,14,11,14,15,8,17,8,11
834,2016,중랑구 면목4동,52,117,43,10,27,31,22,9,16,9,11,6,7,3,2,4,5,4,0
835,2016,중랑구 면목5동,45,90,13,18,15,20,14,10,9,5,4,6,14,3,3,3,3,2,2
836,2016,중랑구 면목7동,104,108,42,46,40,50,23,16,13,22,16,11,13,24,18,4,7,5,4
837,2016,중랑구 면목본동,170,196,84,55,86,74,46,33,33,30,23,14,7,17,22,8,8,12,8
838,2016,중랑구 묵1동,107,135,52,32,38,51,24,33,21,19,15,6,7,5,8,4,5,9,4
839,2016,중랑구 묵2동,103,445,44,28,49,44,22,16,14,24,7,11,15,6,5,9,7,3,2
840,2016,중랑구 상봉1동,33,112,24,67,15,36,24,18,13,7,13,3,5,1,5,5,4,4,2
841,2016,중랑구 상봉2동,246,69,61,68,105,39,27,16,16,66,23,14,20,4,6,8,16,5,18
842,2016,중랑구 신내1동,113,235,40,23,38,48,25,17,20,15,12,15,11,2,6,8,6,9,5
843,2016,중랑구 신내2동,43,107,28,48,15,28,9,14,14,2,6,8,2,3,8,2,2,12,2
844,2016,중랑구 중화1동,42,113,32,15,11,39,22,13,11,5,9,5,2,4,5,2,0,2,0
845,2016,중랑구 중화2동,183,159,38,49,110,61,40,33,13,38,13,14,13,29,18,9,13,10,9
846,2017,강남구 개포1동,11,15,50,6,0,19,11,2,9,0,2,1,1,3,1,1,0,0,0
847,2017,강남구 개포2동,49,1,54,8,18,28,11,12,10,7,8,10,3,5,4,2,5,5,1
848,2017,강남구 개포4동,95,3,49,26,17,30,7,17,14,15,22,14,27,2,5,7,11,6,4
849,2017,강남구 논현1동,317,2,141,92,97,95,28,35,39,42,63,25,9,13,21,25,12,12,12
850,2017,강남구 논현2동,350,1,97,68,88,71,24,56,32,19,57,21,19,1,6,26,12,30,7
851,2017,강남구 대치1동,50,0,86,17,3,36,11,17,9,7,16,12,2,2,8,3,2,13,5
852,2017,강남구 대치2동,211,2,140,139,22,64,36,40,25,9,34,20,11,13,13,19,11,14,5
853,2017,강남구 대치4동,246,2,156,56,53,83,20,50,23,28,52,25,13,5,5,25,16,25,10
854,2017,강남구 도곡1동,83,1,69,32,18,31,10,19,13,4,23,10,14,2,3,3,6,9,1
855,2017,강남구 도곡2동,88,0,74,35,27,22,14,12,12,10,15,5,9,2,4,15,6,15,3
856,2017,강남구 삼성1동,256,7,70,272,45,33,21,29,10,18,53,14,7,2,4,32,15,27,3
857,2017,강남구 삼성2동,155,5,165,42,38,66,20,33,23,9,49,20,14,4,8,15,6,21,4
858,2017,강남구 세곡동,63,133,55,2,10,22,23,10,13,2,17,15,11,0,8,3,0,4,2
859,2017,강남구 수서동,91,23,40,4,12,20,9,13,10,4,15,8,0,0,2,8,2,9,2
860,2017,강남구 신사동,235,1,66,258,62,89,13,42,16,25,35,19,3,4,8,29,7,32,6
861,2017,강남구 압구정동,206,0,80,317,73,141,24,51,18,11,38,14,4,5,5,21,9,25,5
862,2017,강남구 역삼1동,936,2,461,210,181,189,59,106,63,88,144,73,19,4,5,78,43,43,36
863,2017,강남구 역삼2동,175,0,177,27,17,39,22,20,28,9,39,16,7,6,9,20,10,14,8
864,2017,강남구 일원1동,86,70,23,12,31,25,13,13,10,25,9,14,11,4,5,4,7,3,8
